,timeCreated,projectRegUID,mgl_project_name,agoraProjectRegUID,agora_project_name,farcasterUsername,farcasterID,is_citizen,is_top_delegate,governance_role,governance_membership,nps_score,pmf_score,valid_attestation,id,attester,recipient,contributionRegUID,metadataurl,metadata
811,2024-10-27 16:37:40,0x008875f970469e090a5a843c68e3f8444e110a741990f03938e4ea42df8d11a2,Retro 4 Metrics: Trusted User Models and OpenRank Trusted User Model,0x008875f970469e090a5a843c68e3f8444e110a741990f03938e4ea42df8d11a2,Retro 4 Metrics: Trusted User Models and OpenRank Trusted User Model,launamu,11596,True,True,"{'Top 100 Delegate', 'Citizen'}",,7.0,2.0,True,0x35f32259868da13defc8cb37d4891818dc115af86ad518ab3c285360067d406e,0x7484aABFef9f39464F332e632047983b67571C0a,0x43b1204D8783C6B2563842ECC88073d240FF4c65,0xc32e4ed5673ac418af61a2c4487a348fd58188e1f7821cade5f9d6ebd3eb3cd1,https://gateway.pinata.cloud/ipfs/QmUo1ooJopDZBHdJ6Vxt1rti9JZdUcjaB7k1QYp1xLpFSb,"{'id': 2241, 'project': {'name': 'Retro 4 Metrics: Trusted User Models and OpenRank Trusted User Model', 'description': '[WHAT WE DID]\n\nRetro 4 pioneered the experiment of impact metrics, amongst which is the importance of defining valuable users interacted with applications on the superchain. Trusted User Model was introduced to measure the count of users qualified for the Trusted User definition. \n\nSeveral data sources were used to compose the Trusted User definition. The Farcaster user reputation scores computed by OpenRank on an curated engagement graph was used as one of the three major data sources, next to FIDs and Gitcoin Passport. \n\nThe reputation scores are taken from OpenRank Farcaster Global Profile Ranking: Farcaster users are basically categorized into the two strategies: [**following**](https://docs.openrank.com/integrations/farcaster/global-profile-ranking#strategy-following) and [**engagement](https://docs.openrank.com/integrations/farcaster/global-profile-ranking#strategy-engagement), and ranked recursively by incoming and outgoing trusted engagement signals such as recast, comment, likes on their social graph.** This score is made available, open-sourced and verifiable by OpenRank reputation protocol.\n\n[OUR IMPACT]\n\nUsers which rank high on OpenRank scores are acknowledged lost of developers as highly likely to be reputable real users instead of spam, Sybils and scammers. \n\nhttps://gov.optimism.io/t/retro-funding-4-impact-metrics-a-collective-experiment/8226\nAdditionally, Retro 4 also used a metric called OpenRank Trusted User Model, which indicates an even tougher-defined trust. Therefore it is a good metric to measure the contribution of an app on Optimism. \n\n[WHAT IS OpenRank]\n\nOpenRank is a decentralized ranking and reputation protocol. It enables a verifiable reputation compute layer for the open web that unlocks a broad range of useful applications, including those that resist cryptographic or game-theoretic mechanisms of trust. Using graph compute algorithms like EigenTrust, it offers resilience from sybil contexts, provides scalable and context-specific compute, and enables permissionless access to compute and reputation data for any user.', 'website': 'www.openrank.com'}, 'reviewer': {'userFID': '11596', 'ethAddress': '0xa565ea02caef7d1b6b5b919f3fcf829647ed50dd'}, 'context': {'ecosystems': [{'name': 'Optimism', 'tags': [{'category': 'Governance', 'subcategory': 'Infra & Tooling', 'round': 'RF6'}]}], 'userInterface': 'Impact Garden'}, 'contributions': [{'name': 'Retro 4 Metrics: Trusted User Models and OpenRank Trusted User Model', 'description': 'Retro 4 Metrics: Trusted User Models and OpenRank Trusted User Model', 'website': 'www.openrank.com'}], 'impactAttestations': [{'name': 'Likely to Recommend', 'type': 'numeric', 'value': 7}, {'name': 'Feeling if didnt exist', 'type': 'numeric', 'value': 2}, {'name': 'Governance Knowledge', 'type': 'numeric', 'value': ''}, {'name': 'Useful for Understanding', 'type': 'numeric', 'value': ''}, {'name': 'Effective for Improvements', 'type': 'numeric', 'value': ''}, {'name': 'Why Effective for Improvements', 'type': 'string', 'value': ''}, {'name': 'Text Review', 'type': 'string', 'value': ""I think it's a good start but I specifically didn't trust this metric and didn't use it since it limits trust to Farcaster accounts. Would be great to see other iterations with more data points. ""}]}"
796,2024-10-27 16:36:04,0xa20ade372da3150ca8720c7dc096768f273c60d5d9fddd5c82bd0954126009df,Proving Retroactive Funding with EZKL,0xa20ade372da3150ca8720c7dc096768f273c60d5d9fddd5c82bd0954126009df,,launamu,11596,True,True,"{'Top 100 Delegate', 'Citizen'}",,8.0,3.0,False,0x12b4b3428aa16f7692b80e1525c4ab642437191cb8cb6f453bdbdd3348184b04,0x7484aABFef9f39464F332e632047983b67571C0a,0x0000000000000000000000000000000000000000,0x0e1d68ea2ae821638e1e602220f3e0cc1edd96ce8ac284dfffbccdb1d3d87b33,https://gateway.pinata.cloud/ipfs/QmaEmNjfmySBya8txxn26i4M3B9BP5CiPxdzNG2tGGXgih,"{'id': 2083, 'project': {'name': 'Proving Retroactive Funding with EZKL', 'description': 'EZKL is the developer-friendly system for verifiable AI and analytics. We created a zero-knowledge proof of the fairness and correctness of the Retroactive Public Goods Funding results, starting with round 3. Anyone can verify it at https://retrofunding.ezkl.xyz and you can read more at https://blog.ezkl.xyz/post/zkrpgf/', 'website': 'ezkl.xyz'}, 'reviewer': {'userFID': '11596', 'ethAddress': '0xa565ea02caef7d1b6b5b919f3fcf829647ed50dd'}, 'context': {'ecosystems': [{'name': 'Optimism', 'tags': [{'category': 'Governance', 'subcategory': 'Infra & Tooling', 'round': 'RF6'}]}], 'userInterface': 'Impact Garden'}, 'contributions': [{'name': 'Proving Retroactive Funding with EZKL', 'description': 'Proving Retroactive Funding with EZKL', 'website': 'ezkl.xyz'}], 'impactAttestations': [{'name': 'Likely to Recommend', 'type': 'numeric', 'value': 8}, {'name': 'Feeling if didnt exist', 'type': 'numeric', 'value': 3}, {'name': 'Governance Knowledge', 'type': 'numeric', 'value': ''}, {'name': 'Useful for Understanding', 'type': 'numeric', 'value': ''}, {'name': 'Effective for Improvements', 'type': 'numeric', 'value': ''}, {'name': 'Why Effective for Improvements', 'type': 'string', 'value': ''}, {'name': 'Text Review', 'type': 'string', 'value': ''}]}"
819,2024-10-27 16:35:20,0x1e08897960cdb18df87f253f4e0f047b2edba189ea7403e5448ed2ba443f0013,Praise,0x1e08897960cdb18df87f253f4e0f047b2edba189ea7403e5448ed2ba443f0013,Praise,launamu,11596,True,True,"{'Top 100 Delegate', 'Citizen'}",,2.0,1.0,True,0x5730f74d597566caa0a62dc5fcb9e5d45a12ab0392191364603a567fc9e52313,0x7484aABFef9f39464F332e632047983b67571C0a,0xAB5b57832498a2B541AAA2c448e2E79d872564E0,0x28113bebf105894bed1c7a58e0a302bd0f6e6e0a5ad24936983b89b309cd5a9e,https://gateway.pinata.cloud/ipfs/QmeGMzMY7AQYDnqEEExVLhUcypf9PjEzcQS62kXhCw8Zza,"{'id': 2183, 'project': {'name': 'Praise', 'description': 'Praise is an open-source reputation and rewards system designed to recognize, track, and verify community contributions across decentralized ecosystems. By offering simple tools that integrate with both Discord and Farcaster, Praise empowers communities to mint on-chain attestations and cultivate identity and reputation.\nThrough peer recognition on platforms Discord and more recently Farcaster, Praise enables users to acknowledge contributions, whether large or small, and reward them with verifiable on-chain attestations. These attestations, built on Ethereum Attestation Service (EAS), are seamlessly minted and integrated into users’ decentralized identities and reputation.', 'website': 'https://givepraise.xyz/'}, 'reviewer': {'userFID': '11596', 'ethAddress': '0xa565ea02caef7d1b6b5b919f3fcf829647ed50dd'}, 'context': {'ecosystems': [{'name': 'Optimism', 'tags': [{'category': 'Governance', 'subcategory': 'Infra & Tooling', 'round': 'RF6'}]}], 'userInterface': 'Impact Garden'}, 'contributions': [{'name': 'Praise', 'description': 'Praise', 'website': 'https://givepraise.xyz/'}], 'impactAttestations': [{'name': 'Likely to Recommend', 'type': 'numeric', 'value': 2}, {'name': 'Feeling if didnt exist', 'type': 'numeric', 'value': 1}, {'name': 'Governance Knowledge', 'type': 'numeric', 'value': ''}, {'name': 'Useful for Understanding', 'type': 'numeric', 'value': ''}, {'name': 'Effective for Improvements', 'type': 'numeric', 'value': ''}, {'name': 'Why Effective for Improvements', 'type': 'string', 'value': ''}, {'name': 'Text Review', 'type': 'string', 'value': ''}]}"
846,2024-10-27 16:34:12,0x98877a3c5f3d5eee496386ae93a23b17f0f51b70b3041b3c8226f98fbeca09ec,Pairwise,0x98877a3c5f3d5eee496386ae93a23b17f0f51b70b3041b3c8226f98fbeca09ec,Pairwise,launamu,11596,True,True,"{'Top 100 Delegate', 'Citizen'}",,4.0,1.0,True,0xca80adba876ba62f4e9e98b0ea06469b3f4100a1cac7b9711189ffeaf29115ef,0x7484aABFef9f39464F332e632047983b67571C0a,0x3EF1b0db4D10d2e3cE06699C0BD4EF0aAf897614,0xb106bf42180e5dac3dd47cacee5626f2922021420311346f0949e3243a6af6b0,https://gateway.pinata.cloud/ipfs/QmPwmKBkdT4uT2h5MgHt73Q6Agj2najr3PMj8W1QqNfj1B,"{'id': 1828, 'project': {'name': 'Pairwise', 'description': 'Pairwise was designed to make voting to distribute Retro Funding simple and fun. Pairwise is an open-source, off-chain voting dapp (like Snapshot) that streamlines community signaling by letting users select between just two options and then aggregating their choices into a quantifiable result.\nPairwise is designed to be user-friendly and intuitive, allowing users to make many simple choices and then the algorithm behind the scenes pumps out a final ranking for them to adjust or approve. \n\n* RF3: Served as an alternative tool for creating lists and subcategories of 600+ projects.\n* RF4: Ran its own independent experiment involving all stakeholders to signal how to distribute RF promoting project discovery with pseudonymous voting.\n* RF5: After great work on RF4, was invited to be a fun voting option to gamify and simplify the badgeholder decision making process. Allowing Badgeholders to create their ballot by comparing projects.', 'website': 'https://www.pairwise.vote/'}, 'reviewer': {'userFID': '11596', 'ethAddress': '0xa565ea02caef7d1b6b5b919f3fcf829647ed50dd'}, 'context': {'ecosystems': [{'name': 'Optimism', 'tags': [{'category': 'Governance', 'subcategory': 'Infra & Tooling', 'round': 'RF6'}]}], 'userInterface': 'Impact Garden'}, 'contributions': [{'name': 'Pairwise', 'description': 'Pairwise', 'website': 'https://www.pairwise.vote/'}], 'impactAttestations': [{'name': 'Likely to Recommend', 'type': 'numeric', 'value': 4}, {'name': 'Feeling if didnt exist', 'type': 'numeric', 'value': 1}, {'name': 'Governance Knowledge', 'type': 'numeric', 'value': ''}, {'name': 'Useful for Understanding', 'type': 'numeric', 'value': ''}, {'name': 'Effective for Improvements', 'type': 'numeric', 'value': ''}, {'name': 'Why Effective for Improvements', 'type': 'string', 'value': ''}, {'name': 'Text Review', 'type': 'string', 'value': ""I used this tool for R5 and while the experience was smooth, it wasn't very useful when determining the distribution for the projects and I ended up using the manual option with a diff distribution. ""}]}"
805,2024-10-27 16:19:43,0xbb1e4aadda991e93d4ba4630582f222b2c57c0b0d729e29247cf2a3873936808,Tribuni Telegram Bot,0xbb1e4aadda991e93d4ba4630582f222b2c57c0b0d729e29247cf2a3873936808,Tribuni Telegram Bot,launamu,11596,True,True,"{'Top 100 Delegate', 'Citizen'}",,10.0,3.0,True,0x28217bd1a6bbfd619a38e8edbe60a7615bf8377fba1908c510927c513aef92e0,0x7484aABFef9f39464F332e632047983b67571C0a,0xEdD95782d13902Ae535332b5D233041E47aD69E6,0x00857080059ebdd4f252fc921094498fc4025959df7d48785482790385b0e6f3,https://gateway.pinata.cloud/ipfs/QmRaJyW4dcFHt42tF4j6E1hJ7PzUr1X1oiwyUCg5R7XpXr,"{'id': 1789, 'project': {'name': 'Tribuni Telegram Bot', 'description': ""Delegates are the cornerstone of Optimism's governance system. Active and well-informed delegates lead to resilient and sound governance. However, delegates need to process a lot of information, and often find it challenging to stay up-to-date. We are humans after all.\\n\\nTo help delegates stay active and well-informed, my team launched Tribuni - a free telegram mini-app built for delegates. Tribuni sends you quality AI proposal summaries, vote reminders and OP forum activity digest via Telegram. Delegates never miss a vote or an important discussion in OP ecosystem as long as they're on Telegram.\\n\\nAs of Sep 2024, Tribuni supports people managing 28 OP delegate profiles with ~28M vote power combined. Tribuni has become an indispensable part of their delegate workflow. "", 'website': 'https://tribuni.vercel.app/'}, 'reviewer': {'userFID': '11596', 'ethAddress': '0xa565ea02caef7d1b6b5b919f3fcf829647ed50dd'}, 'context': {'ecosystems': [{'name': 'Optimism', 'tags': [{'category': 'Governance', 'subcategory': 'Infra & Tooling', 'round': 'RF6'}]}], 'userInterface': 'Impact Garden'}, 'contributions': [{'name': 'Tribuni Telegram Bot', 'description': 'Tribuni Telegram Bot', 'website': 'https://tribuni.vercel.app/'}], 'impactAttestations': [{'name': 'Likely to Recommend', 'type': 'numeric', 'value': 10}, {'name': 'Feeling if didnt exist', 'type': 'numeric', 'value': 3}, {'name': 'Governance Knowledge', 'type': 'numeric', 'value': ''}, {'name': 'Useful for Understanding', 'type': 'numeric', 'value': ''}, {'name': 'Effective for Improvements', 'type': 'numeric', 'value': ''}, {'name': 'Why Effective for Improvements', 'type': 'string', 'value': ''}, {'name': 'Text Review', 'type': 'string', 'value': ""I use Tribuni to learn about the upcoming votes as a delegate,  it's been instrumental in not missing votes for me. ""}]}"
862,2024-10-27 16:19:11,0x6aa80764b6082947c3b2de86fe12804eb475b0afb719de50b9eed60b86f20535,Gitcoin,0x6aa80764b6082947c3b2de86fe12804eb475b0afb719de50b9eed60b86f20535,Gitcoin,dcbuilder,4293,True,False,{'Citizen'},,10.0,3.0,True,0xf2b697de3208759b516a4ed9edcbcc3182b438f86bb1ef495ec7f4d345fe7e1b,0x7484aABFef9f39464F332e632047983b67571C0a,0x00De4B13153673BCAE2616b67bf822500d325Fc3,0x0a561d6a82243e08e04cba89d1ac246887806bc14a28f6f7a219b387183e2796,https://gateway.pinata.cloud/ipfs/QmNybYkKQtum4rTPkKdHscAiZX8t6cNgvMN9GzTxJ9mRYx,"{'id': 1933, 'project': {'name': 'Gitcoin', 'description': 'Since 2017, Gitcoin has been building tools that enable communities to build, fund and protect what matters to them.  We envision a world shaped by community-led positive change.', 'website': ''}, 'reviewer': {'userFID': 4293, 'ethAddress': '0x642c7f7040c656d633a9267284b338ff41051541'}, 'context': {'ecosystems': [{'name': 'Optimism', 'tags': [{'category': 'Governance', 'subcategory': 'Infra & Tooling', 'round': 'RF6'}]}], 'userInterface': 'Impact Garden'}, 'contributions': [{'name': 'Gitcoin', 'description': 'Gitcoin', 'website': ''}], 'impactAttestations': [{'name': 'Likely to Recommend', 'type': 'numeric', 'value': 10}, {'name': 'Feeling if didnt exist', 'type': 'numeric', 'value': 3}, {'name': 'Governance Knowledge', 'type': 'numeric', 'value': ''}, {'name': 'Useful for Understanding', 'type': 'numeric', 'value': ''}, {'name': 'Effective for Improvements', 'type': 'numeric', 'value': ''}, {'name': 'Why Effective for Improvements', 'type': 'string', 'value': ''}, {'name': 'Text Review', 'type': 'string', 'value': ''}]}"
836,2024-10-27 16:18:47,0xf7248ad55667beaa6babe4700b52f5c868f60bdcb0e552f31369f78a22c7f1a6,Ethereum Attestation Service (EAS),0xa88844cea135382e3484e39c3172033437121b35ca0bc8b10b9b8253984876b5,Ethereum Attestation Service (EAS),dcbuilder,4293,True,False,{'Citizen'},,10.0,3.0,True,0xa3f879b4b982932590ae5680386737832a9a378b384b1345cbbfc1082410f968,0x7484aABFef9f39464F332e632047983b67571C0a,0x3e95B8E249c4536FE1db2E4ce5476010767C0A05,0x9421ca676319001aa266d5c24626f2c4a8e7cfd07e58c0140524d0ee82609bac,https://gateway.pinata.cloud/ipfs/QmdG1cJm4EF6J67PRrzRvXVQ9432wDjGrgy7qJ23FVM9Pq,"{'id': 2146, 'project': {'name': 'Ethereum Attestation Service (EAS)', 'description': 'EAS is an infrastructure public good for making attestations onchain or offchain about anything. Attestations are digital signatures on structured pieces of data used to build more trust online and onchain. Over 800k+ attestations have been made in the Superchain from nearly 14k+ unique attesters.', 'website': ''}, 'reviewer': {'userFID': 4293, 'ethAddress': '0x642c7f7040c656d633a9267284b338ff41051541'}, 'context': {'ecosystems': [{'name': 'Optimism', 'tags': [{'category': 'Governance', 'subcategory': 'Infra & Tooling', 'round': 'RF6'}]}], 'userInterface': 'Impact Garden'}, 'contributions': [{'name': 'Ethereum Attestation Service (EAS)', 'description': 'Ethereum Attestation Service', 'website': ''}], 'impactAttestations': [{'name': 'Likely to Recommend', 'type': 'numeric', 'value': 10}, {'name': 'Feeling if didnt exist', 'type': 'numeric', 'value': 3}, {'name': 'Governance Knowledge', 'type': 'numeric', 'value': ''}, {'name': 'Useful for Understanding', 'type': 'numeric', 'value': ''}, {'name': 'Effective for Improvements', 'type': 'numeric', 'value': ''}, {'name': 'Why Effective for Improvements', 'type': 'string', 'value': ''}, {'name': 'Text Review', 'type': 'string', 'value': ''}]}"
863,2024-10-27 16:18:23,0xf718cb944a663318db4e425bfb8aeed45b3718e6cf9f665d17962e9d2cb71ef5,OP Passport,0xf718cb944a663318db4e425bfb8aeed45b3718e6cf9f665d17962e9d2cb71ef5,OP Passport,launamu,11596,True,True,"{'Top 100 Delegate', 'Citizen'}",,4.0,1.0,True,0xfb3b6f3ced05253bfa4c528ff755d7a04d0a5474d1202893ebf22da5185bc53a,0x7484aABFef9f39464F332e632047983b67571C0a,0x07Fda67513EC0897866098a11dC3858089D4A505,0xfda44b77d881a2c02dee8a5ab2e83f5a13ec91fc1fff667d242844f98984d0f2,https://gateway.pinata.cloud/ipfs/QmRECrJ9ZQfnLxwfdUQMoM5p24d7WCEEzPuGzAgYdhH4bS,"{'id': 2032, 'project': {'name': 'OP Passport', 'description': 'OP Passport is a tool that provides users with an on-chain identity to track and showcase their governance participation within the Optimism Collective. In decentralized governance, it can be difficult to verify contributions, voting history, and achievements in a transparent and secure way.\n\nOP Passport addresses this challenge by serving as a digital identity that securely stores  your governance activities achievements through on-chain attestations in your smart wallet. It allows participants to demonstrate their active involvement in governance, making it easier for the community to recognize valuable contributors. The platform also enables on-chain endorsements, both public and anonymous, further enhancing transparency and accountability within the governance process.', 'website': 'https://www.oppassport.xyz/'}, 'reviewer': {'userFID': '11596', 'ethAddress': '0xa565ea02caef7d1b6b5b919f3fcf829647ed50dd'}, 'context': {'ecosystems': [{'name': 'Optimism', 'tags': [{'category': 'Governance', 'subcategory': 'Infra & Tooling', 'round': 'RF6'}]}], 'userInterface': 'Impact Garden'}, 'contributions': [{'name': 'OP Passport', 'description': 'OP Passport', 'website': 'https://www.oppassport.xyz/'}], 'impactAttestations': [{'name': 'Likely to Recommend', 'type': 'numeric', 'value': 4}, {'name': 'Feeling if didnt exist', 'type': 'numeric', 'value': 1}, {'name': 'Governance Knowledge', 'type': 'numeric', 'value': ''}, {'name': 'Useful for Understanding', 'type': 'numeric', 'value': ''}, {'name': 'Effective for Improvements', 'type': 'numeric', 'value': ''}, {'name': 'Why Effective for Improvements', 'type': 'string', 'value': ''}, {'name': 'Text Review', 'type': 'string', 'value': ""I used it once to try it out but never found the need to use it again. For me it wasn't solving any problem or need I had. ""}]}"
834,2024-10-27 16:18:03,0x6ceb5c34712b46e7680bb49f1c55a5054b23bc146e944079585343bd619745ea,EthStaker,0x6ceb5c34712b46e7680bb49f1c55a5054b23bc146e944079585343bd619745ea,,dcbuilder,4293,True,False,{'Citizen'},,10.0,3.0,False,0x9289b82b59c68ac6b5ac635f9707ea51bd7e8fad7c3a67822358369ef6fa9ef5,0x7484aABFef9f39464F332e632047983b67571C0a,0xe18c444E82dDac4046a55355d97241eC59c7184C,0xd7ca34c2adcbad30140ae875be09dac2ebeb32715748f17f4ed37bccd213ac8e,https://gateway.pinata.cloud/ipfs/QmVv1MgqcpwCbb6ayh5nkpkaZnhYiMyUR6vVnDY2GWy8sC,"{'id': 2019, 'project': {'name': 'EthStaker', 'description': 'EthStaker is a group of advocates representing all solo stakers to maximize the decentralization and resilience of Ethereum. EthStaker provides technical support to users and gives grants companies and individuals to better the health of Ethereum.', 'website': 'ethstaker.cc'}, 'reviewer': {'userFID': 4293, 'ethAddress': '0x642c7f7040c656d633a9267284b338ff41051541'}, 'context': {'ecosystems': [{'name': 'Optimism', 'tags': [{'category': 'Governance', 'subcategory': 'Infra & Tooling', 'round': 'RF6'}]}], 'userInterface': 'Impact Garden'}, 'contributions': [{'name': 'EthStaker', 'description': 'EthStaker', 'website': 'ethstaker.cc'}], 'impactAttestations': [{'name': 'Likely to Recommend', 'type': 'numeric', 'value': 10}, {'name': 'Feeling if didnt exist', 'type': 'numeric', 'value': 3}, {'name': 'Governance Knowledge', 'type': 'numeric', 'value': ''}, {'name': 'Useful for Understanding', 'type': 'numeric', 'value': ''}, {'name': 'Effective for Improvements', 'type': 'numeric', 'value': ''}, {'name': 'Why Effective for Improvements', 'type': 'string', 'value': ''}, {'name': 'Text Review', 'type': 'string', 'value': ''}]}"
858,2024-10-27 16:17:51,0x8d1971ff2cf36055f986399fc91bff2d3bf815d2cff4f169f154fc70035fc193,ETH Daily,0x8d1971ff2cf36055f986399fc91bff2d3bf815d2cff4f169f154fc70035fc193,,dcbuilder,4293,True,False,{'Citizen'},,8.0,3.0,False,0xe7d1fd6c0a894c85ed6619d5fd7ec43beea597374e170a37903a7df05063d667,0x7484aABFef9f39464F332e632047983b67571C0a,0xEB40A065854bd90126A4E697aeA0976BA51b2eE7,0xcce5500b020a4efe92eed7cec0e465f75a651f8fd6098b5adf5d0a01204f01c9,https://gateway.pinata.cloud/ipfs/QmRUKvucBxVU4dc8LEnMN1UAXVsXBvH6fj9HAyZcDF4dQs,"{'id': 2126, 'project': {'name': 'ETH Daily', 'description': 'ETH Daily is an Ethereum news aggregator. It covers the latest on Ethereum and the Layer 2 rollup ecosystem, like the Superchain. ETH Daily has delivered over 500 news briefings in audio and text form, now available onchain with Pods on Base.', 'website': 'https://pods.media/ethdaily'}, 'reviewer': {'userFID': 4293, 'ethAddress': '0x642c7f7040c656d633a9267284b338ff41051541'}, 'context': {'ecosystems': [{'name': 'Optimism', 'tags': [{'category': 'Governance', 'subcategory': 'Infra & Tooling', 'round': 'RF6'}]}], 'userInterface': 'Impact Garden'}, 'contributions': [{'name': 'ETH Daily', 'description': 'ETH Daily', 'website': 'https://pods.media/ethdaily'}], 'impactAttestations': [{'name': 'Likely to Recommend', 'type': 'numeric', 'value': 8}, {'name': 'Feeling if didnt exist', 'type': 'numeric', 'value': 3}, {'name': 'Governance Knowledge', 'type': 'numeric', 'value': ''}, {'name': 'Useful for Understanding', 'type': 'numeric', 'value': ''}, {'name': 'Effective for Improvements', 'type': 'numeric', 'value': ''}, {'name': 'Why Effective for Improvements', 'type': 'string', 'value': ''}, {'name': 'Text Review', 'type': 'string', 'value': ''}]}"
802,2024-10-27 16:17:23,0x8baac027df9c78c3dbda664c8f0190391e6b4bdabf240da9ccc4f0837933d8f2,Metrics Garden Labs,0x7753d360506e1d538e9a4720677595b2b811b3a3e74b81bd54c52ddfaaf51537,Impact Evaluation Framework + Metrics Garden Database,dcbuilder,4293,True,False,{'Citizen'},,10.0,3.0,True,0x1a7dfe233655851286ec3f3e1c636cb68910f34969971f90a068de28a08050fb,0x7484aABFef9f39464F332e632047983b67571C0a,0x40a0D0a2e36FBECc22447Db34C997aF3b336c7B4,0x28415244574191f56aae9b13bf81d37ca40bc7db2b0201903d60f280330e2653,https://gateway.pinata.cloud/ipfs/QmdafsXRSUsKGRcA3yBCfujR9heaiMXkQR4GPjJaef7U3v,"{'id': 1782, 'project': {'name': 'Metrics Garden Labs', 'description': ""We're an Impact Studio focused in advancing Impact Assessment in the web3 space through research, experiments, and mechanism design. "", 'website': 'https://www.metricsgarden.xyz'}, 'reviewer': {'userFID': 4293, 'ethAddress': '0x642c7f7040c656d633a9267284b338ff41051541'}, 'context': {'ecosystems': [{'name': 'Optimism', 'tags': [{'category': 'Governance', 'subcategory': 'Infra & Tooling', 'round': 'RF6'}]}], 'userInterface': 'Impact Garden'}, 'contributions': [{'name': 'Metrics Garden Labs', 'description': 'Impact Garden', 'website': 'https://www.metricsgarden.xyz'}], 'impactAttestations': [{'name': 'Likely to Recommend', 'type': 'numeric', 'value': 10}, {'name': 'Feeling if didnt exist', 'type': 'numeric', 'value': 3}, {'name': 'Governance Knowledge', 'type': 'numeric', 'value': ''}, {'name': 'Useful for Understanding', 'type': 'numeric', 'value': ''}, {'name': 'Effective for Improvements', 'type': 'numeric', 'value': ''}, {'name': 'Why Effective for Improvements', 'type': 'string', 'value': ''}, {'name': 'Text Review', 'type': 'string', 'value': ''}]}"
859,2024-10-27 16:17:11,0xd4d64a473140c3ce516878d6c5e6883a077c5598220383ce6294c9ee0b855133,Cantina.xyz - Security Audit for OP Cycle 19,0xd4d64a473140c3ce516878d6c5e6883a077c5598220383ce6294c9ee0b855133,Cantina.xyz - Security Audit for OP Cycle 19,dcbuilder,4293,True,False,{'Citizen'},,10.0,3.0,True,0xe7e412dbea98229b10d07968f35b13c6a039049a71b45afabfc3f25d884d9175,0x7484aABFef9f39464F332e632047983b67571C0a,0x841C11b14c428dd591093348B8Afa2652C863988,0x0f3235094b4c68b8fa71e1f63d4bd8260d5ecda0d4db9361e5593b45685c35e9,https://gateway.pinata.cloud/ipfs/QmWcQcFX5PheJWZjxU54FNt2qtKzxcXNK9pRaTa6A8Kix5,"{'id': 2213, 'project': {'name': 'Cantina.xyz - Security Audit for OP Cycle 19', 'description': 'Cantina.xyz is a marketplace incubated by Spearbit Labs, uniting over 100 seasoned security professionals and teams. We offer comprehensive code review and audit services to web3 clients to strengthen the blockchain ecosystem. We focus on delivering high-quality security audits, continuous monitoring, advisory services, and incident response, ensuring that smart contracts and systems are fully secured before deployment.\n\nWe have a proven track record in Optimism, having successfully performed multiple audits, including those for Optimism Cycle 19. Our services align with Optimism’s objectives by providing critical, top-tier security audits and incident response solutions.\n\nA full list of our audits and engagements can be found on our GitHub (https://github.com/spearbit/portfolio) and our website (https://cantina.xyz/welcome), including the Optimism Cycle 19 audit.', 'website': 'https://cantina.xyz/'}, 'reviewer': {'userFID': 4293, 'ethAddress': '0x642c7f7040c656d633a9267284b338ff41051541'}, 'context': {'ecosystems': [{'name': 'Optimism', 'tags': [{'category': 'Governance', 'subcategory': 'Infra & Tooling', 'round': 'RF6'}]}], 'userInterface': 'Impact Garden'}, 'contributions': [{'name': 'Cantina.xyz - Security Audit for OP Cycle 19', 'description': 'Cantina.xyz - Security Audit for OP Cycle 19', 'website': 'https://cantina.xyz/'}], 'impactAttestations': [{'name': 'Likely to Recommend', 'type': 'numeric', 'value': 10}, {'name': 'Feeling if didnt exist', 'type': 'numeric', 'value': 3}, {'name': 'Governance Knowledge', 'type': 'numeric', 'value': ''}, {'name': 'Useful for Understanding', 'type': 'numeric', 'value': ''}, {'name': 'Effective for Improvements', 'type': 'numeric', 'value': ''}, {'name': 'Why Effective for Improvements', 'type': 'string', 'value': ''}, {'name': 'Text Review', 'type': 'string', 'value': ''}]}"
