ID,Project Name,GitHub URL
d2ca6872-0dc0-4df7-8293-46ec11f6faab,Asia-SPWG,https://github.com/Asia-SPWG/retroPGF
d166b8fe-b505-4686-902b-c7b87ce71b87,FilPunks,https://github.com/FilPunks/retroPGF
940de67a-f153-4633-8193-27952a1ac9e3,Ancients Research,https://github.com/Ancients-Research/retroPGF
2e56ed6a-3bed-4332-b91c-4d42dea1d332,Curio APT Repository (Filecoin APT),https://github.com/filecoin-project/apt
ab06b3a2-2adf-4646-bd61-083707ea5dbd,Filecoin Data Portal,https://github.com/davidgasquez/filecoin-data-portal
e728ac44-f9fc-4d7b-b8a6-39ad50c75802,SealGuard,https://github.com/Fmsticks2/SealGuard
99448aa8-08fc-4ada-afce-ff05457fe5b8,Axelar Network,https://github.com/axelarnetwork/axelar-contract-deployments
8c95867e-3aeb-4dc4-b8bc-1d448b9317ad,Boxo and Kubo,https://github.com/ipfs/boxo
7a4f6567-20bf-4ae0-a918-b79ab5ce1758,Multichain Storage,https://github.com/filswan/multi-chain-storage
d165ce6a-7864-43ae-9b5b-0a33ce8e48b1,DevTTY Filecoin Mainnet Bootstrap Nodes,https://github.com/magik6k/lotus-bootstrap-devtty
8f034a68-515e-4c03-b2e6-2f8269115cd3,Curio Storage,https://github.com/filecoin-project/curio
2ac959e8-673b-4a20-a94e-907c4c3e74c9,Curio Smart Cordon & Restart System,https://github.com/filecoin-project/curio
339010d4-e4eb-4e70-ae73-b895740cedce,Guide To Filecoin - Easing the Transition to Filecoin.,https://github.com/KenCloud-Tech/kenlabs-education
8b69af4a-8d42-495e-8d0a-08a0cf9fa1ff,CalibrationNet Stability Project,https://github.com/Reiers/The-CalibrationNet-Stability-Project
62ab931a-d667-41c4-a9f6-0dd33986675b,Chain.Love,https://github.com/glifio/filecoin-iac
a6b88855-f0f2-45d0-abe3-a5da9c282564,Filecoin Deal Tool - Droplet,https://github.com/ipfs-force-community/droplet
5c01c7c2-4c6c-4a05-b3db-c952e2726abe,Boost,https://github.com/filecoin-project/boost
afba8b0b-538e-4095-95cc-dc21d830274a,Filecoin Address Drainer,https://github.com/Reiers/filecoin-drainer
f744cff9-446b-44be-80a4-cdad54cd6ae9,The Epoch Clock,https://github.com/Reiers/epochclock
2747e810-1c8a-42dd-9124-ff5f4fa5e6e2,witnesschain,https://github.com/Hany-Almnaem/witnesschain
868aaecc-bcd6-4753-bef3-6d45b923aabf,WarmWeb,https://github.com/warmweb/warmweb-upload-dapp-try2
83c9ac2a-38c6-44d9-89f0-7882d806b65e,Filecoin Slack Community Admin,https://github.com/Reiers/filecoin-slack-admin-program
ce89d759-3602-4ca3-92d1-1c109f96d815,Eastore,https://github.com/Eastore-project/fildeal
1407a021-8b89-40ff-bc7b-de04d960b946,Filecoin Community Service -VenusHub,https://github.com/ipfs-force-community/venus-hub
f16c41b8-9b64-4cd2-a02a-02e3effc751e,Filscan Explorer,https://github.com/ipfs-force-community/filscan-frontend
f4976f77-f232-49d3-b605-cfe78eefd10c,Filliquid,https://github.com/FILL-Lab/FILL
9ef5342a-8500-41b3-9423-2d05e93c027e,Filecoin Client Implementation - Venus,https://github.com/filecoin-project/venus
163ab215-74db-458f-bb91-95d950e28d4b,Filecoin FIPs Tracker,https://github.com/ipfs-force-community/janus
7bd72c4a-542f-4232-8917-e13aebbe73c6,Root Key Holder management portal,https://github.com/fidlabs/rkh-frontend
c9778ce6-1da9-401b-bdd2-2d1e51330ebe,libp2p Community Architecting and Infra Management,https://github.com/libp2p/libp2p
1f64b8a1-bdbe-4068-8711-603b6624fb58,Forest,https://github.com/ChainSafe/forest
aa897945-b83f-4d99-80a7-e822d18756f5,GainForest: The world’s first community-owned data commons for nature impact,https://github.com/GainForest/ecocertain
3c4ddafc-9700-4415-a1cc-28427437d222,IPFS Public Utilities,https://github.com/ipshipyard/waterworks-community
37719aa9-51b2-4ae4-8865-12488f0a623c,go-libp2p,https://github.com/libp2p/go-libp2p
761584d7-5376-47a0-bf1f-98fe35da3317,Forest Archive,https://github.com/ChainSafe/forest
52fb7f13-1706-4551-b5be-b6cb16eed052,Filecoin Community Services,https://github.com/ChainSafe/filecoin-community-services
86b0976c-3f9f-4d1a-977d-2963c89c23b4,filsnap,https://github.com/filecoin-project/filsnap
1104a741-807e-4508-a12f-9e29b40dfac0,iso-filecoin,https://github.com/hugomrdias/filecoin
534e0e33-cc50-4869-839b-b7995de479a7,Filecoin Orbit Uganda ,https://github.com/ahimbisibwebrian/Orbit-Community-Uganda-
4499d1d8-a659-41f0-a8ee-845813d3c316,Blockscout Open Source Filecoin Explorer,https://github.com/blockscout/blockscout
b7f84da2-da41-462f-9676-8b61be3d087e,Meet with Huddle01,https://github.com/Ramitphi/Huddle01
5833634b-d194-41bc-ad77-f2707e3c704f,IPFS及Filecoin价值资讯传递（南山居士Hill）,https://github.com/Hill168/filecoinhill
d6e2c8bd-98f7-418e-8151-7a8a30e57f67,NanoDC Project,https://github.com/filsogoood/NanodcProject
d4754591-e080-4a32-be54-3e8008dd0043,Filecoin BigQuery Data Repository,https://github.com/starboard-ventures/sync_lily_to_bigquery
40a6feb3-d63d-4370-a933-f9230cc9afcd,Forest Explorer,https://github.com/ChainSafe/forest-explorer
a2097341-9681-4d04-9165-8a5a5006e1cb,FIP 100 Research & Development,https://github.com/CELtd/cel
7a4b461f-b620-4964-a326-0166e067137a,FIL RetroPGF Data Analysis & Round Modeling,https://github.com/fil-retropgf/rpgf3
392b614d-683f-44a6-a7c5-020ce1c2dcbe,Filosign,https://github.com/filosign-dapp/core
80c92010-ca1d-4b17-ac1d-8bb3d998b750,Open Source Observer (OSO),https://github.com/opensource-observer/oso
28288464-b209-4206-84ac-d3d47b340169,Spacescope: API service for the Filecoin ecosystem,https://github.com/Spacescope/meta-task
306102d4-d22a-41e2-b31e-af28c6dcd136,Lily: blockchain data extraction for Filecoin,https://github.com/filecoin-project/lily
60851f21-e8c3-4622-9f27-d0b1578a35fa,Storacha-Solana-SDK,https://github.com/seetadev/Storacha-Solana-SDK
7a2776ec-ce9a-4654-bec4-fcfd5d8417ba,FilOz – Advancing the Filecoin Protocol,https://github.com/FilOzone/retropgf-drips
160e0cbc-91cc-4dcd-b720-c3a13183cacf,Fil Implementers WG - Cross-Client Coordination and Governance,https://github.com/FilOzone/FIL-Implemeter-WG
8d43236b-7b9a-4559-b9e2-d9c1e6613df4,"Lotus, Builtin Actors, and ref-FVM - Core Filecoin Protocol Implementations",https://github.com/FilOzone/lotus-drips
918dcaeb-7b42-4ebf-90af-d292d3e46833,MYRAD,https://github.com/ArgyPorgy/MYrAD
cb5ef3e5-c93b-45d3-8c9a-b38a9a8dc3e6,"Oku.trade - Filecoin’s premier DeFi aggregator for deep liquidity, LP management and cross-chain interoperability - 0% fee swaps & bridges.",https://github.com/oku-trade/uniswap-sdks
36873163-7b77-4e7b-a2f5-dfd375d61a3a,Filecoin Spark,https://github.com/CheckerNetwork/spark
d6a289df-2b58-4717-9a6d-f9f95a6e6255,"Filecoin Onchain Cloud (FOC) - Verifiable Storage, Retrieval, and Payments",https://github.com/FilOzone/retropgf-drips
b967b145-6917-4800-9a29-c9f54746ad0f,FIP Editors - Filecoin Improvement Proposal Governance,https://github.com/filecoin-project/FIPs
c34c108f-0df0-4ade-9245-6e1bfa0570e6,MechaFIL-JAX,https://github.com/CELtd/mechafil-jax
6f19ece8-826e-42a8-baaa-7ad7c2cdf85a,万佳社区,https://github.com/pp1314car/Wanjia-Storage
3ce6595a-fd17-4f39-b951-ed02fb3dc865,drand - the distributed randomness beacon project powering the League of Entropy and Filecoin Leader Election,https://github.com/drand/drand
23cfaeef-a367-44a9-ad63-3e85a80a839d,py-libp2p: The Python libp2p Stack for Filecoin & IPFS,https://github.com/libp2p/py-libp2p
ac98c17b-6751-4b3b-b8b0-fe3d817c2ad8,IPFS Desktop and Companion,https://github.com/ipfs/ipfs-desktop
06b06e85-3bca-4636-b07c-d0b59e534357,PLDG Dashboard: Developer Analytics for the Protocol Labs Dev Guild,https://github.com/seetadev/pldg-dashboard
b1b92b46-5ce8-4098-83e3-7c3eb48ee114,Old Faithful,https://github.com/rpcpool/yellowstone-faithful
6e894c47-b5ce-4631-807c-d7f1e38b45d9,UCAN,https://github.com/ucan-wg/.github
3a9d5de6-444d-4fee-a7d0-ce640948848c,Filecoin Kenya Community,https://github.com/Wengi-web/Filecoin-Kenya-Community
30131037-cc18-45ff-9ed8-0991c1101373,JZFS - Building Data Hub-and-Spoke Model with Filecoin,https://github.com/GitDataAI/jzfs
53604d52-caf7-4775-800e-788da6f6eace,OrbitChina,https://github.com/irmago/OrbitChinaRPGF
a9a4e608-e6d5-46da-9963-4cd4ae35c372,Crossfi,https://github.com/crossfidao/crossfi
926a86f8-14ee-4839-9715-004b10816367,Silvi: IPFS-Powered Biodiversity Infrastructure,https://github.com/SilviProtocol/silvi
9332241c-1ecf-4bd3-9f86-d95318a56dcf,Curio Dashboard,https://github.com/web3tea/curio-dashboard
1855e0c8-6176-4492-9966-535738b38084,Cuview,https://github.com/strahe/cuview
4c103024-a6f6-4419-99ac-f73ae6280d84,FIL-B (FIL Builders) DX and Community,https://github.com/FIL-Builders/fil-frame
f5d89c28-94fc-4bbe-b761-daafdbb23836,Filecoin Beam,https://github.com/filbeam/funding
0b4979fd-39c8-451d-a993-11e65910c398,chainfee,https://github.com/beck-8/chainfee
32c9890d-111f-4652-92ae-4d538018f11c,Secured Finance ,https://github.com/Secured-Finance/stablecoin-contracts
744d619d-36dc-4fda-9389-8a0a2c1b1b1e,ND Labs,https://github.com/NDLABS-Leo/RPGF2---NDLabs
e0e6962b-0401-4da0-9dba-77a5e616b38f,Filecoin Nigeria,https://github.com/Filecoin-Nigeria/Education-Outreach
59c4afee-5d3c-4c21-9977-4d0b88406bd2,Cyberport Data Integration,https://github.com/NDLABS-Leo/RPGF3---Cyberport
2d1d635b-d63e-45ae-83a1-d5ebdac6b7b5,Lynx – Storage Provider Retrieval Analytics Platform,https://github.com/26dos/retropgf
95d06632-35cf-4c8a-883e-5b1dd865edbb,OneForm – SocialCap,https://github.com/WorldPeace1121/filrpgf
383211c9-7940-4f3a-a6b1-fb60a761560b,OpenEdStore Decentralized Educational Storage Platform,https://github.com/Filecoin-Nigeria/Education-Outreach
1aa8d1d9-4d73-43d8-93ee-2d833c95689d,MUSE,https://github.com/beaconlabs-io/muse
d35a6555-f564-4491-9670-5e77c2cfb6fe,OP Medicine – Filecoin-Powered Healthcare Infrastructure,https://github.com/aspiringsecurity/EMTTR
9a7fb291-1c0a-48fc-9e38-756139545663,Keypo,https://github.com/decentralized-storage/keypo-sdk-v2
d2e69d18-cb8d-4b23-bd61-7829ec390bcd,ETH-FIL swap,https://github.com/seetadev/ETH-FIL-SWAP
a26a233e-c9df-4729-8cf4-526b2ae3a197,FileScope AI: Blockchain-Powered Dataset Analysis Platform,https://github.com/Filecoin-Nigeria/Education-Outreach
e6cc730e-b8dd-40f3-933a-3b196bd89018,CIDgravity Filecoin Gateway,https://github.com/CIDgravity/gw
04075bb8-3220-4e24-85fe-91595b81548c,CIDgravity Nextcloud App,https://github.com/CIDgravity/nextcloud-cidgravity-app
54092e46-ee6a-4098-86f5-daba1886e095,Helia,https://github.com/ipfs/helia
2b37d2df-098e-4212-bdd5-417c0682e942,Filecoin Orbit Bootcamp Africa,https://github.com/Filecoin-Africa/Education-Outreach-Repository
521f797a-7ab4-4ed8-8290-edd8abfbc5b6,ETHAccra,https://github.com/ETHAccra/FIL-RetroPGF
eb0b4bda-6a6a-47cd-b6b2-41d0b84a49c8,Drips,https://github.com/drips-network/app
aa53d874-e22f-4bac-a4d7-719307a223ca,ETHNigeria  (BuiDL Africa – Empowering Web3 Adoption),https://github.com/Filecoin-Nigeria/Education-Outreach
89eca73c-842a-4f72-86dd-077ab7702669,Eth Transport – Decentralized Civic Infrastructure on Filecoin,https://github.com/aspiringsecurity/EthTransport
e2b9ca9f-265d-40bd-9422-38bfcbae3a8b,FIL LAGOS,https://github.com/Filecoin-Nigeria/Education-Outreach
