uuid,charmverseId,agoraProjectRefUID,id,recipient,time,name,status,profile_name,profile_url,metadata_name,metadata_website,project_type,category,address_type,address,chain_id,chain,flag_multiple_projects_same_profile,flag_creator_no_address,flag_app_missing_contract,flag_channel_no_channel,flag_charmverse_in_name,flag_creator_address_conflict,count_flags,has_flag
8a175e5b-0c5c-49e4-ba8b-87ab6d713367,8a175e5b-0c5c-49e4-ba8b-87ab6d713367,0x12a9eb5ab5bef3d7ae4e663025c3765b1a1a7dc7df6ae047e0b926ce9823fff8,0x95a39de3420f5e6a7c2b9b38f37f6ec48cf1d53bbe321f101358b8029a4e5a0a,0xD9bFBC709DA3e481E469AF815265fBD1BC4ae31f,1724762013,50MM Collective,approved,raven50mm,https://warpcast.com/raven50mm,50MM Collective,https://linktr.ee/raven50mm,Creator,Other Media NFTs,mintingWallet,0x4b4324bcc6db9380abbbbd20b24a16c11fb5b38a,,All Superchain,False,False,False,False,False,False,0,0
8391b671-aa86-4ab6-a7bf-110b54acf85d,8391b671-aa86-4ab6-a7bf-110b54acf85d,0x36c571e86dd1bfa6664f558ad9964abf1d61e4cb6c9e6a8a9e7fc16649dc1963,0xfa2c16628be9d4427125760c7400f902f8b6214f625550913ae069de4259ec58,0x381CC779761212344f8400373a994d29E17522c6,1724768899,7GRAMZ,pending,xtinct,https://warpcast.com/xtinct,7GRAMZ,https://zora.co/collect/base:0x64057cd74b91db426a1844604e9c49845ce08959/1,Creator,Other Media NFTs,mintingWallet,0x381cc779761212344f8400373a994d29e17522c6,,All Superchain,False,False,False,False,False,False,0,0
db558506-0677-48ed-a096-50346b652dd5,db558506-0677-48ed-a096-50346b652dd5,0x42df65ae031833bccecd94f179666c924fa0881d44ebff5c1a80eb1c5400dd89,0x5c4c98b7c8512498dce82785480171aa43d8083e6f99cda04a3c6b8960328f09,0xdE3975723d5dE76070Ca2169aB8716e48b3B4b81,1724722961,8~bît NWSTNDS,pending,trevortraynor,https://warpcast.com/trevortraynor,8~bît NWSTNDS,https://newsstands.xyz/,Creator,Art NFTs,mintingWallet,0x164c3df08784171e0c4b61b7682263371f1eeb74,,All Superchain,False,False,False,False,False,False,0,0
328d1b4d-8531-46e3-8783-b01afb4df460,328d1b4d-8531-46e3-8783-b01afb4df460,0x3e662931155df6d4df0c716d9f13ee15eb418d55f8f3e98c89337cfea91bb5c2,0x3446e77d0ae24d28fe5ef76bdcf07226ad9910f8e567dbfa951d9a9dfe113553,0x776aBd4A6Cf0C7d49b545AA7FAaF4B0B4F0bfA70,1726773959,AA Art,pending,aaeth,https://warpcast.com/aaeth,AA Art,www.charmverse.io,Creator,Art Marketplace,mintingWallet,0x5f9e809791af4138c50192ede966e86f579cba2c,,All Superchain,False,False,True,False,False,False,1,1
78dd33ce-3031-4ce0-9834-bd1afd0660bc,78dd33ce-3031-4ce0-9834-bd1afd0660bc,,0xfdbf71818035ecce287ed0105d4ba8958f2a728daea6d591cd8cfa74ea521a43,0x0000000000000000000000000000000000000000,1724724745,Aave,approved,kawz,https://warpcast.com/kawz,Aave,https://app.aave.com/,Other Application,Lending,N/A,,,,True,False,True,False,False,False,2,1
50d39707-8348-45a0-8c8b-62b1502f5d38,50d39707-8348-45a0-8c8b-62b1502f5d38,0xacec4d001ccd4744fbefde1e9986a933a63ce277e0044f4cd27c2b01382e8764,0x024c706878b58b4e992b0d85e48c27e6cd9264bd1350e128c28b81676c5f726a,0x71306dbdCD14b1770CeEC15dE46bB9E9c1f61022,1724766787,AAWH,pending,cosmicbagelsart,https://warpcast.com/cosmicbagelsart,AAWH,https://linktr.ee/aawh.art?fbclid=PAZXh0bgNhZW0CMTEAAaZGiy3vQ7IAItaG4kkggPyeVhStQXbO3QLN1tB4gq28DKwrTChrbB_-5RA_aem_iVZajGJujh1s7mI3cMgn8Q,Creator,Art Marketplace,mintingWallet,0x4625ba2b59336cf499907e46c22e60a38d9202e0,,All Superchain,False,False,True,False,False,False,1,1
e9d828f3-4dce-4805-a40f-f9e49f78368a,e9d828f3-4dce-4805-a40f-f9e49f78368a,0xf7bbe9bdd55e2c01665d378ea1fc651f9f291ebbe1f203379846ab8a466d719b,0xe6fc7bc05f1cb9184a437a468ecfda00cdd7b09e9d0901d0376a0b7bb47304ec,0x6826Ba168776251688D4E3a6C4AC430CF4F185A8,1725055589,Abandon ,pending,farazelahian,https://warpcast.com/farazelahian,Abandon ,Http://www.farazhaviballahian.art,Creator,Art NFTs,mintingWallet,0x6826ba168776251688d4e3a6c4ac430cf4f185a8,,All Superchain,False,False,False,False,False,False,0,0
4114f6da-f282-456e-9ed9-382632c1c2df,4114f6da-f282-456e-9ed9-382632c1c2df,,0x5a7cb06009e8923c4d3abeda891a0e87c9887f1b90460a8fcb06c6670112f1f8,0x57D2f26Fc927423cfcd0f41282CF1574E138208c,1724761649,Abdull rahman,pending,ssyaipurrahman,https://warpcast.com/ssyaipurrahman,Abdull rahman,https://charmverse.io/ssyapulrahman,Other Application,Other Media Marketplace,N/A,,,,False,False,True,False,False,False,1,1
0fabbd3f-fd11-45c1-8afc-a477269c06d8,0fabbd3f-fd11-45c1-8afc-a477269c06d8,0xa87aeff274b03157fa1ea9f34fb6321d48c528ca3fda8d6e0087993326ff1d93,0x64eb476fd537411519a718799ea764ac5bf2ab1b309fe5d2b38ec6ea46a7f978,0x39FbCFAfb35272936Aaea73c85A3231Cd50C9ebB,1724769661,Abisrungkad,pending,abisrungkad,https://warpcast.com/abisrungkad,Abisrungkad,https://abisrungkad.com,Other Application,Art Marketplace,N/A,,,,False,False,True,False,False,False,1,1
bcd66f25-3e2b-4d54-8d15-547363542936,bcd66f25-3e2b-4d54-8d15-547363542936,0x4140053e8fb4a2dd1017ab794cf6242cee78c664af8fad74d39744aa3b6e7708,0x2f8d891fd750000f4400e1ca96f29da239c2951484e4dedb9e767c6b57fd2d07,0x626E26f7C54A8f7b88215d32ccC8ad42E05eeb0B,1724766541,Academy,pending,metawavestudio,https://warpcast.com/metawavestudio,Academy,https://mentalwealthacademy.framer.website/,Creator,Community & Curation,contract,0x01e86534f550c62e0908ae5aea0c933a8a0875ec,8453.0,Base,False,False,False,False,False,False,0,0
f63c1b21-2a90-4fa8-a01e-342615ecfee9,f63c1b21-2a90-4fa8-a01e-342615ecfee9,0x028e2d916e18c8f4885d4c12ca5f560a679ec52f3a0d5e2341712690cc380c92,0x77843cae47d8dbf907526a8ffca65da4ad25cf0cb9a007f3c3a98d877e5b0334,0x0C8a1408B3EAB2E90C933da7b1d968D040515eeD,1725809263,AceTCG,pending,acetcg,https://warpcast.com/acetcg,AceTCG,https://acetcg.xyz/,Other Application,Gaming,N/A,,,,False,False,True,False,False,False,1,1
7d495e53-6a41-4743-b0bb-ce10f498d368,7d495e53-6a41-4743-b0bb-ce10f498d368,0x61227297dbbb5c606d77be159caa9d7fa2944d30a2a2280c9268d988aca60018,0xd1e2f68b0e69e9e8c64167a458b99566e2204e7eccf2103c80cac2ede53ef9aa,0xfFBe87856ebcA31143A59b88Db2726E773BE7194,1724724813,Adltix ,pending,syakira72,https://warpcast.com/syakira72,Adltix ,https://adltix.com ,Other Application,Other Media Marketplace,N/A,,,,False,False,True,False,False,False,1,1
5fc08a5c-5a84-414e-87fd-f43f9ba8a336,5fc08a5c-5a84-414e-87fd-f43f9ba8a336,,0x43e0d4a528a1467ecf0a40555417ebab70338d0cacc179184e110cd6e2c4a3ef,0x2eA49C863BE976ee9c10CB8EF382757E48F0b9e5,1724723955,Adventure Begins,approved,chompcoin,https://warpcast.com/chompcoin,Adventure Begins,https://magiceden.io/launchpad/base/adventure_begins,Creator,Art NFTs,mintingWallet,0x2ea49c863be976ee9c10cb8ef382757e48f0b9e5,,All Superchain,False,False,False,False,False,False,0,0
b4d81636-0080-49bd-8039-0721b3ea716c,b4d81636-0080-49bd-8039-0721b3ea716c,0xa5684453a8193ccdfee37d65fadf28e9db567d166496dc944b0bbf0b7bd9e9bc,0xb8056b25864b8ece66f9ab3421b7f527f86592cb534ac30472f59a97daadf5c8,0xc687f7c9BDfF8d40cF4f789FA105f7dCF0771d6a,1724724269,Aerodrome Finance,approved,aerodrome,https://warpcast.com/aerodrome,Aerodrome Finance,https://aerodrome.finance/,App,DEX,contract,0x940181a94a35a4569e4529a3cdfb74e38fd98631,8453.0,Base,False,False,False,False,False,False,0,0
a222b9e9-7a8f-4610-83cf-4804d15c5d3a,a222b9e9-7a8f-4610-83cf-4804d15c5d3a,0xf9e2f3c9c999577fb26f44cbfbcbfa6232ed9dbbeae1418b5b769ca85d892ff5,0xb8b7c9f36af3ebeb35cc3a7de457012014177ad6f2c8c5266e4d50be2ed879d0,0x47C322EC78fA2db2a9EfCE64D82B0d4Fb82f2945,1725073845,Afrik Arts,pending,jerryb,https://warpcast.com/jerryb,Afrik Arts,https://zora.co/@afrikiarts,Creator,Art NFTs,mintingWallet,0x8f87d1feefa305a453174982df870fa93ebe2175,,All Superchain,False,False,False,False,False,False,0,0
03e10979-bb21-4ba3-be3f-7f5fd93dec04,03e10979-bb21-4ba3-be3f-7f5fd93dec04,0x5fcc72ae425c3f214429a95309d392fe1b8c34239acbdf730a72c16436c0f346,0x995e7ef75884e1c36f6b0d9d78ebe09f63be8072bbae1f86acb70ca119d08d8e,0x0000000000000000000000000000000000000000,1725300603,A Green Optimism,pending,kawz,https://warpcast.com/kawz,A Green Optimism,https://zora.co/collect/zora:0xbacb8df1ea84f2d2826bd017996cf5b3e6b59164/1,Creator,Art NFTs,mintingWallet,0x6216525b4107bca9e83fe302605ff2d81fa36992,,All Superchain,True,False,False,False,False,False,1,1
794c9dbc-8c68-482c-9b3c-2ad4a1248f99,794c9dbc-8c68-482c-9b3c-2ad4a1248f99,0xd8e959a5d982f34aac288ab3f8150004552a50834a3b77a96516b559036035bf,0x16059768171e75e141cd4fc7f0428be34c43fb2f14789eefac1551ea8b72d656,0x617077F8762990c5Cb25378aA357AA14BF4c74d8,1724995915,Ahmad,pending,ahmad456677,https://warpcast.com/ahmad456677,Ahmad,https://warpcast.com/ahmad456677,Other Application,Art NFTs,N/A,,,,False,True,False,False,False,False,1,1
af197310-d16f-4b6d-8b14-6c18a60ef145,af197310-d16f-4b6d-8b14-6c18a60ef145,0x05ef68df628f4a78adc3a89546fe0e99fe1a489be592f3085e43a59fb701b6ea,0x4fcc8cc17faba5ea06dd638ca6a9e78bc9269e8c52ac5f0ad715f0cbfb9ac29c,0x980F5aC0Fe183479B87f78E7892f8002fB9D5401,1724725563,AI Frames Creator,pending,dappykit,https://warpcast.com/dappykit,AI Frames Creator,https://mini.web4.build/demo,Other Application,Frames,contract,0x02e4227ed20379db2999511609b8e2b28f73f0e0,10.0,Optimism,False,False,False,False,False,False,0,0
c31e36bc-69ad-40e8-a3b9-29f5c1d6d86a,c31e36bc-69ad-40e8-a3b9-29f5c1d6d86a,,0x18fd1e70af50fb1bdf84e13d4686dbd9fc8f5def79f816f0c016c10165c75c53,0xf1a871aF236eC0Da070C3b09302270Ccf4E35794,1724765611,AI,pending,yogi0xf1,https://warpcast.com/yogi0xf1,AI,https://ai.com,App,Real World Assets,contract,0xf1a871af236ec0da070c3b09302270ccf4e35794,8453.0,Base,False,False,False,False,False,False,0,0
795a96c7-4d7e-4c58-8958-aad52d6a8f12,795a96c7-4d7e-4c58-8958-aad52d6a8f12,0xeb6063cc4b521287a99bd6bcc767686cf1ba300c9a8e1da1bfb2357af6cc7ba0,0x6f5b1aca46cd8eed3035a93a800f6d0b25940a0d498c61a0b51e66d9a19e49eb,0x84EC34a8b64e9A40248599fe0f8afA9d66742Fe0,1725035021,Air3,approved,kunggalot,https://warpcast.com/kunggalot,Air3,https://air3.app,App,Art Marketplace,contract,0xbeebbaee8f085f506ce0ea3591f8fbb9c24af356,185.0,Mint,False,False,False,False,False,False,0,0
fe8e58b4-d31c-443b-a2e5-d7eb2b5a95a4,fe8e58b4-d31c-443b-a2e5-d7eb2b5a95a4,,0x40e30ee3a134272f2a4300af3c3691121250ef034eba6be4af5903c119d5a560,0x84EC34a8b64e9A40248599fe0f8afA9d66742Fe0,1725035507,Air3 NFT on Base,approved,kunggalot,https://warpcast.com/kunggalot,Air3 NFT on Base,https://air3.app,Creator,Art NFTs,mintingWallet,0x3cd76a3e1ae288c11459b986362ff2f63ba0a379,,All Superchain,False,False,False,False,False,False,0,0
a7b1b5f3-bbba-4d7a-bc66-2d5c710d7472,a7b1b5f3-bbba-4d7a-bc66-2d5c710d7472,0x7b72b32671d61499dd9ad6d34ce3e45e1b660f93d7857d11cf8a8e78c73d5b43,0x04005fd596a7fc09bb9b352dd974cb741f1185eb677ae5f751d6881c236ad86d,0x84EC34a8b64e9A40248599fe0f8afA9d66742Fe0,1725971117,Air3 NFT on Blast,pending,kunggalot,https://warpcast.com/kunggalot,Air3 NFT on Blast,https://air3.app,Creator,Art NFTs,mintingWallet,0x3cd76a3e1ae288c11459b986362ff2f63ba0a379,,All Superchain,False,False,False,False,False,False,0,0
6f219dab-ac1d-450c-ba9d-9c0bd2aeb384,6f219dab-ac1d-450c-ba9d-9c0bd2aeb384,,0xd55919fb446d41a25e08a85102cf7c400c78deb335f54529a190762c532aff4e,0x84EC34a8b64e9A40248599fe0f8afA9d66742Fe0,1725035947,Air3 NFT on Cyber,approved,kunggalot,https://warpcast.com/kunggalot,Air3 NFT on Cyber,https://air3.app,Creator,Art NFTs,mintingWallet,0x3cd76a3e1ae288c11459b986362ff2f63ba0a379,,All Superchain,False,False,False,False,False,False,0,0
f93dabc5-3aab-4637-8dc6-fe893c93e540,f93dabc5-3aab-4637-8dc6-fe893c93e540,,0x64043460dbb0f21dfbb8163d7e46a82ab2630ff60cd5c862b763a668609d8549,0x84EC34a8b64e9A40248599fe0f8afA9d66742Fe0,1725036455,Air3 NFT on Mode,approved,kunggalot,https://warpcast.com/kunggalot,Air3 NFT on Mode,https://air3.app,Creator,Art NFTs,mintingWallet,0x3cd76a3e1ae288c11459b986362ff2f63ba0a379,,All Superchain,False,False,False,False,False,False,0,0
eb8ae241-80ca-4795-8376-14d40786ddef,eb8ae241-80ca-4795-8376-14d40786ddef,,0xa552ceaa9ba2c175421cc70c11b3488e0f66a2713dd6931bbde1125fe60f9233,0x84EC34a8b64e9A40248599fe0f8afA9d66742Fe0,1725036121,Air3 NFT on Optimism ,approved,kunggalot,https://warpcast.com/kunggalot,Air3 NFT on Optimism ,https://air3.app,Creator,Art NFTs,mintingWallet,0x3cd76a3e1ae288c11459b986362ff2f63ba0a379,,All Superchain,False,False,False,False,False,False,0,0
0d199815-41e5-4db0-bdf3-13f32a129284,0d199815-41e5-4db0-bdf3-13f32a129284,,0x9123880ee46cc10ef4b9c0912f1a5445e19d13621e2ddc067312821d0ed03e3b,0x49000B54784C0359A9ed744a5f3505d39043e451,1724768443,Air3 on Base,pending,blooh,https://warpcast.com/blooh,Air3 on Base,https://air3.app,Creator,Art NFTs,contract,0x438792fb9c0f9e8ba9a8c4a6bf1064450f850ecf,8453.0,Base,False,False,False,False,False,False,0,0
a9644284-022b-4dbd-aae0-6eb4f439f933,a9644284-022b-4dbd-aae0-6eb4f439f933,0x48d1dfe608655812a72301c51e082c6b690881a0ccac0faa852f00a531fb79d6,0xc03104f0878b4aeb1dcbd5395076e2e8b846b6e113e434322705c61c63be622e,0x6048ac7Bb25389994AE13EC9aD40cdDFdc33Dc0A,1725297111,Airdropers,pending,blockduck,https://warpcast.com/blockduck,Airdropers,https://warpcast.com/blockduck,Creator,Airdrop,mintingWallet,0x6048ac7bb25389994ae13ec9ad40cddfdc33dc0a,,All Superchain,False,False,True,False,False,False,1,1
2e5df0b4-100a-4b96-ae24-81b690c7e56e,2e5df0b4-100a-4b96-ae24-81b690c7e56e,0xcf9cc71b0250c165d60eeab2cf1d0aa163b62b53b84dfdeb41f17e0f2659cfd3,0xbac3d667e1315300c3eb64300b61a97a7c232b52f76657fb66a457eefadbf8e6,0x0E160588512df205580E4FE74B89Ee6734Be89D3,1729980277,Airdrop For All,pending,bayybayss,https://warpcast.com/bayybayss,Airdrop For All,https://t.me/airdrop4ll,Creator,Community & Curation,mintingWallet,0xc25f0bfc89859c7076c5400968a900323b48005d,,All Superchain,False,False,False,False,False,False,0,0
5596128a-673a-4e61-a719-51c90278886c,5596128a-673a-4e61-a719-51c90278886c,0x662dfe9535c44f9d4dfbae48de4e273c7e464b0a119aae0bf269d13910ccd5b0,0xd651c69c3ae3cf9cec6701f3fc4f97b99cf8419b8a42c334e1ea931778b072f3,0x6048ac7Bb25389994AE13EC9aD40cdDFdc33Dc0A,1725296981,Airdrop Hunter,pending,blockduck,https://warpcast.com/blockduck,Masks Community,https://warpcast.com/blockduck,Creator,Airdrop,mintingWallet,0x6048ac7bb25389994ae13ec9ad40cddfdc33dc0a,,All Superchain,False,False,True,False,False,False,1,1
7db6742f-ea50-4735-828e-7d1c72ed8971,7db6742f-ea50-4735-828e-7d1c72ed8971,0x831d22c4d1d0ad94398260d32a1d1967fa3ac623a7bf6fc05cb35ecaffe39242,0x4af9e7e5da0f125c1a9c69585750726b6f7d9dc10ddc67bdcb5e833651238ddb,0xDFc6A4d94BAadEA8279b557aD6b75c8cd7439Cd9,1725292335,Aldirch,pending,aldrichdaren,https://warpcast.com/aldrichdaren,Aldirch,https://charmverse.io,Other Application,Art NFTs,N/A,,,,False,True,False,False,False,False,1,1
9c5e943f-be18-4fdc-8066-001fc94652ff,9c5e943f-be18-4fdc-8066-001fc94652ff,0xcbda2a0ce9b75a46fcc7b90c87ea4022bcda20553f3d0f62da5872cf58bd66fb,0x3044da3bed9285fe5a60fb8c8d683fef35182b087e08ecfcd764d1542daccfc7,0x0000000000000000000000000000000000000000,1725262029,Alesha OP,pending,kawz,https://warpcast.com/kawz,Alesha OP,https://charmverse.io/lesha,Other Application,Real World Assets,N/A,,,,True,False,True,False,False,False,2,1
792bfd11-054b-4b11-8f38-6d15d6519bf3,792bfd11-054b-4b11-8f38-6d15d6519bf3,0x7fa6b7497124e7806bf1d0018512904d0f4e4903035822d04704c7d59a7429d0,0x021273795994e7caca4eca83dbadc84f7b70e5a77022c7e26607449e41bc20b1,0x7F3ca6E52a13dEa3Cd583F00039B827DF811120b,1724761489,Alexiy,pending,gas01,https://warpcast.com/gas01,Alexiy,https://brokenbartender.com/blogs/news/bartender-quotes,Other Application,Airdrop,N/A,,,,False,False,True,False,False,False,1,1
62729a7e-c90a-4494-8391-3646724a2fce,62729a7e-c90a-4494-8391-3646724a2fce,0xf5d2af142f2fa44581d263d1e0ff68586ec77c0cb777b2520bec3bbe0d0f5e07,0xa79a65136c580bb49a75aad69ce3f59cbf7dec265a2ea9a1f9c3e15d278ded24,0x908f23Be36C2447db79Df2aE3A8A21c079217546,1725441449,AlfaFrens,approved,alfafrens,https://warpcast.com/alfafrens,AlfaFrens,https://alfafrens.com/info,App,Community & Curation,contract,0x30e0b740acfb45b6edb9eed40094134f24d8f159,8453.0,Base,False,False,False,False,False,False,0,0
abd622c3-4750-4715-9ea3-975634dc11e0,abd622c3-4750-4715-9ea3-975634dc11e0,0x66c68391d766a2887e1abd54b89fc90f543fca680bbf05ac2412dd086d836f80,0xf9c29c39bb18303c3ace0327447e9c1c9d2305681f49e8d74c7df30477ae7f14,0x3f08a8029BCa8AfF2e9C0b828F2a3485C620A644,1724764153,All About That Base,pending,monikanft,https://warpcast.com/monikanft,All About That Base,https://lynkfire.com/monika,Creator,Art NFTs,mintingWallet,0x21339e2ce5ce1d7a19a28e774513619c0c6259da,,All Superchain,False,False,False,False,False,False,0,0
c541ddbf-0b96-40d5-8635-d40008570c62,c541ddbf-0b96-40d5-8635-d40008570c62,,0xd889c4f101d434cb3bdc3bc80862c3148ea4412fdcb04e7a72973a753fcf77fc,0x830540B0750350b0e17c377c1Cc56b19b7AF4885,1724765055,All the Ink Ran Out While I Was Living,pending,demonego,https://warpcast.com/demonego,All the Ink Ran Out While I Was Living,https://mint.fun/zora/0x4171e395fd9bF8258DE42b14AA394c670cccDB2c,Creator,Art NFTs,mintingWallet,0x830540b0750350b0e17c377c1cc56b19b7af4885,,All Superchain,False,False,False,False,False,False,0,0
b2265281-1d30-4c30-8973-820c81d12641,b2265281-1d30-4c30-8973-820c81d12641,0xcdeaa12875292e9b62193c7fb2f8ac241cdfd0962dbe4d03c345ded95ad11611,0x89ef594e1e1b9aaa22ffbfceea4c719ef11d719b378f516b5b8c347a42a66d75,0x2Fb0e475F6D495DFdfd9176aF9113f48F7687565,1729757119,Alone On Cloud Nine!,pending,nimaleophotos.eth,https://warpcast.com/nimaleophotos.eth,Alone On Cloud Nine!,https://rodeo.club/post/0x3A64f37Fe05CC585Ab42BC1764f33BF4b2846414/2,Creator,Art NFTs,mintingWallet,0x2fb0e475f6d495dfdfd9176af9113f48f7687565,,All Superchain,False,False,False,False,False,False,0,0
0af55692-b9b5-4aeb-aa70-6e8126143eae,0af55692-b9b5-4aeb-aa70-6e8126143eae,0x7f25b018cf72e146eb31308615910eb70d00a8e3315fb2c1a22a232727003cb8,0x6d60ca21be0f0029efcf2cc7d35c6a7faa1fc5c03e3ec2de429f8f28b3c86691,0xF1cc2f3047CD31eDAd0b35dE19B45830d2a4E281,1724761533,Alpaca,pending,alpaca,https://warpcast.com/alpaca,Alpaca,https://zora.co/tatyanasd,Other Application,Art NFTs,N/A,,,,False,True,False,False,False,False,1,1
