,project_id,project_name,project_github,oso_github_slug,grant_address,oso_address_slug,round_id,round_name,chain_id,program_address,app_end_time,amount_usd,match_usd
10,0xd2d10ca4b6b87fb6c0052ca3e0748236363d9e961d70379aff35a1191ee1b057,Michelle's PGN project,,,0x37e5e6eb36467f98392ebbb35f110fbb8238e6d3,,0x75871a1a865116f4665012748dcf42147849e753,[Optimism] Pre-GG19 Testing Round,10,0xcffe7a9a9765f2910124e5d48979b5a777114605,1701302400.0,3.2434906000000003,
11,0xd2d10ca4b6b87fb6c0052ca3e0748236363d9e961d70379aff35a1191ee1b057,Michelle's PGN project,,,0x37e5e6eb36467f98392ebbb35f110fbb8238e6d3,,0x81c332767120a34a3ee49a7ad9df0b4e57db6f76,Testing GcV vote cap,250,0xe3474cca95f94786cd946f5aea4eba42bbcdea9c,1692990000.0,10.0103976,
12,0xd2d10ca4b6b87fb6c0052ca3e0748236363d9e961d70379aff35a1191ee1b057,Michelle's PGN project,,,0x37e5e6eb36467f98392ebbb35f110fbb8238e6d3,,0xbb2f1807a7a45e0fb0e11e7158066dfd5ec39bbc,[Base] Jan 2024 QF Test Round,8453,0x0feb59d556d7cec7f3eccfa8a6abae54af73609a,1704387600.0,3.56426731,
13,0xd2d10ca4b6b87fb6c0052ca3e0748236363d9e961d70379aff35a1191ee1b057,Michelle's PGN project,,,0x37e5e6eb36467f98392ebbb35f110fbb8238e6d3,,0xbb8832075401e82e1a1535e6af6b3883de45a6cf,Test QF round for DG Eng Feedback,10,0xcffe7a9a9765f2910124e5d48979b5a777114605,1697846400.0,0.15640451,
14,0xd2d10ca4b6b87fb6c0052ca3e0748236363d9e961d70379aff35a1191ee1b057,Michelle's PGN project,,,0x37e5e6eb36467f98392ebbb35f110fbb8238e6d3,,0xc85686f394116ddf94dbfa86059e17047232c54f,[zkSync] Jan 2024 test QF round,324,0xbcfc254dfcec99012733e8ded42504538756f1f7,1704412800.0,4.097575,
15,0x3a1ed03fd046e4cc9f55ac977a3fe3f2bda2cfebea4f90727d8bdef7d097c0a3,Connor's PGN Meme,,,0xad4a323cd1e31976514537e62d4abfebe47fa1a4,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,8.355026389999999,12.07989338062321
16,0xbcec9087717cc93c08d90a67b3ba3ca330a646d4ec3b2389464187bec2907502,<jaxcoder />,allo-protocol,gitcoin,0x1fd06f088c720ba3b7a3634a8f021fdd485dca42,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,6.9121505999999995,4.370694575360051
17,0x2139fb63689ee17eff63d59531c21832ac5e838f79a20dbc3a6d331c565500be,Public Goods make you sexy (see gif),,,0x8dabc053c7fda425826d913a58c0dc4c2a0b36d7,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,8.66962943,9.658471800476288
18,0x6bfb0fcec34f8b050f04dfdc2e870197b707269c1e350ff2bd76251970a5bc4b,Caolán's PGN meme,,,0x8be8ae739f560fb0ebc0b1520ea5c4bcfeec5129,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,6.17549481,5.771576209942204
19,0x4454396ea79fdcd4be32c6e4db989570e00bfbef040780ebd96819f092864ca8,regens running,,,0xdc71a1bdeabd3c347dc21e9354aff91ad375eb97,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,21.90343364,41.83281809041528
20,0x325e63e21c750bd016370d545729ea78db65dc86d0acc94c7065183585829431,Lucian's Sybil Meme,,,0x434b56e01a8bdd9ab8ae5ef1acf86e3372a877c3,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,14.66759135,23.44400614041419
21,0xe344a1724cb9d4fa0816400c749eebc867ea81cf6e81e01d9215e34e1c3ebb54,Memes for luls,,,0xe683f063b9f59bb3f504022d6778f9e34c18093e,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,12.80038397,20.35740785095723
22,0x9b237a8f81c84e623391cfbf35b4176aa422f059a844213290e8607a3534ae40,Viriya the Memelorde,,,0xf93f0b770784602fc3079eb1d2fb1ff488bb02b0,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,6.55692373,7.421380649438275
23,0x6aeb95079e8a161dabbd528d77067dd0346f11684f6f2802cbc13a709ca30aa9,PGN ,,,0xca72c93172ba6eff168e59e7f17c3c7a8fea9b62,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,17.52219522,31.66858234601296
24,0x9ac4adf520ba95d9159b327ba5cb09fc253e57bf8890997b835118bb900f3173,Meme Time,,,0x98eea06630f09485a821f1347d0f3c136d4ecca5,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,20.51098804,39.8455188186965
25,0x9748bbfcb274ab3c1a43aac6d18cbd3d78cddecd758a237a02d9bc28eeed1629,Yuki_PGN Test,gitcoinco,gitcoin,0x223b21779c9a3e626f8201e71ead2f2341970f30,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,9.04644583,11.75654046711793
26,0x081967739cd2b37059a8c51a66677dc51ef65fca6b5f5c791b57c76c6f7de83e,QF Jealousy...,,,0xc584f09928d490237831f6e5da805cba82652497,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,15.34034431,24.16494018584517
27,0xc5f676c0ce09c6eb512a8a41985d0bd8434c2ce90aa3d21dccb999d3cf3481aa,What's a budget?,,,0x2dd2036c9db2ada2739509af0047c00c8b9291ef,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,14.68717752,23.0348558062374
28,0xc5f676c0ce09c6eb512a8a41985d0bd8434c2ce90aa3d21dccb999d3cf3481aa,What's a budget?,,,0x2dd2036c9db2ada2739509af0047c00c8b9291ef,,0x51fed3d5e0945e3ffbc390df47ee6ff4c5136346,[PGN] MRC Testing Round #1 ,424,0x5575a54342ad1c28b4c3f794568cde2f0cb2a1c1,1693612800.0,0.20375726,
29,0xc5f676c0ce09c6eb512a8a41985d0bd8434c2ce90aa3d21dccb999d3cf3481aa,What's a budget?,,,0x2dd2036c9db2ada2739509af0047c00c8b9291ef,,0xefa3336cf157bfc308aca6fa66cdb93004813b8c,[Optimism] MRC Testing Round #1,10,0xcffe7a9a9765f2910124e5d48979b5a777114605,1693612800.0,0.01846866,
30,0xc5f676c0ce09c6eb512a8a41985d0bd8434c2ce90aa3d21dccb999d3cf3481aa,What's a budget?,,,0x2dd2036c9db2ada2739509af0047c00c8b9291ef,,0xfaf72df9d5384bdb0e56901bf770c27d28af084d,[PGN] MRC Testing Round #2,424,0x5575a54342ad1c28b4c3f794568cde2f0cb2a1c1,1693612800.0,0.18501066,0.0
31,0x0ee947bebd49d1ad3e7989977759ad426b9bfc7f1dade88d894f5d73455751cd,Lolu's PGN meme,lolus-test,,0x69f9e121702461ea52f627a6147ea3c6dc2def31,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,24.77286994,55.25664776805485
32,0x3eff575cae894d8f3b15bf12d8903e1fa0644eb84a51a2542409baf81ae14f2f,"Now I am become Allo, the funder of public goods...",,,0x117e1ebb7d05545064850513021df6ade3c1690b,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,12.67296605,22.4420666712352
33,0xc1cdb900a91b8f1a37f0560b3bcf456cfb3d7d2b9c14e1d7890298d2e6d8c123,Dreaming Memes and Memeing Dreams ,,,0x41105a64a7ae18bd6c31363ef5fd99dd574f7874,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,4.38475619,3.071872126614088
34,0x1d6bfbd354d8e5c6cae0983a2e8569e0dff90c42fa84e7e9ae974bc141783a55,New L2,,,0x9600e2ee6377dadad7299b120026661c336a5e6d,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,4.48393707,2.021470292325927
35,0xb3228607972d5d7aa5d61d654b2a32f0025a1805abb697ef0d5a072fd1135d62,PGN ?? GPN,,,0x02d64289bbe12d96e53957fe33a9b1373aa0da40,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,14.48115519,6.637429171478151
36,0x09c229fa491496f3e334de7263a1a3bd66e01f15c7268c16f072df44b795f924,Poppa Golf Nancy,,,0x09c31ab1889846563e6d6eda15ecc37d57bc4cae,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,9.60419957,10.83971500704003
37,0xaada471558a6d36737ed28d42c2f58de687632e3364f49fdfcaf1fca8213d451,Riddle Me This.,,,0xf9d8d5d734309c26cc602b7d3187e2de74e85fc9,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,61.511944080000006,37.98131064496721
38,0xee558405beddc491d36bf15c0b41e98eeebaf3fac6dd74bfe51fc3d47bfaf755,Sov's Memes,,,0x636da9bf416b662b5fedaf67d5937d07a34c6a2d,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,13.76039675,21.37388963008127
39,0xf724fed1a3ce6811500b4b44369f8f30989bde5bd1e9d03486f8121e91fb5496,Mathilda's PGN meme,,,0x7e55c7f7509f2b6d4ef2a7748f2c0b8daa0685ba,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,15.08140443,27.08350761346404
40,0xf724fed1a3ce6811500b4b44369f8f30989bde5bd1e9d03486f8121e91fb5496,Mathilda's PGN meme,,,0x7e55c7f7509f2b6d4ef2a7748f2c0b8daa0685ba,,0x51fed3d5e0945e3ffbc390df47ee6ff4c5136346,[PGN] MRC Testing Round #1 ,424,0x5575a54342ad1c28b4c3f794568cde2f0cb2a1c1,1693612800.0,0.20349351,
41,0xf724fed1a3ce6811500b4b44369f8f30989bde5bd1e9d03486f8121e91fb5496,Mathilda's PGN meme,,,0x7e55c7f7509f2b6d4ef2a7748f2c0b8daa0685ba,,0xb7855dda660a20f35dbf66efa4fdb2b79c23712b,[Optimism] MRC Testing Round #2,10,0xcffe7a9a9765f2910124e5d48979b5a777114605,1693612800.0,0.18502148000000002,
42,0xf724fed1a3ce6811500b4b44369f8f30989bde5bd1e9d03486f8121e91fb5496,Mathilda's PGN meme,,,0x7e55c7f7509f2b6d4ef2a7748f2c0b8daa0685ba,,0xdf0e4247a86660c126f6350036ce0def6b50ac2c,[PGN] MRC Testing Round #3,424,0x5575a54342ad1c28b4c3f794568cde2f0cb2a1c1,1693612800.0,1.84273197,
43,0xf724fed1a3ce6811500b4b44369f8f30989bde5bd1e9d03486f8121e91fb5496,Mathilda's PGN meme,,,0x7e55c7f7509f2b6d4ef2a7748f2c0b8daa0685ba,,0xefa3336cf157bfc308aca6fa66cdb93004813b8c,[Optimism] MRC Testing Round #1,10,0xcffe7a9a9765f2910124e5d48979b5a777114605,1693612800.0,0.81493586,
44,0xf724fed1a3ce6811500b4b44369f8f30989bde5bd1e9d03486f8121e91fb5496,Mathilda's PGN meme,,,0x7e55c7f7509f2b6d4ef2a7748f2c0b8daa0685ba,,0xfaf72df9d5384bdb0e56901bf770c27d28af084d,[PGN] MRC Testing Round #2,424,0x5575a54342ad1c28b4c3f794568cde2f0cb2a1c1,1693612800.0,0.36992195,0.0
45,0xea96b09ee421de1b71442b5790ca30066fd56cd3afd418ca4bf10f23890920d3,Meg's Meme Factory,gitcoinco,gitcoin,0xabf28f8d9adfb2255f4a059e37d3bce9104969db,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,7.84774983,6.279069147947513
46,0xea96b09ee421de1b71442b5790ca30066fd56cd3afd418ca4bf10f23890920d3,Meg's Meme Factory,gitcoinco,gitcoin,0xabf28f8d9adfb2255f4a059e37d3bce9104969db,,0x44f67acb49986768d92e9dd2844ed83acd663bbe,Espresso test,424,0x248fd88bc562fa472f0bda0f77f5063547c2f1ab,1691193600.0,1.83382349,
47,0xea96b09ee421de1b71442b5790ca30066fd56cd3afd418ca4bf10f23890920d3,Meg's Meme Factory,gitcoinco,gitcoin,0xabf28f8d9adfb2255f4a059e37d3bce9104969db,,0xb7855dda660a20f35dbf66efa4fdb2b79c23712b,[Optimism] MRC Testing Round #2,10,0xcffe7a9a9765f2910124e5d48979b5a777114605,1693612800.0,0.22197299,
48,0xea96b09ee421de1b71442b5790ca30066fd56cd3afd418ca4bf10f23890920d3,Meg's Meme Factory,gitcoinco,gitcoin,0xabf28f8d9adfb2255f4a059e37d3bce9104969db,,0xdf0e4247a86660c126f6350036ce0def6b50ac2c,[PGN] MRC Testing Round #3,424,0x5575a54342ad1c28b4c3f794568cde2f0cb2a1c1,1693612800.0,0.18501066,
49,0x1955d9b2b82a7e71d8af20b2e69abfcd2bcf1bb9bc218cf7b9c9e8984ae0da39,CoachJ's Meme,,,0x8f48282e50b0210bd7c7dd69c54205e98b9ef5d9,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,3.4507399100000002,1.569010427988226
50,0xa0da3a8af01fe0e0be6d7c2579db1fd0270f446b335fd2d5a4e50d0d773c6aa7,The feeling,gitcoinco,gitcoin,0x0636f974d29d947d4946b2091d769ec6d2d415de,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,13.76918902,14.70703805376509
51,0xc8dc4d23271cc22013881498178b14e4be12090fe795db7e84e1ca9857e5479e,But that's none of my business,,,0x4873178bea2dcd7022f0ef6c70048b0e05bf9017,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,14.79592709,22.53036925732569
52,0x0fda03a93aecc0dd8dbe824f1944be7b9391cd8a21cb049238651b79f8adc366,Sequencer Fees,,,0xc3268ddb8e38302763ffdc9191fcebd4c948fe1b,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,21.01028265,38.64343798300293
53,0xbfdf46643e4957bbdf84c34a3d5344494ce7e2f54538da6161deab2877dfa9d4,Umar's Meme,,,0x616cad18642f45d3fa5fcaad0a2d81764a9cba84,,0x4473725beb9a9d503547d2fe677f4b5aa39b68f6,PGN Internal Test Round: Meme Contest,424,0xff95561425a0040cb4b53c89b63357b22395cde9,1690502340.0,17.45311933,25.62939899559877
54,0xbfdf46643e4957bbdf84c34a3d5344494ce7e2f54538da6161deab2877dfa9d4,Umar's Meme,,,0x616cad18642f45d3fa5fcaad0a2d81764a9cba84,,0x51fed3d5e0945e3ffbc390df47ee6ff4c5136346,[PGN] MRC Testing Round #1 ,424,0x5575a54342ad1c28b4c3f794568cde2f0cb2a1c1,1693612800.0,0.75883601,
55,0xbfdf46643e4957bbdf84c34a3d5344494ce7e2f54538da6161deab2877dfa9d4,Umar's Meme,,,0x616cad18642f45d3fa5fcaad0a2d81764a9cba84,,0xfaf72df9d5384bdb0e56901bf770c27d28af084d,[PGN] MRC Testing Round #2,424,0x5575a54342ad1c28b4c3f794568cde2f0cb2a1c1,1693612800.0,2.03539396,0.5314962192162741
56,0xe0f08b3b36137e01398e52e0db42d175732fede1624f364ffd3109acba81bef0,Crypto Sapiens,,,0x01999e431752136372a3d485f527907a6b02a1d1,,0x2871742b184633f8dc8546c6301cbc209945033e,Web3 Community and Education ,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,1692273600.0,197.88915105,598.9297445010092
57,0xe0f08b3b36137e01398e52e0db42d175732fede1624f364ffd3109acba81bef0,Crypto Sapiens,,,0x624e05d9a8deff331d2685ef3d789b25f9bec80f,,0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,Web3 Community and Education,424,0xe13da583181b19dace7c021f57774659edc1f901,1701302340.0,153.54447146,611.1309078485058
58,0x646d41be0fbbe228c01a54aecfde54250c0ae01d3de2221ce80971e8ff542a50,NFT Price Floor,nft-pricefloor,nft-pricefloor,0x31856e11ddaabc67e3b7b5de50dd0efce86e361e,,0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,Web3 Community and Education,424,0xe13da583181b19dace7c021f57774659edc1f901,1701302340.0,307.36977455,424.7736803938349
59,0x8427d56c001d898a2afc097dfffbe471b26dfcc4bf8a9fac386266a5ed1ef37b,Ethereum News Podcast,ethdailyhub,,0xeb40a065854bd90126a4e697aea0976ba51b2ee7,,0x2871742b184633f8dc8546c6301cbc209945033e,Web3 Community and Education ,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,1692273600.0,248.08765993,668.553915930966
60,0x8427d56c001d898a2afc097dfffbe471b26dfcc4bf8a9fac386266a5ed1ef37b,Ethereum News Podcast,ethdailyhub,,0xeb40a065854bd90126a4e697aea0976ba51b2ee7,,0x59d79b22595b17af659ce9b03907615f53742c57,"The Education, community growth & events Round",42161,0xce06ebb79f95943ca9125b85ca0294c302e846b5,1696118340.0,195.74063426,1269.179637913933
61,0x8427d56c001d898a2afc097dfffbe471b26dfcc4bf8a9fac386266a5ed1ef37b,Ethereum News Podcast,ethdailyhub,,0xeb40a065854bd90126a4e697aea0976ba51b2ee7,,0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,Web3 Community and Education,424,0xe13da583181b19dace7c021f57774659edc1f901,1701302340.0,744.4160035,791.6482221869752
62,0x3532b7116e113d629a3d0a0364840f52c9d93f6b81b2ecc61b2cb228c39ee9fb,IZAR,izar-bridge,,0x56bb0402b550bc1083e227982fcc1ff90354f628,privx-exchange,0x222ea76664ed77d18d4416d2b2e77937b76f0a35,Ethereum Infrastructure,424,0x413d934a627fbd26fcb7ae52c2c4f40022470289,1692273600.0,1115.00557584,
63,0xa7421049dfb7dcacaa3c423aaa31fbfeae4e091825a8c937423a7e3b3fd79888,eth.limo,ethlimo,eth-limo,0xb352bb4e2a4f27683435f153a259f1b207218b1b,eth-limo,0x222ea76664ed77d18d4416d2b2e77937b76f0a35,Ethereum Infrastructure,424,0x413d934a627fbd26fcb7ae52c2c4f40022470289,1692273600.0,5933.56693539,12142.58149830277
64,0xa7421049dfb7dcacaa3c423aaa31fbfeae4e091825a8c937423a7e3b3fd79888,eth.limo,ethlimo,eth-limo,0xb352bb4e2a4f27683435f153a259f1b207218b1b,eth-limo,0x9331fde4db7b9d9d1498c09d30149929f24cf9d5,Web3 Social,10,0xf3b99793874b9f36bd6977f45300686224b72750,1693310400.0,398.53434926,999.8326422805436
65,0xa7421049dfb7dcacaa3c423aaa31fbfeae4e091825a8c937423a7e3b3fd79888,eth.limo,ethlimo,eth-limo,0xb352bb4e2a4f27683435f153a259f1b207218b1b,eth-limo,0xa1d52f9b5339792651861329a046dd912761e9a9,"Ethereum Core Infrastructure, Research, and Development",137,0xd04d5b0257a9f2068a4f4ebd88748b2bb47da4ca,1701302340.0,1493.93095958,6641.25770952
66,0xa7421049dfb7dcacaa3c423aaa31fbfeae4e091825a8c937423a7e3b3fd79888,eth.limo,ethlimo,eth-limo,0xb352bb4e2a4f27683435f153a259f1b207218b1b,eth-limo,0xc34745b3852df32d5958be88df2bee0a83474001,Web3 Social,10,0xf3b99793874b9f36bd6977f45300686224b72750,1701302340.0,1518.65259863,899.5502798051601
67,0xa7421049dfb7dcacaa3c423aaa31fbfeae4e091825a8c937423a7e3b3fd79888,eth.limo,ethlimo,eth-limo,0xb352bb4e2a4f27683435f153a259f1b207218b1b,eth-limo,0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,Web3 Open Source Software ,424,0x8294ea30a691b47bb73e4b64225e52a080dc9ec7,1701302340.0,3223.19068261,
68,0x2875da5022e135ae21ea52225fa91ab676525fcc7c1b478a064370a789407be9,The PASS,the-pass,,0xf43f7d19a81087de6fbf1c5d33e4b946202d9a15,,0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,Web3 Community and Education,424,0xe13da583181b19dace7c021f57774659edc1f901,1701302340.0,87.87481883,323.6051855366282
69,0x447862670113d11b49d4af58debc0f5e99489c6789143d9c1de6fec7b8070fc8,hiromiouchi.eth,,,0x6733c60e6e02f9c8fa221db1aea018d80d949861,,0x2871742b184633f8dc8546c6301cbc209945033e,Web3 Community and Education ,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,1692273600.0,183.3071084,719.9327175229345
70,0xea57100d9cbdc21f3fb3cdb9ba1d62484465fb742cc26e8798c6f70f84f860f4,luna the laser dog,gitcoinco,gitcoin,0x4614291bb169905074da4afaa39784d175162f79,,0x51fed3d5e0945e3ffbc390df47ee6ff4c5136346,[PGN] MRC Testing Round #1 ,424,0x5575a54342ad1c28b4c3f794568cde2f0cb2a1c1,1693612800.0,6.09948758,
71,0xea57100d9cbdc21f3fb3cdb9ba1d62484465fb742cc26e8798c6f70f84f860f4,luna the laser dog,gitcoinco,gitcoin,0x4614291bb169905074da4afaa39784d175162f79,,0x8de1588c56da28d430124118edf70c912601370e,Test Round 2,137,0x1caaef21f34d5158d2e13d40327952649acd9338,1706659200.0,0.2383204,
72,0xea57100d9cbdc21f3fb3cdb9ba1d62484465fb742cc26e8798c6f70f84f860f4,luna the laser dog,gitcoinco,gitcoin,0x4614291bb169905074da4afaa39784d175162f79,,0xdf0e4247a86660c126f6350036ce0def6b50ac2c,[PGN] MRC Testing Round #3,424,0x5575a54342ad1c28b4c3f794568cde2f0cb2a1c1,1693612800.0,2.02774263,
73,0xea57100d9cbdc21f3fb3cdb9ba1d62484465fb742cc26e8798c6f70f84f860f4,luna the laser dog,gitcoinco,gitcoin,0x4614291bb169905074da4afaa39784d175162f79,,0xfaf72df9d5384bdb0e56901bf770c27d28af084d,[PGN] MRC Testing Round #2,424,0x5575a54342ad1c28b4c3f794568cde2f0cb2a1c1,1693612800.0,2.03502516,0.5314962192162741
