slug,# GitHub Repos,Date First Commit,Total Stars,Total Forks,Total Contributors,Contributors Last 6 Months,Avg Monthly Active Devs Last 6 Months,# OP Contracts,Date First Txn,Total Onchain Users,Onchain Users Last 6 Months,Total Txns,Total Txn Fees (ETH),Txn Fees Last 6 Months (ETH),# NPM Packages,Date First Download,Total Downloads,Downloads Last 6 Months
spearbit-portfolio,1,2021-12-29,443.0,37.0,12,6,0.16666666666666666,0,,0,0,,,,0,,,
sphinx-chugsplash,1,2022-07-13,188.0,10.0,10,6,2.3333333333333335,0,,0,0,,,,1,2023-07-30,2907.0,2907.0
statechannels,24,2018-01-12,132.0,19.0,93,11,4.5,0,,0,0,,,,0,,,
streamethorg,4,2022-03-16,50.0,10.0,13,9,3.0,0,,0,0,,,,0,,,
sushi,82,2018-11-19,1800.0,1535.0,481,39,9.0,58,2022-01-06,146623,102020,569539.0,1.577438921996119,1.5270315528070488,0,,,
synapse,12,2021-05-13,81.0,28.0,38,16,5.333333333333333,55,2021-11-13,389244,16187,1249019.0,0.5417834637070025,0.33077648955300337,0,,,
synpress-synthexio,1,2020-11-18,477.0,137.0,149,33,1.1666666666666667,0,,0,0,,,,1,2020-11-19,507284.0,252049.0
synthetix,127,2015-10-26,1127.0,598.0,544,71,12.833333333333334,1269,2021-11-23,50621,6510,1682772.0,17.406078022229323,16.647261500738978,0,,,
synthetix-node-synthetixio,5,2023-03-22,9.0,,6,4,0.3333333333333333,0,,0,0,,,,0,,,
tenderly,36,2018-09-07,467.0,123.0,570,69,4.333333333333333,0,,0,0,,,,0,,,
testinprod-io,6,2022-08-08,10.0,3.0,4,2,0.16666666666666666,0,,0,0,,,,0,,,
theredguild,4,2023-03-29,13.0,,2,2,0.0,0,,0,0,,,,0,,,
tockable,2,2023-08-24,,,2,2,0.0,0,,0,0,,,,0,,,
tokenengineeringcommunity,13,2019-09-30,,,53,0,,0,,0,0,,,,0,,,
travenesia,2,,,,0,0,,0,,0,0,,,,0,,,
trueblocks,31,2016-08-14,968.0,183.0,177,25,2.0,0,,0,0,,,,0,,,
trusted-seed,4,2022-02-15,9.0,1.0,21,8,0.5,0,,0,0,,,,0,,,
tryethernal,7,2020-12-26,165.0,36.0,32,7,1.1666666666666667,0,,0,0,,,,2,2021-01-30,157586.0,28304.0
turbo-eth,17,2022-06-19,245.0,65.0,32,22,1.6666666666666667,0,,0,0,,,,1,2023-06-22,1845.0,1845.0
typechain-dethcrypto,2,2017-08-27,2643.0,350.0,354,28,0.0,0,,0,0,,,,1,2017-09-02,22522739.0,7565851.0
ultrasoundmoney,14,2021-05-18,161.0,47.0,44,13,2.0,0,,0,0,,,,0,,,
umbra,1,2020-05-01,312.0,79.0,28,9,0.16666666666666666,2,2021-12-04,27435,13557,139213.0,0.10177088322466829,0.09884625124226634,0,,,
understanding-optimism-codebase-joohhnnn,3,2023-09-07,12.0,,2,2,0.3333333333333333,0,,0,0,,,,0,,,
uniwhales,4,2021-07-06,,,12,4,1.3333333333333333,0,,0,0,,,,0,,,
unlock-protocol,35,2017-11-25,786.0,222.0,191,32,4.0,4,2021-11-21,222,48,400.0,0.002516553867143041,0.0022947798433697536,0,,,
unruggable-labs,1,2023-07-29,4.0,1.0,2,2,0.5,0,,0,0,,,,0,,,
upnodedev,27,2019-01-23,2.0,,123,31,2.5,0,,0,0,,,,0,,,
usecannon,1,2022-02-15,67.0,12.0,24,20,4.166666666666667,0,,0,0,,,,3,2022-03-16,96335.0,35446.0
usedapp-truefieng,1,2020-12-18,1531.0,366.0,310,18,0.0,0,,0,0,,,,1,2021-02-11,835340.0,141802.0
useweb3,3,2021-09-18,444.0,141.0,96,18,2.3333333333333335,0,,0,0,,,,0,,,
validatoxyz,2,2023-10-16,2.0,1.0,2,2,0.0,0,,0,0,,,,0,,,
valioxyz,1,2023-08-21,,,1,1,0.0,0,,0,0,,,,0,,,
velodrome,8,2022-04-25,43.0,79.0,24,6,0.6666666666666666,1199,2022-06-01,488111,169135,10816407.0,32.661362207834415,30.932849688796328,0,,,
vmex-finance,2,2022-06-24,2.0,,19,14,0.6666666666666666,0,,0,0,,,,0,,,
voteagora,3,2022-08-28,42.0,8.0,19,9,0.8333333333333334,0,,0,0,,,,0,,,
vu3th,3,2021-08-20,174.0,47.0,42,7,0.16666666666666666,0,,0,0,,,,0,,,
vyperlang,11,2016-11-11,4664.0,841.0,449,34,1.5,0,,0,0,,,,0,,,
waffle-truefieng,1,2018-08-23,951.0,179.0,206,7,0.0,0,,0,0,,,,1,2018-08-03,8874898.0,2182375.0
wagmi-dev,11,2021-11-23,5013.0,712.0,1160,568,2.8333333333333335,0,,0,0,,,,7,2021-11-04,31687499.0,20612706.0
wakeuplabs,9,2021-10-04,2.0,1.0,17,3,0.0,0,,0,0,,,,0,,,
wallet-abstraction-qd-qd,1,2023-09-23,11.0,3.0,3,3,0.3333333333333333,0,,0,0,,,,0,,,
wallet-guard,3,2023-02-16,26.0,4.0,9,7,0.6666666666666666,0,,0,0,,,,0,,,
web3,6,2015-03-08,18006.0,4992.0,1770,139,0.16666666666666666,0,,0,0,,,,1,2015-04-07,88372458.0,14655465.0
weekinethnews,4,2021-06-01,3.0,,1,1,0.0,0,,0,0,,,,0,,,
whatsabi-shazow,1,2022-09-20,873.0,48.0,13,6,0.6666666666666666,0,,0,0,,,,1,2022-09-27,38955.0,31850.0
wighawag,5,2020-03-24,1097.0,246.0,286,36,0.8333333333333334,0,,0,0,,,,1,2020-10-20,4813439.0,1832545.0
wildcards-protocol,7,2023-05-02,1.0,,2,2,0.6666666666666666,1,,0,0,,,,0,,,
withtally,31,2020-12-30,66.0,11.0,51,7,1.0,0,,0,0,,,,0,,,
wtfacademy,34,2022-07-23,2176.0,364.0,247,57,2.8333333333333335,1,2023-07-30,1,1,3.0,2.875826773e-09,2.875826773e-09,0,,,
xkcp,1,2013-06-28,536.0,197.0,98,5,0.0,0,,0,0,,,,0,,,
yearn,126,2018-10-19,505.0,312.0,555,67,6.666666666666667,125,2022-08-06,31979,31953,143217.0,0.5494065944355071,0.549359371627674,0,,,
yokifinance,2,2023-05-09,,1.0,4,4,0.6666666666666666,1,2023-09-04,6,6,6.0,2.5356921699029005e-05,2.5356921699029005e-05,0,,,
zenbit-eth,29,2020-10-10,3.0,4.0,34,8,1.3333333333333333,0,,0,0,,,,0,,,
zeroknowledgefm,5,2018-11-07,22.0,6.0,6,0,,0,,0,0,,,,0,,,
zora,75,2009-11-30,363.0,75.0,888,46,5.666666666666667,23,2023-05-10,2743,2743,4840.0,0.10974208856258477,0.10974208856258477,0,,,
