sample_date,display_name,amount
2022-03-27,Microsoft Azure,154
2022-03-27,Prometheus,19
2022-03-27,Kubernetes,221
2022-03-27,Python,123
2022-03-27,Chainlink,36
2022-03-27,Vercel,56
2022-08-17,Internet Archive,36
2022-08-17,Aave,62
2022-08-17,Foundry,855
2022-08-17,Chainlink,18
2022-08-17,NumPy,44
2022-08-17,Chainlink,111
2022-08-17,Homebrew,481
2022-08-17,Vercel,128
2022-08-17,Python,139
2022-08-17,W3C,284
2022-08-17,Foundry,67
2022-08-17,Foundry,855
2022-08-17,Kubernetes,607
2022-01-23,Kubernetes,110
2022-01-23,Chainlink,19
2022-01-23,NumPy,42
2022-01-23,Homebrew,308
2022-01-23,Aave,5
2022-01-23,Prometheus,6
2022-01-23,Python,175
2025-01-26,EigenLayer,21
2025-01-26,Foundry,430
2025-01-26,DefiLlama,76
2025-01-26,Chainlink,18
2025-01-20,Aave,106
2025-01-20,Kubernetes,402
2025-01-20,pandas,15
2025-01-20,Chainlink,266
2025-01-20,Alchemy,2
2025-01-20,Node.js,150
2025-01-20,Chainlink,266
2025-01-20,Chainlink,109
2025-01-20,Microsoft Azure,971
2025-01-20,Vercel,149
2025-01-20,W3C,258
2025-01-20,The Unicode Consortium,55
2025-04-30,Prometheus,92
2025-04-30,The Rust Programming Language,1801
2025-04-30,Kubernetes,359
2025-04-30,Python,305
2025-04-30,pandas,21
2025-04-30,Node.js,129
2025-04-30,W3C,241
2025-04-30,Chainlink,71
2025-01-07,DefiLlama,184
2025-01-07,Homebrew,471
2025-01-07,NumPy,57
2025-04-11,Chainlink,291
2025-04-11,Foundry,1380
2025-04-11,Python,253
2025-04-11,Internet Archive,55
2025-04-11,Homebrew,527
2025-04-11,Aave,78
2025-04-11,Foundry,1380
2025-04-11,Pydantic,67
2022-01-23,Foundry,138
2022-01-23,Internet Archive,2
2022-01-23,W3C,93
2022-01-23,Aave,5
2022-01-23,Foundry,138
2022-01-23,DefiLlama,53
2022-01-23,Chainlink,2
2022-01-23,Docker,12
2022-01-23,Node.js,75
2022-01-23,Chainlink,19
2022-01-23,Facebook Open Source,138
2022-01-23,pandas,114
2022-01-02,Chainlink,11
2022-01-02,Hugging Face,42
2022-01-02,DefiLlama,103
2022-01-02,The Rust Programming Language,656
2022-01-02,Node.js,72
2022-01-02,Offchain Labs,2
2022-01-02,pandas,20
2022-01-02,Facebook Open Source,95
2022-01-02,Chainlink,11
2022-08-11,The Unicode Consortium,67
2022-08-11,NumPy,37
2022-08-11,Foundry,126
2022-08-11,Hugging Face,695
2022-08-11,Offchain Labs,139
2022-08-11,Facebook Open Source,393
2022-08-11,Node.js,80
2022-08-11,Chainlink,146
2022-08-11,pandas,63
2022-08-11,The Rust Programming Language,979
2022-01-04,Foundry,403
2022-01-04,Python,195
2022-01-04,Vercel,98
2022-01-04,Internet Archive,68
2022-01-04,Kubernetes,561
2022-01-04,Aave,15
2022-01-04,Foundry,403
2022-01-04,Chainlink,114
2022-01-04,Docker,40
2022-09-17,W3C,76
2022-03-24,Internet Archive,52
2022-03-24,Chainlink,109
2022-03-24,W3C,269
2022-03-24,Aave,34
2022-07-23,DefiLlama,77
2022-07-23,Chainlink,2
2022-07-23,Foundry,32
2022-07-23,NumPy,3
2022-07-23,Offchain Labs,79
2022-07-23,The Unicode Consortium,16
2022-07-23,Facebook Open Source,120
2022-07-23,The Rust Programming Language,908
2022-07-23,Node.js,122
2022-07-23,Hugging Face,125
2022-07-23,pandas,39
2022-04-30,Foundry,281
2022-04-30,Foundry,51
2022-04-30,Internet Archive,4
2022-04-30,Prometheus,14
2022-04-30,Python,176
2022-04-30,Foundry,281
2022-04-30,Aave,5
2022-04-30,Homebrew,304
2022-04-30,Docker,48
2022-04-30,Vercel,61
2022-04-30,W3C,41
2022-04-30,pandas,53
2022-04-30,Aave,5
2022-04-30,Aave,5
2025-04-29,Internet Archive,47
2025-04-04,Chainlink,337
2025-04-04,NumPy,58
2025-04-23,The Unicode Consortium,71
2025-04-23,Node.js,146
2025-04-23,The Rust Programming Language,1779
2025-04-23,Chainlink,296
2025-04-23,Facebook Open Source,447
2025-04-23,Docker,264
2025-04-23,Offchain Labs,108
2025-04-23,Foundry,1667
2025-04-23,Hugging Face,671
2025-02-19,Foundry,37
2025-02-19,NumPy,43
2025-02-19,Homebrew,523
2025-02-19,DefiLlama,187
2025-04-29,Foundry,1635
2022-08-29,Aave,60
2022-08-29,DefiLlama,122
2022-08-29,W3C,239
2022-08-29,Chainlink,41
2022-08-29,The Rust Programming Language,1115
2022-08-29,Chainlink,139
2022-08-29,Microsoft Azure,1841
2022-08-29,Aave,53
2022-08-29,Facebook Open Source,361
2022-08-29,The Unicode Consortium,76
2022-08-29,Prometheus,38
2022-08-29,Node.js,121
2022-08-29,Vercel,115
2022-08-29,pandas,70
2022-08-29,Hugging Face,481
2022-08-29,CockroachDB,286
2022-08-29,Kubernetes,668
2022-08-29,Docker,68
2022-08-29,Offchain Labs,33
2022-08-29,Homebrew,322
2022-08-29,Python,176
2022-08-29,Internet Archive,19
2022-08-29,Aave,60
2022-08-29,Foundry,946
2022-08-29,Pydantic,10
2022-05-03,Microsoft Azure,1176
2022-05-03,Offchain Labs,53
2022-05-03,The Unicode Consortium,59
2022-12-26,Kubernetes,174
2022-12-26,CockroachDB,3
2022-12-26,Aave,9
2022-12-26,Vercel,70
2022-12-26,Aave,9
2022-12-26,Offchain Labs,4
2022-12-26,Node.js,55
2022-12-26,Chainlink,9
2022-12-26,Facebook Open Source,64
2022-12-26,Foundry,17
2022-12-26,Python,125
2022-12-26,Prometheus,16
2022-12-26,pandas,20
2022-12-26,The Rust Programming Language,635
2022-01-04,W3C,177
2022-01-04,Chainlink,53
2022-01-04,NumPy,88
2022-01-04,Chainlink,114
2022-01-04,Homebrew,422
2022-06-09,DefiLlama,118
2022-06-09,Docker,54
2022-09-17,Chainlink,17
2022-09-17,Vercel,52
2022-09-17,Chainlink,8
2022-09-17,Chainlink,17
2022-09-17,The Unicode Consortium,50
2022-09-17,NumPy,50
2022-09-17,Foundry,31
2022-09-17,Microsoft Azure,178
2022-09-17,Aave,31
2022-09-17,Offchain Labs,7
2022-09-17,Prometheus,7
2022-09-17,The Rust Programming Language,740
2022-09-17,Pydantic,1
2022-09-17,Facebook Open Source,105
2022-10-31,Internet Archive,14
2022-10-31,W3C,216
2022-10-31,Chainlink,35
2022-03-24,Foundry,551
2022-03-24,Chainlink,42
2022-03-24,DefiLlama,86
2022-03-24,Docker,51
2022-03-24,pandas,45
2022-04-14,pandas,55
2022-04-14,Docker,69
2022-04-14,Kubernetes,416
2022-04-14,Node.js,88
2022-04-14,CockroachDB,204
2022-04-14,Vercel,119
2022-04-14,Foundry,58
2022-04-14,Python,232
2022-04-14,Homebrew,447
2022-04-14,Internet Archive,89
2022-04-14,Foundry,433
2022-04-14,Prometheus,60
2022-12-07,Chainlink,98
2022-12-07,Foundry,1066
2025-01-19,Node.js,95
2025-01-19,The Rust Programming Language,1409
2025-01-19,The Unicode Consortium,16
2025-01-19,Microsoft Azure,197
2025-01-19,Aave,48
2025-01-19,NumPy,32
2025-02-19,Foundry,1943
2025-02-19,Docker,86
2025-02-19,Chainlink,114
2025-02-19,Aave,88
2025-02-19,CockroachDB,195
2025-02-19,Chainlink,292
2025-02-19,Vercel,262
2025-02-19,Aave,124
2025-02-19,Facebook Open Source,434
2025-02-19,Offchain Labs,200
2025-02-19,Hugging Face,489
2025-02-19,The Rust Programming Language,1712
2025-02-19,pandas,44
2025-02-19,Node.js,113
2025-04-23,Homebrew,367
2025-04-23,Internet Archive,23
2025-04-23,Alchemy,34
2025-04-23,Python,240
2022-05-21,Docker,21
2022-02-27,Foundry,118
2022-02-27,NumPy,30
2022-02-27,DefiLlama,21
2022-12-07,Aave,68
2022-12-07,W3C,378
2022-12-07,Foundry,1066
2022-12-07,CockroachDB,249
2022-12-07,pandas,79
2022-12-07,Aave,68
2022-12-07,Docker,124
2022-12-07,Hugging Face,395
2022-12-07,Offchain Labs,19
2022-12-07,The Rust Programming Language,825
2022-12-07,Node.js,72
2022-12-07,Kubernetes,616
2022-12-07,Facebook Open Source,482
2022-12-07,Aave,66
2022-12-07,The Unicode Consortium,13
2022-12-07,Foundry,42
2022-12-07,Microsoft Azure,1331
2022-04-08,Chainlink,56
2022-04-08,Docker,97
2022-12-01,Node.js,87
2022-12-01,Aave,31
2022-12-01,Kubernetes,439
2022-12-01,The Rust Programming Language,1046
2022-02-04,NumPy,37
2022-02-04,Microsoft Azure,1385
2022-02-04,Chainlink,175
2022-02-04,Vercel,218
2022-02-04,Aave,17
2022-02-04,Chainlink,175
2022-02-04,The Unicode Consortium,37
2022-02-04,Chainlink,57
2022-04-24,Internet Archive,10
2022-04-24,Chainlink,44
2022-04-24,DefiLlama,65
2022-04-24,CockroachDB,38
2022-04-24,Docker,12
2022-11-18,CockroachDB,192
2022-11-18,Microsoft Azure,1511
2022-11-18,Hugging Face,316
2022-11-18,Node.js,101
2022-11-18,Facebook Open Source,365
2022-11-18,Offchain Labs,5
2022-11-18,pandas,141
2022-11-18,The Unicode Consortium,54
2022-11-18,Aave,60
2022-11-18,The Rust Programming Language,921
2022-04-26,Foundry,53
2022-04-26,Node.js,100
2022-04-26,The Rust Programming Language,1569
2022-04-26,Hugging Face,326
2022-04-26,Docker,66
2022-04-26,Offchain Labs,47
2022-04-26,Internet Archive,77
2022-04-26,Facebook Open Source,480
2022-04-26,Kubernetes,482
2022-04-26,Python,200
2022-04-26,Prometheus,73
2022-04-26,Aave,46
2022-04-26,Foundry,760
2022-06-09,CockroachDB,420
2022-06-09,Aave,68
2022-06-09,Aave,68
2022-06-09,Foundry,826
2022-06-09,Python,174
2022-06-09,Homebrew,393
2022-06-09,The Rust Programming Language,926
2022-06-09,Foundry,47
2022-06-09,Prometheus,44
2022-06-09,NumPy,83
2025-02-16,W3C,56
2025-02-16,Docker,19
2025-02-16,Chainlink,2
2025-02-16,DefiLlama,55
2025-02-16,pandas,12
2025-02-16,Aave,50
2025-01-25,Foundry,3
2025-01-25,Docker,26
2025-01-25,Alchemy,5
2025-01-25,Offchain Labs,18
2025-01-25,W3C,88
2025-01-25,CockroachDB,32
2025-01-25,Chainlink,8
2025-01-06,Aave,121
2025-01-06,CockroachDB,246
2025-01-06,Vercel,187
2025-01-06,Chainlink,147
2025-01-06,Node.js,177
2025-01-06,W3C,216
2025-01-06,Alchemy,19
2025-01-06,Pydantic,47
2025-02-10,EigenLayer,145
2025-02-10,DefiLlama,204
2025-02-10,Chainlink,292
2025-02-10,NumPy,42
2025-02-10,Foundry,1811
2025-02-10,Homebrew,471
2025-02-10,Python,183
2025-04-16,Chainlink,56
2025-04-16,Chainlink,175
2025-04-16,Microsoft Azure,1276
2025-04-16,CockroachDB,156
2025-04-16,Foundry,1615
2025-04-16,Vercel,183
2025-04-16,The Unicode Consortium,54
2025-04-16,Foundry,1615
2025-04-16,Aave,51
2025-04-16,Aave,66
2025-04-16,Pydantic,96
2025-04-16,Internet Archive,30
2025-01-22,Hugging Face,459
2025-01-22,Aave,59
2025-01-22,Microsoft Azure,1511
2025-01-22,Offchain Labs,101
2025-01-22,Vercel,221
2025-01-22,Alchemy,8
2025-01-22,The Unicode Consortium,78
2025-01-22,Node.js,140
2025-01-22,The Rust Programming Language,1736
2025-01-22,Chainlink,284
2022-06-09,Offchain Labs,35
2022-06-09,Hugging Face,556
2022-09-17,Hugging Face,213
2022-09-17,Python,133
2022-09-17,Kubernetes,198
2022-09-17,Node.js,108
2022-09-17,pandas,79
2022-09-17,Docker,10
2022-09-17,Aave,40
2022-09-17,Homebrew,328
2022-09-17,CockroachDB,26
2022-09-17,DefiLlama,60
2022-09-17,Foundry,366
2022-12-07,Homebrew,414
2022-12-07,NumPy,78
2022-01-14,NumPy,35
2022-01-14,Python,221
2022-05-15,Homebrew,399
2022-05-15,Foundry,123
2022-05-15,Foundry,33
2022-05-15,The Unicode Consortium,7
2022-05-15,NumPy,11
2022-05-15,Vercel,67
2022-05-15,CockroachDB,17
2022-05-15,Aave,10
2022-05-15,Aave,12
2022-05-15,Kubernetes,179
2022-05-15,Microsoft Azure,195
2022-05-15,W3C,67
2022-02-27,Internet Archive,10
2022-02-27,Foundry,118
2022-02-27,Prometheus,5
2022-02-27,Docker,37
2022-02-27,Homebrew,241
2022-02-27,Vercel,7
2022-02-27,Aave,14
2022-02-27,Python,87
2022-02-27,Kubernetes,149
2022-02-27,Aave,14
2022-02-27,W3C,84
2022-02-27,Microsoft Azure,256
2022-02-27,The Unicode Consortium,2
2022-02-27,CockroachDB,64
2022-02-27,The Rust Programming Language,588
2022-02-27,Hugging Face,23
2022-02-27,Offchain Labs,2
2022-02-27,Facebook Open Source,77
2022-02-27,Node.js,84
2022-02-27,Chainlink,28
2022-02-27,pandas,114
2022-03-20,Foundry,154
2022-03-20,Internet Archive,13
2022-12-25,Chainlink,2
2022-12-25,W3C,40
2022-12-25,Aave,14
2022-12-25,Foundry,204
2022-12-25,The Unicode Consortium,8
2022-12-25,Homebrew,157
2022-05-31,Hugging Face,682
2022-05-31,Offchain Labs,40
2022-05-31,Facebook Open Source,285
2022-05-31,NumPy,18
2022-05-31,Aave,61
2022-05-31,Chainlink,108
2022-06-21,DefiLlama,85
2022-06-21,Facebook Open Source,267
2022-06-21,Hugging Face,703
2022-06-21,Offchain Labs,17
2022-06-21,Internet Archive,21
2022-06-21,Foundry,699
2022-11-12,Internet Archive,29
2022-11-12,Foundry,471
2022-11-12,Aave,23
2022-11-12,Docker,84
2022-11-12,Aave,23
2022-11-12,Foundry,471
2022-11-12,DefiLlama,30
2022-04-20,CockroachDB,270
2022-04-20,DefiLlama,102
2022-04-20,Docker,47
2022-04-20,pandas,31
2022-04-20,Offchain Labs,43
2022-04-20,Facebook Open Source,507
2022-04-20,Hugging Face,434
2022-04-20,Foundry,570
2022-04-20,Internet Archive,58
2025-02-12,Foundry,1849
2025-02-12,Foundry,1849
2025-02-12,CockroachDB,214
2025-02-12,Docker,102
2025-02-12,DefiLlama,166
2025-02-12,Aave,84
2025-02-12,The Unicode Consortium,82
2025-02-12,Microsoft Azure,1687
2025-02-12,Facebook Open Source,442
2025-02-12,Hugging Face,630
2025-02-12,Offchain Labs,116
2025-02-12,Vercel,280
2025-02-12,Chainlink,129
2025-02-12,W3C,339
2025-02-12,Foundry,65
2025-02-12,pandas,36
2025-02-12,NumPy,39
2025-02-12,Chainlink,354
2025-02-12,Aave,91
2025-02-12,Node.js,151
2025-02-12,Chainlink,354
2025-02-12,The Rust Programming Language,1940
2025-01-16,CockroachDB,255
2025-01-16,Aave,62
2025-01-16,EigenLayer,138
2025-01-16,DefiLlama,162
2025-01-16,Aave,62
2025-01-16,Docker,93
2022-05-12,Python,172
2022-05-12,Microsoft Azure,1567
2022-05-12,Foundry,515
2022-05-12,The Rust Programming Language,1041
2022-05-12,Prometheus,20
2022-05-12,The Unicode Consortium,84
2022-05-12,Foundry,54
2022-05-12,Kubernetes,629
2022-05-12,Vercel,116
2022-05-12,Aave,7
2022-05-12,Chainlink,125
2022-02-01,Hugging Face,324
2022-02-01,DefiLlama,71
2022-02-01,Docker,37
2022-12-19,Chainlink,30
2022-12-19,Aave,38
2022-12-19,Internet Archive,18
2022-12-19,Aave,56
2022-12-19,Foundry,880
2022-12-19,Chainlink,4
2022-12-19,Node.js,162
2022-12-19,The Rust Programming Language,1352
2022-12-19,Aave,38
2022-12-19,Python,112
2022-12-19,The Unicode Consortium,57
2022-12-19,Prometheus,35
2022-12-19,Foundry,16
2022-12-19,Chainlink,30
2022-12-19,Microsoft Azure,1143
2022-12-19,Kubernetes,446
2022-12-19,Vercel,158
2022-12-19,Foundry,880
2022-05-12,Chainlink,125
2022-05-12,Internet Archive,21
2022-05-12,Hugging Face,419
2022-05-12,Facebook Open Source,543
2022-05-12,Aave,11
2022-05-12,Foundry,515
2022-10-24,Prometheus,37
2022-10-24,CockroachDB,230
2022-10-24,Microsoft Azure,1503
2022-10-24,Facebook Open Source,404
2022-10-24,Aave,97
2022-12-19,W3C,223
2022-08-01,Hugging Face,603
2022-08-01,Node.js,81
2022-08-01,Prometheus,55
2022-08-01,Aave,48
2022-08-01,Python,251
2022-08-01,Docker,63
2022-08-01,Homebrew,442
2022-08-01,DefiLlama,104
2022-08-01,Aave,48
2022-08-01,CockroachDB,241
2022-05-06,W3C,212
2022-05-06,Aave,12
2022-01-26,Aave,44
2022-01-26,Foundry,567
2022-01-26,Aave,15
2022-01-26,Chainlink,275
2022-01-26,Microsoft Azure,1534
2022-01-26,The Unicode Consortium,62
2022-01-26,Aave,44
2022-01-26,Foundry,567
2022-01-26,Python,247
2022-01-26,Prometheus,81
2022-01-26,Kubernetes,719
2022-07-26,Microsoft Azure,1897
2022-07-26,W3C,269
2022-07-26,The Unicode Consortium,56
2022-07-26,Chainlink,209
2022-07-26,Aave,79
2022-07-26,Internet Archive,41
2022-07-26,Python,239
2022-07-26,Prometheus,40
2022-07-26,Homebrew,421
2022-07-26,Kubernetes,821
2022-07-26,Foundry,966
2022-07-26,NumPy,8
2022-07-26,Foundry,52
2022-08-16,Aave,32
2022-08-16,Aave,32
2022-08-16,Chainlink,49
2022-08-16,W3C,317
2022-08-16,CockroachDB,331
2022-08-16,Docker,68
2022-01-07,Foundry,398
2022-01-07,Chainlink,100
2022-01-07,Aave,25
2022-01-07,Internet Archive,41
2022-07-07,Aave,54
2022-02-13,Chainlink,19
2022-02-13,DefiLlama,40
2022-02-13,NumPy,75
2022-02-13,Aave,37
2022-02-13,Foundry,76
2022-02-13,Foundry,76
2022-09-01,Python,133
2022-09-01,The Unicode Consortium,63
2022-09-01,Prometheus,29
2022-09-01,Foundry,41
2022-01-01,Foundry,34
2022-01-01,Internet Archive,4
2022-03-29,Node.js,83
2022-03-29,Kubernetes,831
2022-03-29,Chainlink,137
2022-03-29,pandas,83
2022-03-29,The Rust Programming Language,806
2022-03-29,Prometheus,65
2022-03-29,Python,180
2022-03-29,Foundry,429
2022-03-29,Hugging Face,386
2022-03-29,DefiLlama,117
2022-03-29,Docker,48
2022-03-29,CockroachDB,488
2022-08-13,Homebrew,353
2022-08-13,NumPy,18
2022-08-13,Aave,31
2022-08-13,Kubernetes,151
2022-08-13,Python,149
2022-08-13,Foundry,201
2022-01-26,Hugging Face,194
2022-01-26,Offchain Labs,17
2022-01-26,The Rust Programming Language,1362
2022-01-26,pandas,78
2022-01-26,Homebrew,431
2022-01-26,NumPy,54
2022-01-26,Vercel,252
2022-11-24,NumPy,39
2022-11-24,Kubernetes,455
2022-11-24,Foundry,28
2022-11-24,Python,261
2022-11-24,Offchain Labs,6
2022-11-24,The Unicode Consortium,10
2022-11-24,Hugging Face,250
2022-11-24,Microsoft Azure,1057
2022-11-24,Facebook Open Source,344
2022-11-24,Prometheus,28
2022-11-24,The Rust Programming Language,906
2022-11-24,Docker,87
2022-11-24,Chainlink,12
2022-11-24,Node.js,140
2022-11-24,Pydantic,14
2022-11-24,Aave,78
2022-04-17,Aave,7
2022-04-17,The Rust Programming Language,662
2022-04-17,Python,143
2022-04-17,pandas,28
2022-04-17,CockroachDB,32
2022-04-17,Prometheus,7
2022-04-17,Microsoft Azure,108
2022-04-17,Chainlink,37
2022-04-17,Aave,26
2022-04-17,DefiLlama,37
2022-04-17,Docker,113
2022-04-17,Hugging Face,45
2022-08-16,Foundry,857
2022-08-16,Internet Archive,30
2022-08-16,pandas,117
2022-08-16,Offchain Labs,60
2022-08-16,DefiLlama,159
2022-08-16,Hugging Face,506
2022-08-16,Facebook Open Source,460
2022-08-16,The Rust Programming Language,1330
2022-08-16,Foundry,32
2022-08-16,Python,163
2022-08-16,The Unicode Consortium,74
2022-11-05,Foundry,16
2022-11-05,Python,165
2022-11-05,Homebrew,481
2022-11-05,W3C,65
2022-11-05,Foundry,393
2022-11-05,NumPy,4
2022-11-05,Chainlink,1
2022-11-05,Aave,28
2022-11-05,Vercel,24
2022-11-05,The Unicode Consortium,11
2022-11-05,CockroachDB,60
2022-12-12,Python,121
2022-12-12,The Rust Programming Language,921
2022-12-28,Homebrew,430
2022-12-28,CockroachDB,157
2022-12-28,Aave,66
2022-08-07,Hugging Face,67
2022-08-07,The Rust Programming Language,726
2022-08-07,Node.js,59
2022-08-07,Aave,2
2022-08-07,Homebrew,351
2022-08-07,DefiLlama,54
2022-08-07,NumPy,35
2025-02-28,Kubernetes,568
2025-02-28,pandas,21
2025-02-28,Python,220
2025-02-28,Homebrew,469
2025-04-13,Chainlink,32
2025-04-13,Node.js,142
2025-04-13,Offchain Labs,6
2025-04-13,The Rust Programming Language,1148
2025-04-13,Foundry,240
2025-04-13,Docker,41
2025-04-13,Chainlink,9
2025-03-15,Facebook Open Source,167
2025-03-15,Hugging Face,177
2025-03-15,Internet Archive,17
2025-03-15,Foundry,395
2025-03-15,Chainlink,44
2025-03-15,Aave,45
2025-03-15,Chainlink,44
2025-03-15,Chainlink,7
2025-03-15,Vercel,70
2025-03-15,Aave,45
2025-03-15,Aave,45
2025-03-15,EigenLayer,29
2025-02-03,EigenLayer,166
2025-02-03,Homebrew,476
2025-02-03,The Unicode Consortium,65
2025-02-03,Alchemy,24
2025-02-03,The Rust Programming Language,1586
2025-02-03,Foundry,1643
2025-02-03,Prometheus,70
2025-02-03,Microsoft Azure,1072
2025-02-03,Kubernetes,429
2025-02-03,Aave,59
2025-02-03,Chainlink,320
2025-02-03,Vercel,204
2025-02-03,Foundry,77
2025-03-12,W3C,290
2025-03-12,Python,229
2025-03-12,Kubernetes,573
2025-03-12,EigenLayer,185
2025-03-12,Node.js,113
2025-03-12,Microsoft Azure,1699
2025-03-12,The Unicode Consortium,108
2025-03-12,Hugging Face,506
2025-03-12,Facebook Open Source,520
2025-03-12,Offchain Labs,62
2025-03-12,Pydantic,65
2025-03-12,The Rust Programming Language,1815
2025-03-12,Prometheus,49
2025-03-12,Aave,61
2025-03-12,Chainlink,112
2025-03-12,Vercel,196
2025-02-21,Microsoft Azure,1387
2025-02-21,Node.js,146
2025-02-21,Pydantic,58
2025-02-21,Docker,110
2025-02-21,Hugging Face,569
2025-02-21,Offchain Labs,112
2025-02-21,EigenLayer,145
2025-02-21,DefiLlama,137
2025-02-21,Aave,56
2025-02-21,Foundry,1686
2025-02-21,Python,156
2025-02-21,Foundry,32
2025-02-21,Homebrew,427
2025-02-21,W3C,224
2025-02-21,Chainlink,297
2025-02-21,Chainlink,70
2025-02-21,Alchemy,30
2025-02-21,NumPy,43
2025-02-21,Facebook Open Source,400
2025-02-21,Aave,59
2025-02-21,Vercel,207
2025-02-21,pandas,35
2025-02-21,Foundry,1686
2025-02-21,CockroachDB,159
2025-02-21,The Unicode Consortium,128
2025-02-21,Kubernetes,475
2025-02-21,Prometheus,53
2025-02-21,The Rust Programming Language,1937
2025-02-21,Aave,56
2025-02-21,Chainlink,297
2025-01-27,DefiLlama,140
2025-01-27,CockroachDB,195
2025-01-27,Docker,72
2025-01-27,Offchain Labs,99
2025-01-27,Hugging Face,509
2025-01-27,Facebook Open Source,339
2025-01-27,Internet Archive,23
2025-01-27,Chainlink,279
2025-01-27,Aave,83
2025-02-15,NumPy,21
2025-03-24,Prometheus,39
2025-03-24,Hugging Face,569
2025-03-05,W3C,336
2025-03-05,The Unicode Consortium,62
2025-03-05,Microsoft Azure,1441
2025-03-05,Hugging Face,480
2025-03-05,Python,214
2025-03-05,Foundry,1610
2025-04-05,Aave,58
2025-02-08,Foundry,376
2025-02-08,Internet Archive,16
2025-02-08,Python,180
2025-02-08,Prometheus,16
2025-02-08,The Rust Programming Language,1390
2025-02-08,Foundry,1
2025-02-08,W3C,83
2025-02-08,Kubernetes,196
2025-02-08,NumPy,58
2025-02-08,Facebook Open Source,138
2025-02-08,Hugging Face,233
2025-02-08,Offchain Labs,32
2025-02-08,Docker,33
2025-02-08,EigenLayer,33
2025-02-08,CockroachDB,43
2025-02-08,Aave,46
2025-02-08,DefiLlama,73
2025-02-08,Homebrew,313
2025-02-08,Aave,46
2025-02-08,Pydantic,15
2025-01-18,DefiLlama,76
2025-01-18,EigenLayer,43
2025-01-18,Homebrew,331
2025-01-18,Chainlink,40
2025-02-24,pandas,29
2025-02-24,Homebrew,462
2025-03-17,Homebrew,479
2025-03-17,EigenLayer,110
2025-03-17,Pydantic,86
2025-03-17,Offchain Labs,37
2025-03-17,Foundry,1650
2025-03-17,Hugging Face,535
2025-03-17,Aave,59
2025-02-24,Aave,128
2025-02-24,CockroachDB,125
2025-02-24,Docker,73
2025-02-24,DefiLlama,123
2025-02-24,Foundry,1546
2025-02-24,Foundry,1546
2025-03-17,Internet Archive,77
2025-03-17,Node.js,244
2025-03-17,Kubernetes,606
2025-03-17,Foundry,1650
2025-03-17,The Rust Programming Language,1661
2025-03-17,Prometheus,55
2025-03-17,The Unicode Consortium,69
2025-03-17,Alchemy,56
2025-03-17,Aave,71
2025-03-17,Chainlink,261
2025-03-17,Microsoft Azure,1461
2025-03-17,Foundry,103
2025-03-17,Vercel,174
2025-02-26,pandas,33
2025-02-26,Kubernetes,438
2025-02-26,Chainlink,248
2025-02-26,Microsoft Azure,1820
2025-02-26,The Unicode Consortium,99
2025-02-26,Foundry,1789
2025-02-26,Chainlink,248
2025-02-26,Alchemy,13
2025-02-26,The Rust Programming Language,1699
2025-02-26,Chainlink,109
2025-02-26,Node.js,134
2025-02-26,Vercel,191
2025-02-26,Aave,104
2025-02-05,CockroachDB,168
2025-02-05,Pydantic,75
2025-02-05,DefiLlama,180
2025-02-05,Aave,78
2025-02-05,Docker,63
2025-02-05,Foundry,1766
2025-02-05,Internet Archive,48
2025-02-05,Foundry,1766
2025-02-05,Aave,78
2025-02-05,EigenLayer,195
2025-02-05,Foundry,26
2025-02-05,W3C,313
2025-02-05,Chainlink,299
2025-02-05,NumPy,92
2025-02-05,Chainlink,111
2025-02-05,Chainlink,299
2025-02-05,Alchemy,28
2025-02-05,The Unicode Consortium,71
2025-02-05,Aave,114
2025-02-18,Python,205
2025-02-18,Kubernetes,473
2025-02-18,Prometheus,81
2025-02-18,Homebrew,519
2025-02-18,Foundry,2005
2025-02-18,EigenLayer,244
2025-02-18,Chainlink,369
2025-02-18,NumPy,41
2025-02-18,DefiLlama,186
2025-02-18,Aave,105
2025-04-02,CockroachDB,130
2025-04-02,Aave,91
2025-04-02,The Unicode Consortium,72
2025-04-02,Vercel,257
2025-04-02,Foundry,1732
2025-04-02,Pydantic,85
2025-04-02,Foundry,1732
2025-04-02,Prometheus,61
2025-04-02,Aave,91
2025-04-02,Microsoft Azure,1776
2025-03-11,Foundry,1711
2025-03-11,CockroachDB,258
2025-03-11,Docker,98
2025-03-11,pandas,44
2025-03-11,Facebook Open Source,535
2025-03-11,DefiLlama,194
2025-03-11,Hugging Face,405
2025-03-11,Offchain Labs,127
2025-03-11,Chainlink,272
2025-02-05,Kubernetes,531
2025-02-05,Homebrew,502
2025-02-20,NumPy,45
2025-02-20,Foundry,45
2025-02-20,Chainlink,257
2025-02-20,Vercel,212
2025-02-20,Foundry,1739
2025-02-20,Kubernetes,458
2025-01-30,Aave,59
2025-01-30,The Rust Programming Language,1440
2025-01-30,Pydantic,69
2025-01-30,Facebook Open Source,476
2025-01-30,Node.js,122
2025-01-30,Hugging Face,554
2025-01-30,Offchain Labs,82
2025-01-30,DefiLlama,130
2025-01-30,CockroachDB,172
2025-01-11,Chainlink,10
2025-03-08,pandas,24
2025-03-08,The Rust Programming Language,1511
2025-03-08,The Unicode Consortium,16
2025-03-08,Pydantic,12
2025-03-08,Facebook Open Source,162
2025-03-08,Node.js,105
2025-03-08,Microsoft Azure,288
2025-03-08,Kubernetes,243
2025-03-08,Docker,42
2025-03-08,Hugging Face,137
