,Project ID,Project Name,Applicant Type,Bio,Website,Attester Address,Payout Address,Tags,GOVERNANCE_FUND (OP),OTHER (USD),PARTNER_FUND (OP),RETROPGF_1 (USD),RETROPGF_2 (OP),REVENUE (USD)
135.0,0x16975e7a89132161310d5fb63766352915c0311044748fa7ee80ea507812edde,sorryvrerror,INDIVIDUAL,The NFT artist introducing Optimism blockchain to Layer1 and Web2 business.,https://sorryvrerror.co/,0x6fF5723435b7dfC2371B57Fb5cB4c373E5995C78,0x110cf16fc17f24a6df36357f3468e775beb2aa90,['END_USER_EXPERIENCE_AND_ADOPTION'],,,,,,
136.0,0x55b066faef9778562ef6b74addcd11c169bfa05d4d2b00fa56ab3d003a5246d9,Bress,PROJECT,Bress is an alternative client for browsing Mirror articles,https://bress.xyz/,0x629898596DC5f16c31aF69382AB7985654332e78,0xACAA9D38Bd41512370e3C24fe2E5098cd8306815,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,0.0,0.0,0.0,0.0,0.0
137.0,0x09a432ebeb70fe4d205e410b028c0ac46b04aa9e1e96b9fafdeb8dc06dbb22e0,Test in Prod,PROJECT,Test in Prod is a core development team of Optimism Collective.,https://testinprod.io,0x0583EeA7C089A7f74c1Fe4e6CCF1072FA016b50A,0x955f815dc8fe61cedb0da413c8ac466aac209a41,['OP_STACK'],0.0,0.0,5000000.0,0.0,0.0,0.0
138.0,0x3a19a401d8892df9abdc19a255ef686d98ff5e2cb629a03f90272e89725ac3e5,Velocimeter,PROJECT,Velocimeter is a ve33 Dex offering options tokens as emissions and as a service.,https://velocimeter.xyz/,0x069e85D4F1010DD961897dC8C095FBB5FF297434,0x069e85d4f1010dd961897dc8c095fbb5ff297434,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",0.0,0.0,0.0,0.0,0.0,0.0
139.0,0xec28a8a5e5c37b7ed2633d2618df0b3c2ff0e3b1ffbdd401d317a90b5c884b9a,BunnyAI,PROJECT,Explore fun rabbit holes generated LLMs using crypto micropayments,https://bunnyai.vercel.app/,0xAA371e26742290063d92F0Bd7197aC2D8d3aC4f1,0xAA371e26742290063d92F0Bd7197aC2D8d3aC4f1,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",0.0,5500.0,0.0,0.0,0.0,0.0
140.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto,PROJECT,Flipside is a leading data provider & growth partner for blockchain ecosystems,https://flipsidecrypto.xyz/,0x62a43123FE71f9764f26554b3F5017627996816a,0x1ef753934C40a72a60EaB12A68B6f8854439AA78,"['END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",0.0,0.0,0.0,0.0,40079.68,0.0
141.0,0x17cfb81d50a65a6ef3e7ecfdf8e4ca428514d77e74ca3c650d4ba9926f9e67ac,Giveth,PROJECT,"Supporting nonprofits on Optimism, & building towards Impact = Profit since 2016",https://giveth.io,0x634977e11C823a436e587C1a1Eca959588C64287,0x4d9339dd97db55e3b9bcbe65de39ff9c04d1c2cd,"['COLLECTIVE_GOVERNANCE', 'DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",40000.0,268559.08,0.0,24450.0,129814.43,0.0
142.0,0x75c17ab86592588357ebe8f116dab73c6a531ec20a5b23a1f57ae7d85dbb3549,Erigon,PROJECT,Ethereum implementation on the efficiency frontier,https://erigon.ch/,0x9D20893054afC4A74b856089c44F9A09d1C38Db0,0x9D20893054afC4A74b856089c44F9A09d1C38Db0,"['DEVELOPER_ECOSYSTEM', 'OP_STACK']",0.0,0.0,0.0,0.0,141650.0,0.0
143.0,0x2b4aeb64146ded169a426bde053b3f9e9e925ee740a58149d92812114af83de6,Splits,PROJECT,Splits makes onchain payments easy.,https://splits.org/,0x9ebC8E61f87A301fF25a606d7C06150f856F24E2,0xe37B8373Fee7e13C2050eA386F3B6e4FE595a7c9,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",0.0,65000.0,0.0,0.0,52154.24,0.0
144.0,0x2be7f3d97285899944dc774d48ae5bb1c1df672d68fdee9c77e03b6974fdcb6d,coinman,INDIVIDUAL,Chinese influencer,https://mp.weixin.qq.com/s/RMWpdzaI7ZFjwAeBJwhIYw,0x7626fbA64DEB1683a364c32F30370215f05C1F09,0xA8Ebf456196621f390a47fF75713c3FdDA05eee3,['END_USER_EXPERIENCE_AND_ADOPTION'],10000.0,0.0,0.0,0.0,0.0,0.0
145.0,0x2f13f29404a2aa8725336f24fcda2eadd5f15ef510db6063b5b0e5b49968c40d,Copin.io,PROJECT,"Explore, analyze and copy on-chain traders from the top of the perpetual DEX",https://copin.io,0x1A561e43f264952D7b4F25Fb4967122c87618Beb,0x1A561e43f264952D7b4F25Fb4967122c87618Beb,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,3800.0,0.0,0.0,0.0,0.0
146.0,0x2ce0a71770e02af9a60965fd214e45283cc8adf5328ba54fecc9799b6c5adf6a,satorrr,PROJECT,A dune dashboard tracking onchain governance behavior at the Op Collective,https://dune.com/usc-blockchain-club/optimism-delegates,0x5c1D15dC3da43A18E60C2DdB87B3466097855530,0x5c1D15dC3da43A18E60C2DdB87B3466097855530,['COLLECTIVE_GOVERNANCE'],0.0,0.0,0.0,0.0,0.0,0.0
147.0,0x2bb6fd5bdce9bec41b0ede8c956aeeef777a3ffa14aaf953e3828c245352363e,SEED Latam,PROJECT,Working towards increasing Latin Americans participation in governance.,https://seedlatam.org/,0x0087a081a9B430fd8f688c6ac5dD24421BfB060D,0x59De6dEBDbb63C374EEB418C80191831A69027d5,['COLLECTIVE_GOVERNANCE'],0.0,461.42,0.0,0.0,55061.0,0.0
148.0,0x494d0957610b0e388d1cd8746ec6d9bb2237d0ab7467a6f216c557ef7a6ac83a,BanklessUA,PROJECT,We translate and create content for people who speak Ukrainian,https://linktr.ee/banklessua,0x7292667C8A55bd56d496D2EDcB5Cfb37D554f943,0xCEe10DA6B44B83b8F336fAF006Fe44612885B905,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,1648.46,0.0,0.0,600.0,0.0
149.0,0xd2a9d5fcec639fa8163db2e6a22d551c778226fd2edf17e9fd8a64fa7c7d0983,Moso,PROJECT,Earn crypto by shopping at your favorite online stores!,https://moso.xyz,0xc22d2Ee59A228DFA5d2286D41CC6B09F77016201,0x35856590Aa47e1958EE0432B8341BB820E51D4bC,['END_USER_EXPERIENCE_AND_ADOPTION'],,,,,,
150.0,0x356900a8a5aa893d522dfcd67cc89f6472f8793ea8cf41088b47833ff1c16b5f,OP Reth,PROJECT,"OP Reth is Reth but for the Optimism Collective, a new high performance client.",https://github.com/paradigmxyz/reth/pull/4377,0x3BEFcAE114bF14ce0F8E6E205759E9176B66d8D6,0x3BEFcAE114bF14ce0F8E6E205759E9176B66d8D6,['OP_STACK'],,,,,,
151.0,0x6171948a78c9c005648ef034be5ae3b2dec2535cdf437b2cf1f67d66f72e5073,Infinity Wallet,PROJECT,The first decentralized one-stop wallet ecosystem & Web3 browser,https://infinitywallet.io/,0xb7D6937F3aa9E09817C045b7d5b5Fb5064370671,0xb7D6937F3aa9E09817C045b7d5b5Fb5064370671,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",,,,,,
152.0,0xe037146acf3e340b21d068e8cdecc7766050bf7c646665f773ae1c8dc0c57cc1,Lyra Research Collective,PROJECT,A media initiative out of the  @LyraFinance  community.,https://twitter.com/lyrashortput,0xb8f526E029E7e629221e98Fbc1CDCF363eA486ee,0xb8f526E029E7e629221e98Fbc1CDCF363eA486ee,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,1000.0,0.0,0.0,0.0,0.0
153.0,0x6af5473e4db0dd86a69cb40bb73784f078e1dd2c242bad094331cde932c54daf,UseDApp,PROJECT,UseDApp is a framework for decentralized application development,https://usedapp.io/,0x9Aaa4D68D165C8697C7055230148075b36c4e347,0x4891a0Dbf8FcCa60cc22aa1a69df086090FBCf8F,['DEVELOPER_ECOSYSTEM'],,,,,,
154.0,0xef65b1e277e1c7398bbd8a10c623d53dbbb64474ea68b6484e9ccf5c9c0cc494,Solidity,PROJECT,Solidity is a statically-typed curly-braces programming language for EVM chains,https://soliditylang.org/,0x151EF20A3ADe1CC1161391594f8a32461389a54e,0xF0F1eF973C7Ae51Ef7ae917812932569100956ae,"['DEVELOPER_ECOSYSTEM', 'OP_STACK']",0.0,0.0,0.0,40342.0,217383.0,0.0
155.0,0x704e1ae65341be6d169ba16441f8fd7089da05c54ac709671afca0d1a459fee1,Chaineye,PROJECT,Free&open source omni-chain analytical tools,https://chaineye.tools/,0xdA2B9efEd0018e521845D96924832e28d2E56437,0xE6D7b9Fb31B93E542f57c7B6bfa0a5a48EfC9D0f,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,0.0,0.0,0.0,5680.0,0.0
156.0,0xc2618c219f978482880af2ae3995632711a3c5a24039378e805604b1c1deee27,Crowdmuse,PROJECT,Platform for multiplayer collaboration on fashion drops with digital IP rights.,https://crowdmuse.xyz/,0xb38b6c236347603e0705f912B877D6308Ec10f13,0xb38b6c236347603e0705f912B877D6308Ec10f13,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,150000.0,0.0,0.0,0.0,0.0
157.0,0x5697290de650311df3acdaabedea14aa95879c472d6f449091137d1a736339db,6551 Studio,PROJECT,Turn any NFT into a smart wallet. ,https://6551.studio,0x97a5810acDDF54371e3bBA01C41eFbA8ada268d6,0x97a5810acDDF54371e3bBA01C41eFbA8ada268d6,"['END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",0.0,0.0,0.0,0.0,0.0,0.0
158.0,0x6ae2bf87fcbddb4d715add72ea987fcb9537ec19e3f859befeebeed533144e73,Synthetix,PROJECT,Synthetix provides liquidity for permissionless derivatives on-chain,https://synthetix.io/,0x7B66b603347038CCAd178387c696660bcdcB14d7,0x9644A6920bd0a1923C2C6C1DddF691b7a42e8A65,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",9000000.0,0.0,0.0,0.0,0.0,0.0
159.0,0x08887fb11639636a61fda9a74730cc377d5bb7b66f68c8da13dd97f67bb4819d,The Red Guild,PROJECT,"Ethereum security advocates doing research, education and awareness.",https://theredguild.org,0x5cA1BEdb6DC8eb75581d19e87c7A77b54F9FC43A,0x5cA1BEdb6DC8eb75581d19e87c7A77b54F9FC43A,['DEVELOPER_ECOSYSTEM'],,,,,,
160.0,0x87d80f43444297d914b7de5e7cd41452926abb483cfdbd68fb12326c1a445120,Mrfti,INDIVIDUAL,"Data Analyst ,Core contributor,Instructor, Content creator,Community moderator",https://flipsidecrypto.xyz/Mrfti,0x3722a8b1E2674FbBA7081C84E39A5cE738B8159D,0x3722a8b1e2674fbba7081c84e39a5ce738b8159d,"['COLLECTIVE_GOVERNANCE', 'END_USER_EXPERIENCE_AND_ADOPTION']",,,,,,
161.0,0x655147f840bb857c98d0a6841d40c43a0d1359aa79843c46e8e15b9f8cafd6eb,Sonne Finance ,PROJECT,"Sonne Finance is a decentralized lending protocol, native on Optimism.",https://sonne.finance,0x40Bd6e764DBc5C7268aaC775D8978881B16221F1,0x784b82a27029c9e114b521abcc39d02b3d1deaf2,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",100000.0,0.0,0.0,0.0,0.0,0.0
162.0,0x0056608c46c8d39fe0433671112d2b657578f801379b16e62f2e910f72406745,WhatsABI,PROJECT,"Extract ABI (and more) from EVM bytecode, even without source code.",https://github.com/shazow/whatsabi,0x5913c6862f3d6641cfDF16a974245f47E58d4BE2,0x22b00Ec9478C3cA87196c65CE4FaAb9D402d428a,['DEVELOPER_ECOSYSTEM'],0.0,55000.0,0.0,0.0,0.0,0.0
163.0,0x118a000851cf4c736497bab89993418517ac7cd9c8ede074aff408a8e0f84060,P256Verifier,PROJECT,"First audited, production-ready verifier for Secure Enclave & Passkey signatures",https://p256.eth.limo,0xF05b5f04B7a77Ca549C0dE06beaF257f40C66FDB,0xEEee8B1371f1664b7C2A8c111D6062b6576fA6f0,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",,,,,,
164.0,0x0f374141f63fadb67585ea00af986b0cce7fadacc91568cb52e3faaecc3db7a2,Cryptoversidad,PROJECT,We create high-quality educational content about web3 technologies and tools,https://cryptoversidad.com/,0x281BA4E9B7e28982d6CB53EE3836865f1453e12F,0x281BA4E9B7e28982d6CB53EE3836865f1453e12F,['END_USER_EXPERIENCE_AND_ADOPTION'],55000.0,0.0,0.0,0.0,10900.0,0.0
165.0,0xa1e63dbe5365f402c1a594f2867c310dbcdd55e7b7681670ef20a2820bf18bdf,gang,PROJECT,"Connect 1:1 with other Farcaster users, charge for your time or donate to DAOs",https://gan.gg,0xfa922ce609FeD47950E3f48662C9651d42ada194,0x0C4bA7736EF1fDd2a760F20B746C8c7D78EB17E2,['END_USER_EXPERIENCE_AND_ADOPTION'],,,,,,
166.0,0x7d3016ec843e04aa195883ac9287fb02b66f67ccbece89883463b9a0ae7f10f1,Iggy Social - Web3 Social for DAOs,PROJECT,Open source Web3 Social tools for web3 communities. WordPress for Web3 Social.,https://iggy.social/,0x5FfD23B1B0350debB17A2cB668929aC5f76d0E18,0x12e838f846ffdade34b2e006f84117a370d71687,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",0.0,46000.0,0.0,0.0,0.0,0.0
167.0,0x0bcd7e1f59a78a15a8c481244aaba93b7f690aaece04ffc6e4a55e282afa309c,ZORA,PROJECT,"Upload Imagination, Earn Ethereum.",https://zora.co,0x8700B87C2A053BDE8Cdc84d5078B4AE47c127FeB,0x7a810dcd0f8d83b20212326813db6ef7e9fd030c,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",0.0,0.0,0.0,0.0,0.0,0.0
168.0,0xa0e0d386a862f8f1ee625bf5837bfb8ef5a8201d70c459efbe9172602ff3d831,Zengo: Decentralized Budget,PROJECT,A public good for collaborative governance in cities with plural voting,https://go.zenbit.mx,0x04cc6b487566B1C821bEa04d7ac0d23CEDe05cC9,0x3A250DFbdDf46f798Ebd2Ef67dDFF10014946E9B,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,1000.0,0.0,0.0,3065.04,0.0
169.0,0xd1fc5b5d7e7f975ce4e0b40c1f587f68ba4bb1e9ef72beb0a11128efb38c1b7b,Bankless Malayalam ,PROJECT,learn and work on web3 and blockchain ,https://linktr.ee/banklessmalayalam,0x261acB4aE504bfe1a3d22875F135AD8F3252e499,0x261acB4aE504bfe1a3d22875F135AD8F3252e499,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,248.0,0.0,0.0,0.0,0.0
170.0,0x0b2f10e6d718c30137841f1c2017c2aa0e5a16f11f3dd5e00c23ddd37f32e5a2,Blocktorch,PROJECT,Blocktorch is a monitoring and observability platform for web3 developers,https://blocktorch.xyz,0xc94EdaBAA441B5e39d4979462991D6cCA705486e,0xc94EdaBAA441B5e39d4979462991D6cCA705486e,['DEVELOPER_ECOSYSTEM'],0.0,4000000.0,0.0,0.0,0.0,0.0
171.0,0x4eaad00dad07e150e1570ee2faff68700cc106cf96d470be91eb8ee28bfa7d6c,GiveStation (youbuidl),PROJECT,Multichain grant dapp where contributors get rewarded for funding projects.,https://youbuidl.dev,0x9120b6fdF6eeF4Eea3Eb56EcAe7EcFB79a8e7bDD,0x96Cd3AC1e5c2E4FB021B97dA3a6D57e8e665EDc3,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",0.0,0.0,0.0,0.0,1152.0,0.0
172.0,0xe237610298218749548a170de7784f05fbfc33497558142eb76d366e5f3aafe1,Vue Dapp,PROJECT,Vue 3 library for building Dapps on Ethereum,https://vue-dapp.vercel.app/,0x96A4715280c3Dac3F3093d51aA278aA5eb60ffDE,0x9D75F4EbcB8e7669E59dcc27CBadC698E0F77187,['DEVELOPER_ECOSYSTEM'],0.0,812.0,0.0,0.0,0.0,0.0
173.0,0x7424d0334feb519ea48f66153ce6b3f7dfd156f2dd861c23e4c5f308c95aef41,Rainie,INDIVIDUAL,🔴 Optimism Enthusiastic DEFI Player!!,https://ifyoubuy.herokuapp.com/,0x98289029B0d4bB73Ead9Eb1A3300eD724Fcf6779,0xd10ba9ab7aced162f40179ef0cad412f5f65eef1,['END_USER_EXPERIENCE_AND_ADOPTION'],,,,,,
174.0,0xe8db9badf4fac5f877c2333e492f853081b559be08bdfeb0d9947076637c1318,ETH Daily (OP News),INDIVIDUAL,A podcast and newsletter segment covering Optimism ecosystem news.,https://ethdaily.io/tag/optimism/,0xEB40A065854bd90126A4E697aeA0976BA51b2eE7,0x67929762f0FFff5AC5e350af2FFdEa18A96747AD,"['END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",1500.0,6000.0,0.0,0.0,0.0,5400.0
175.0,0xa3a9f7442c1e971a696a7f70f7eea524eff2a8685d279b143506a8f3cca22924,RegenScore,PROJECT,On-chain reputation layer for regens in public goods,https://regenscore.io/,0xeCd54dB84c80f451b8dbC91ac31f6b7b900b61C0,0xeCd54dB84c80f451b8dbC91ac31f6b7b900b61C0,['COLLECTIVE_GOVERNANCE'],95000.0,0.0,0.0,0.0,0.0,0.0
176.0,0xb0f319e13cdddf0cb23344062d1e445a0c0f005e9d44a93692838438a5ee0c3b,Holonym,PROJECT,"ZK identity protocol for sybil resistance, secure key custody, and open civics.",https://holonym.id,0x33359285F30E7B3386dE70ca500F4fe27853765B,0xCa0b92028Ce7A75d527456A9322c42a9a4E19B60,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",0.0,0.0,0.0,0.0,0.0,70000.0
177.0,0x33cbedc1cd085228b82aad34354954300fa82e7de307b5508ca3145c8e0f1ab7,Banklessadria,PROJECT,Banklessadria is BanklessDAO International Media Nodes project genesis member.,https://banklessadriadao.substack.com/,0xAEab2C097bd7a9e5Dbd83fEba500Aa56fB0C5930,0x92dC897A39BF4db0BA1630dCeCed839Af1C15886,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,200.0,0.0,0.0,0.0,0.0
178.0,0xbac29b5be9a91892eae39f804c408fe66bf8b4772710f35a475eae07d1967a6b,ShapeShift DAO,PROJECT,Your Multichain Hub,https://app.shapeshift.com/,0x901a3507Deb114093B18e23b3Ad12F0d6Cbb8df1,0x6268d07327f4fb7380732dc6d63d95F88c0E083b,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,0.0,0.0,0.0,0.0,0.0
179.0,0x35410b3bbfeec0b4474cf36141da039eaa8bdeea6c619ac4efa2095c934131da,Faina,INDIVIDUAL,"Author of ""Layer 2 Landscape"" threads, & manager of node infra at Infura.",https://twitter.com/bitsplaining,0x7a48A728d9Fd2d5a55c545c4378E5bA909349E90,0x7a48A728d9Fd2d5a55c545c4378E5bA909349E90,['DEVELOPER_ECOSYSTEM'],0.0,0.0,0.0,0.0,25407.48,0.0
180.0,0x5fb9f9c499ef4e96440e5d9623068c8f7f10a3ed601c73628eb2e216f53338b9,Apetimism Launchpad,PROJECT,"Apetimism Launchpad is our No-Code, Superchain-compatible NFT Launchpad",https://apetimism.com/launchpad,0xF0974C239B7d08b7240b690B69EC3dD8aE783EFC,0xCA29F50c585b8dB702c9728D7B2b7F54F8ffA8bB,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",0.0,0.0,0.0,0.0,13769.49,2300.0
181.0,0xfccc7c07d594efcee70f43a21fef3d041ccb420014f8415122c54e74c47dbe16,PWN DAO,PROJECT,True P2P lending,https://pwn.xyz/,0xd26a52885d80e4aa206A283912FdcA94CCb7844B,0xd26a52885d80e4aa206A283912FdcA94CCb7844B,['END_USER_EXPERIENCE_AND_ADOPTION'],,,,,,
182.0,0xa9f33a56aa40586c814f40717d2a50abc26ec56ce17f978e788abf6d05d19525,Eternal Garden: ORIGINS,PROJECT,"TK is a music industry professional, crypto investor, and tech founder.",https://origins.eternal-garden.xyz/,0xe43c5133f66f58FE5Ac8f9000AAE020Fbb9B0f85,0xe43c5133f66f58FE5Ac8f9000AAE020Fbb9B0f85,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",0.0,0.0,0.0,0.0,0.0,11000.0
183.0,0x4f900f5b3f1521b7bbb2c2d1da5ebee6975fa0739aacb003d466f655eed324ae,Chronicle Labs,PROJECT,Chronicle Protocol provides decentralized and verifiable Oracle infrastructure.,https://chroniclelabs.org/,0x9b7DF3A2DF61E72dF5C4d565A0E017D7C5c6E532,0xfc9a6551Fd46f15358E266cE08216aaDcbd948Ba,"['END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",0.0,0.0,0.0,0.0,0.0,0.0
184.0,0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network,PROJECT,A decentralised node network providing developer RPCs & public endpoints,https://www.pokt.network/,0x7b8B83e68C73AA4F00e6eD1A505dE15147AD5764,0x1A544D8dcA79d50c0E21e446BB33B03E01Cc9257,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",0.0,0.0,0.0,0.0,58180.59,0.0
185.0,0x86fdabe5c2a67af3c291ce7acb008088e21f99f3f6f1d464b28e9a8c2034455b,foundry,PROJECT,Foundry is a smart contract development toolchain.,https://github.com/foundry-rs/foundry,0x38C00ce327EA4411Cc3eD632f9E8F989907A9C72,0x38C00ce327EA4411Cc3eD632f9E8F989907A9C72,['OP_STACK'],0.0,0.0,0.0,0.0,148672.83,0.0
186.0,0x03a6b6d06964fe9fe43aba6058e2369640a18fb38bf650c587184cd16015fb70,dForce,PROJECT,dForce is a decentralized stablecoin powered by an integrated DeFi matrix.,https://dforce.network/,0x83A771769D1A344deED9Ea24aB58071e9Db2D90A,0x69C1a51711B061E5935c648beb16e349898B17dF,['END_USER_EXPERIENCE_AND_ADOPTION'],500000.0,0.0,0.0,0.0,0.0,0.0
187.0,0xa86ba3d6a29e11a4be7ae1368f0ade28a6baf49383e0872eebc128409f384c65,zerokn0wledge,INDIVIDUAL,"Researcher & Content Creator focusing on modular scaling, rollups & zk tech!",https://bit.ly/zer0kn0wledge,0xCb31f0beCfc9D011676E7F84CbCD10fe4717f252,0xCb31f0beCfc9D011676E7F84CbCD10fe4717f252,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",,,,,,
188.0,0xa10952029e2cea8e74682ea75ae2214e1a5ab43f4130f36a387aa1e772f35fa3,RADAR,PROJECT,Research and imagination community accelerating better futures,https://www.radardao.xyz/,0x149D46eC060e75AE188876AdB6b24024637003C7,0x149D46eC060e75AE188876AdB6b24024637003C7,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",0.0,0.0,0.0,0.0,0.0,25000.0
189.0,0xc80e8d0f165b8d28ebb3ed0a92450b245dec416c1376659bc1ea5adc0e9777a4,Revolte,PROJECT,"An adventure game to learn about Web3 in a fun way, without any technical jargon",https://www.revolte.app,0xAC4DDaf8FBfFba0f1e8c7619720335FD4f03EaCD,0x9743f723C8cBd9eEA522e9feb2656a0DB8457497,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,4777.0,0.0,0.0,2800.0,0.0
190.0,0x11d02544f79918bd8af9755f8a14e0188db0aadfaab274c6cf0b97d3da295ec7,Bankless Academy,PROJECT,"Bankless Academy hosts a web3 onboarding journey, starting on Optimism.",https://banklessacademy.com,0xe1887fF140BfA9D3b45D0B2077b7471124acD242,0x60529042d2ff2e82d5140e60dbccf8242cd114ae,"['COLLECTIVE_GOVERNANCE', 'END_USER_EXPERIENCE_AND_ADOPTION']",67000.0,44140.0,0.0,0.0,58066.0,0.0
191.0,0xd37644d60f063de12786ccd1bb192bdca7ead7aaed1707161943e0ce8bfb72ff,Lighthouse,PROJECT,A leading Ethereum consensus client written in rust.,https://lighthouse.sigmaprime.io/,0xd66190FAE43F6094665cD1aBCbd9Cc70Dfa8BA03,0xd66190FAE43F6094665cD1aBCbd9Cc70Dfa8BA03,['OP_STACK'],0.0,0.0,0.0,0.0,165460.0,0.0
192.0,0xfeece77fd33f7851d672917565bcf1f8f5ecdde44f5497c45c8729d2386764e0,Optimism_CIS,PROJECT,Uniting the CIS Optimism Community,https://twitter.com/Optimism_CIS,0x4baB6aBb0358FF5624316450f52C9191291928Ee,0x4baB6aBb0358FF5624316450f52C9191291928Ee,"['COLLECTIVE_GOVERNANCE', 'END_USER_EXPERIENCE_AND_ADOPTION']",,,,,,
193.0,0xb0bf2edc069ec73134f4ec6b77963c21ac1c7197253d7be701ef936266ad63e2,Perelyn,INDIVIDUAL,Blockchain developer,https://github.com/Perelyn-sama,0xBD885c21185b09207A0cCC06F0498e7D47F1660D,0xBD885c21185b09207A0cCC06F0498e7D47F1660D,['DEVELOPER_ECOSYSTEM'],,,,,,
194.0,0xdc0face64ba51ddef44e2735f61245b27d54351a77d1a838b15d447e5ac6fcd0,Cannon,PROJECT,"Cannon is a DevOps tool for Ethereum, inspired by IaC tools like Terraform.",https://usecannon.com,0x07Aeeb7E544A070a2553e142828fb30c214a1F86,0x07Aeeb7E544A070a2553e142828fb30c214a1F86,['DEVELOPER_ECOSYSTEM'],50000.0,0.0,0.0,0.0,90200.0,0.0
195.0,0xebfc1df338555d25cbe27bce4896c16c761e90e879be669fe8a6910c9f60dc6d,OP Governance Analytics Dashboard,PROJECT, Empowering OP Collective with data-driven insights  🚩🌐,https://optimism.curiahub.xyz/,0x17296956b4E07Ff8931E4ff4eA06709FaB70b879,0xE829ee7E7c45c4743576D1576245B97E02fAbF11,['COLLECTIVE_GOVERNANCE'],24500.0,0.0,0.0,0.0,0.0,0.0
196.0,0xc769fbdc23daaddf4267c4026326106783271a78f1be761c859c9f508ebe895e,CrossAngle (“Xangle”),PROJECT,CrossAngle is a data & intelligence platform offering gateway to Web3 adoption. ,https://xangle.io/en,0x5f80dbFEE26af9aBb7749831255312d5b676b9be,0x5A5249788d3950fb6944ed6b9A9362391EaD7873,['END_USER_EXPERIENCE_AND_ADOPTION'],,,,,,
197.0,0x0013d2c9abbc3047014a3815916ae8159058186379175c4613b1d00cbbb39864,Validato,PROJECT,Install your validator node with one click.,https://validato.xyz/,0xd3Cc6DeaA7B9C09E99DB64ca35D6D06179812C67,0xd3Cc6DeaA7B9C09E99DB64ca35D6D06179812C67,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",,,,,,
198.0,0xb8293744bb647089c30bcee93260cef2baefefde4e2d94bac1ee7ed1516ab7cc,Gravity DAO,PROJECT,Graviton Training on Optimism. Conflict management and trust creation in Web3. ,https://gravitydao.org/en/,0x8E3a92f82EA855020BA714e68541192B9bd6c5B1,0x8E3a92f82EA855020BA714e68541192B9bd6c5B1,['COLLECTIVE_GOVERNANCE'],36000.0,10000.0,0.0,0.0,0.0,0.0
199.0,0x31fa3f2b3ab4221bb89dd64e864339a6c59ab6658d91860e239e2491f4bb2435,ERC1155 Bridge,PROJECT,ERC1155 bridge that allows interoperability of ERC1155 tokens to and from OP. ,https://github.com/BootNodeDev/optimism,0xBE2Aa441CBa8EBB9a42B8321513014e9a010EFd9,0x6b10D7Fc3774431aDD486265a9049e4c9b7eFE5B,"['DEVELOPER_ECOSYSTEM', 'OP_STACK']",0.0,0.0,0.0,0.0,0.0,0.0
