chain,date,token,value,readable_date,protocol
Arbitrum,1736640000,USDT,5067592.46575,2025-01-12 00:00:00,idle_protocol
Arbitrum,1736726400,USDT,5067592.46575,2025-01-13 00:00:00,idle_protocol
Arbitrum,1736812800,USDT,5067592.46575,2025-01-14 00:00:00,idle_protocol
Arbitrum,1736899200,USDT,5067592.46575,2025-01-15 00:00:00,idle_protocol
Arbitrum,1736985600,USDT,5067592.46575,2025-01-16 00:00:00,idle_protocol
Arbitrum,1737072000,USDT,5067592.46575,2025-01-17 00:00:00,idle_protocol
Arbitrum,1737158400,USDT,5067592.46575,2025-01-18 00:00:00,idle_protocol
Arbitrum,1737244800,USDT,5067592.46575,2025-01-19 00:00:00,idle_protocol
Arbitrum,1737331200,USDT,5067592.46575,2025-01-20 00:00:00,idle_protocol
Arbitrum,1737417600,USDT,5067592.46575,2025-01-21 00:00:00,idle_protocol
Arbitrum,1737504000,USDT,5067592.46575,2025-01-22 00:00:00,idle_protocol
Arbitrum,1737590400,USDT,5067592.46575,2025-01-23 00:00:00,idle_protocol
Arbitrum,1737676800,USDT,5067592.46575,2025-01-24 00:00:00,idle_protocol
Arbitrum,1737763200,USDT,5067592.46575,2025-01-25 00:00:00,idle_protocol
Arbitrum,1737849600,USDT,5067592.46575,2025-01-26 00:00:00,idle_protocol
Arbitrum,1737863063,USDT,5067592.46575,2025-01-26 03:44:23,idle_protocol
Ethereum,1638403200,DAI,28849634.87711,2021-12-02 00:00:00,idle_protocol
Ethereum,1638403200,FEI,3052931.24019,2021-12-02 00:00:00,idle_protocol
Ethereum,1638403200,RAI,3401961.82577,2021-12-02 00:00:00,idle_protocol
Ethereum,1638403200,SUSD,150004.75043,2021-12-02 00:00:00,idle_protocol
Ethereum,1638403200,TUSD,4298.19808,2021-12-02 00:00:00,idle_protocol
Ethereum,1638403200,USDC,36016626.775,2021-12-02 00:00:00,idle_protocol
Ethereum,1638403200,USDT,34694084.62691,2021-12-02 00:00:00,idle_protocol
Ethereum,1638403200,WBTC,3.95709,2021-12-02 00:00:00,idle_protocol
Ethereum,1638403200,WETH,1049.56724,2021-12-02 00:00:00,idle_protocol
Ethereum,1638489600,DAI,28850254.11251,2021-12-03 00:00:00,idle_protocol
Ethereum,1638489600,FEI,3552990.12063,2021-12-03 00:00:00,idle_protocol
Ethereum,1638489600,RAI,3401988.26657,2021-12-03 00:00:00,idle_protocol
Ethereum,1638489600,SUSD,150006.47688,2021-12-03 00:00:00,idle_protocol
Ethereum,1638489600,TUSD,4298.2655,2021-12-03 00:00:00,idle_protocol
Ethereum,1638489600,USDC,36009317.48103,2021-12-03 00:00:00,idle_protocol
Ethereum,1638489600,USDT,34696232.70209,2021-12-03 00:00:00,idle_protocol
Ethereum,1638489600,WBTC,3.95709,2021-12-03 00:00:00,idle_protocol
Ethereum,1638489600,WETH,1049.56729,2021-12-03 00:00:00,idle_protocol
Ethereum,1638576000,DAI,28852512.68101,2021-12-04 00:00:00,idle_protocol
Ethereum,1638576000,FEI,3553204.05721,2021-12-04 00:00:00,idle_protocol
Ethereum,1638576000,RAI,3402095.54107,2021-12-04 00:00:00,idle_protocol
Ethereum,1638576000,SUSD,150013.8708,2021-12-04 00:00:00,idle_protocol
Ethereum,1638576000,TUSD,4298.53625,2021-12-04 00:00:00,idle_protocol
Ethereum,1638576000,USDC,36012104.39107,2021-12-04 00:00:00,idle_protocol
Ethereum,1638576000,USDT,34700725.47915,2021-12-04 00:00:00,idle_protocol
Ethereum,1638576000,WBTC,3.86314,2021-12-04 00:00:00,idle_protocol
Ethereum,1638576000,WETH,1049.56795,2021-12-04 00:00:00,idle_protocol
Ethereum,1638662400,DAI,28854788.22922,2021-12-05 00:00:00,idle_protocol
Ethereum,1638662400,FEI,4043420.53513,2021-12-05 00:00:00,idle_protocol
Ethereum,1638662400,RAI,3402206.0842,2021-12-05 00:00:00,idle_protocol
Ethereum,1638662400,SUSD,150021.57573,2021-12-05 00:00:00,idle_protocol
Ethereum,1638662400,TUSD,4298.86233,2021-12-05 00:00:00,idle_protocol
Ethereum,1638662400,USDC,35991090.44992,2021-12-05 00:00:00,idle_protocol
Ethereum,1638662400,USDT,34694283.03235,2021-12-05 00:00:00,idle_protocol
Ethereum,1638662400,WBTC,3.86315,2021-12-05 00:00:00,idle_protocol
Ethereum,1638662400,WETH,1049.56996,2021-12-05 00:00:00,idle_protocol
Ethereum,1638748800,DAI,28834399.61917,2021-12-06 00:00:00,idle_protocol
Ethereum,1638748800,FEI,4043609.15468,2021-12-06 00:00:00,idle_protocol
Ethereum,1638748800,RAI,3402324.99516,2021-12-06 00:00:00,idle_protocol
Ethereum,1638748800,SUSD,150029.34685,2021-12-06 00:00:00,idle_protocol
Ethereum,1638748800,TUSD,4299.20153,2021-12-06 00:00:00,idle_protocol
Ethereum,1638748800,USDC,35980099.64708,2021-12-06 00:00:00,idle_protocol
Ethereum,1638748800,USDT,34397522.4276,2021-12-06 00:00:00,idle_protocol
Ethereum,1638748800,WBTC,3.86316,2021-12-06 00:00:00,idle_protocol
Ethereum,1638748800,WETH,1049.57035,2021-12-06 00:00:00,idle_protocol
Ethereum,1638835200,DAI,28836602.80591,2021-12-07 00:00:00,idle_protocol
Ethereum,1638835200,FEI,4044049.75041,2021-12-07 00:00:00,idle_protocol
Ethereum,1638835200,RAI,3402419.17899,2021-12-07 00:00:00,idle_protocol
Ethereum,1638835200,SUSD,150037.41597,2021-12-07 00:00:00,idle_protocol
Ethereum,1638835200,TUSD,4299.52322,2021-12-07 00:00:00,idle_protocol
Ethereum,1638835200,USDC,35973724.95438,2021-12-07 00:00:00,idle_protocol
Ethereum,1638835200,USDT,34262894.10967,2021-12-07 00:00:00,idle_protocol
Ethereum,1638835200,WBTC,3.86316,2021-12-07 00:00:00,idle_protocol
Ethereum,1638835200,WETH,1049.57073,2021-12-07 00:00:00,idle_protocol
Ethereum,1638921600,DAI,28838807.79273,2021-12-08 00:00:00,idle_protocol
Ethereum,1638921600,FEI,4049854.62687,2021-12-08 00:00:00,idle_protocol
Ethereum,1638921600,RAI,3559314.36516,2021-12-08 00:00:00,idle_protocol
Ethereum,1638921600,SUSD,150045.84007,2021-12-08 00:00:00,idle_protocol
Ethereum,1638921600,TUSD,4299.86896,2021-12-08 00:00:00,idle_protocol
Ethereum,1638921600,USDC,35921263.67723,2021-12-08 00:00:00,idle_protocol
Ethereum,1638921600,USDT,32952082.8576,2021-12-08 00:00:00,idle_protocol
Ethereum,1638921600,WBTC,3.86316,2021-12-08 00:00:00,idle_protocol
Ethereum,1638921600,WETH,1044.06084,2021-12-08 00:00:00,idle_protocol
Ethereum,1639008000,DAI,28848284.69186,2021-12-09 00:00:00,idle_protocol
Ethereum,1639008000,FEI,4050236.93245,2021-12-09 00:00:00,idle_protocol
Ethereum,1639008000,RAI,3558060.76624,2021-12-09 00:00:00,idle_protocol
Ethereum,1639008000,SUSD,150052.88435,2021-12-09 00:00:00,idle_protocol
Ethereum,1639008000,TUSD,4300.20031,2021-12-09 00:00:00,idle_protocol
Ethereum,1639008000,USDC,35900407.32111,2021-12-09 00:00:00,idle_protocol
Ethereum,1639008000,USDT,32944662.73291,2021-12-09 00:00:00,idle_protocol
Ethereum,1639008000,WBTC,3.86316,2021-12-09 00:00:00,idle_protocol
Ethereum,1639008000,WETH,1044.061,2021-12-09 00:00:00,idle_protocol
Ethereum,1639094400,DAI,28850556.40337,2021-12-10 00:00:00,idle_protocol
Ethereum,1639094400,FEI,4065458.29108,2021-12-10 00:00:00,idle_protocol
Ethereum,1639094400,RAI,3558173.69539,2021-12-10 00:00:00,idle_protocol
Ethereum,1639094400,SUSD,150058.78442,2021-12-10 00:00:00,idle_protocol
Ethereum,1639094400,TUSD,4300.5327,2021-12-10 00:00:00,idle_protocol
Ethereum,1639094400,USDC,35900301.33989,2021-12-10 00:00:00,idle_protocol
Ethereum,1639094400,USDT,32947461.86822,2021-12-10 00:00:00,idle_protocol
Ethereum,1639094400,WBTC,3.86316,2021-12-10 00:00:00,idle_protocol
Ethereum,1639094400,WETH,1044.06141,2021-12-10 00:00:00,idle_protocol
Ethereum,1639180800,DAI,28855177.01574,2021-12-11 00:00:00,idle_protocol
Ethereum,1639180800,FEI,4065711.22034,2021-12-11 00:00:00,idle_protocol
Ethereum,1639180800,RAI,3558285.19419,2021-12-11 00:00:00,idle_protocol
Ethereum,1639180800,SUSD,150064.84569,2021-12-11 00:00:00,idle_protocol
Ethereum,1639180800,TUSD,4300.84861,2021-12-11 00:00:00,idle_protocol
Ethereum,1639180800,USDC,35902777.24128,2021-12-11 00:00:00,idle_protocol
Ethereum,1639180800,USDT,32627562.82882,2021-12-11 00:00:00,idle_protocol
Ethereum,1639180800,WBTC,3.86317,2021-12-11 00:00:00,idle_protocol
Ethereum,1639180800,WETH,1044.06214,2021-12-11 00:00:00,idle_protocol
Ethereum,1639267200,DAI,28857728.50206,2021-12-12 00:00:00,idle_protocol
Ethereum,1639267200,FEI,4065892.85214,2021-12-12 00:00:00,idle_protocol
Ethereum,1639267200,RAI,3561997.85207,2021-12-12 00:00:00,idle_protocol
Ethereum,1639267200,SUSD,150071.34066,2021-12-12 00:00:00,idle_protocol
Ethereum,1639267200,TUSD,4301.17465,2021-12-12 00:00:00,idle_protocol
Ethereum,1639267200,USDC,35905353.51705,2021-12-12 00:00:00,idle_protocol
Ethereum,1639267200,USDT,32628473.06198,2021-12-12 00:00:00,idle_protocol
Ethereum,1639267200,WBTC,3.86317,2021-12-12 00:00:00,idle_protocol
Ethereum,1639267200,WETH,1044.06235,2021-12-12 00:00:00,idle_protocol
Ethereum,1639353600,DAI,28809029.29017,2021-12-13 00:00:00,idle_protocol
Ethereum,1639353600,FEI,4066943.0782,2021-12-13 00:00:00,idle_protocol
Ethereum,1639353600,RAI,3558531.56306,2021-12-13 00:00:00,idle_protocol
Ethereum,1639353600,SUSD,150078.52361,2021-12-13 00:00:00,idle_protocol
Ethereum,1639353600,TUSD,4301.48201,2021-12-13 00:00:00,idle_protocol
Ethereum,1639353600,USDC,34735519.41463,2021-12-13 00:00:00,idle_protocol
Ethereum,1639353600,USDT,29716890.08736,2021-12-13 00:00:00,idle_protocol
Ethereum,1639353600,WBTC,3.86317,2021-12-13 00:00:00,idle_protocol
Ethereum,1639353600,WETH,1006.40992,2021-12-13 00:00:00,idle_protocol
Ethereum,1639440000,DAI,23803370.69686,2021-12-14 00:00:00,idle_protocol
Ethereum,1639440000,FEI,4067316.58371,2021-12-14 00:00:00,idle_protocol
Ethereum,1639440000,RAI,3558644.78155,2021-12-14 00:00:00,idle_protocol
Ethereum,1639440000,SUSD,150084.89325,2021-12-14 00:00:00,idle_protocol
Ethereum,1639440000,TUSD,4301.70771,2021-12-14 00:00:00,idle_protocol
Ethereum,1639440000,USDC,31928435.01538,2021-12-14 00:00:00,idle_protocol
Ethereum,1639440000,USDT,31703371.75724,2021-12-14 00:00:00,idle_protocol
Ethereum,1639440000,WBTC,3.86317,2021-12-14 00:00:00,idle_protocol
Ethereum,1639440000,WETH,1006.4106,2021-12-14 00:00:00,idle_protocol
Ethereum,1639526400,DAI,23489815.68839,2021-12-15 00:00:00,idle_protocol
Ethereum,1639526400,FEI,4062667.15649,2021-12-15 00:00:00,idle_protocol
Ethereum,1639526400,RAI,3558761.73283,2021-12-15 00:00:00,idle_protocol
Ethereum,1639526400,SUSD,150091.16953,2021-12-15 00:00:00,idle_protocol
Ethereum,1639526400,TUSD,4301.94023,2021-12-15 00:00:00,idle_protocol
Ethereum,1639526400,USDC,30949038.34513,2021-12-15 00:00:00,idle_protocol
Ethereum,1639526400,USDT,29501247.61716,2021-12-15 00:00:00,idle_protocol
Ethereum,1639526400,WBTC,3.86317,2021-12-15 00:00:00,idle_protocol
Ethereum,1639526400,WETH,1006.41096,2021-12-15 00:00:00,idle_protocol
Ethereum,1639612800,DAI,23491816.88595,2021-12-16 00:00:00,idle_protocol
Ethereum,1639612800,FEI,4068514.48426,2021-12-16 00:00:00,idle_protocol
Ethereum,1639612800,RAI,3561883.84213,2021-12-16 00:00:00,idle_protocol
Ethereum,1639612800,SUSD,145493.33345,2021-12-16 00:00:00,idle_protocol
Ethereum,1639612800,TUSD,4302.16408,2021-12-16 00:00:00,idle_protocol
Ethereum,1639612800,USDC,30073925.72449,2021-12-16 00:00:00,idle_protocol
Ethereum,1639612800,USDT,29503371.65857,2021-12-16 00:00:00,idle_protocol
Ethereum,1639612800,WBTC,3.86317,2021-12-16 00:00:00,idle_protocol
Ethereum,1639612800,WETH,1006.41134,2021-12-16 00:00:00,idle_protocol
Ethereum,1639699200,DAI,23494158.89251,2021-12-17 00:00:00,idle_protocol
Ethereum,1639699200,FEI,4069095.56827,2021-12-17 00:00:00,idle_protocol
Ethereum,1639699200,RAI,3680455.40434,2021-12-17 00:00:00,idle_protocol
Ethereum,1639699200,SUSD,145538.73935,2021-12-17 00:00:00,idle_protocol
Ethereum,1639699200,TUSD,4302.38651,2021-12-17 00:00:00,idle_protocol
Ethereum,1639699200,USDC,30074728.56186,2021-12-17 00:00:00,idle_protocol
Ethereum,1639699200,USDT,29486746.09541,2021-12-17 00:00:00,idle_protocol
Ethereum,1639699200,WBTC,3.86317,2021-12-17 00:00:00,idle_protocol
Ethereum,1639699200,WETH,956.56944,2021-12-17 00:00:00,idle_protocol
Ethereum,1639785600,DAI,23595773.9366,2021-12-18 00:00:00,idle_protocol
Ethereum,1639785600,FEI,4069377.23716,2021-12-18 00:00:00,idle_protocol
Ethereum,1639785600,RAI,3832578.94032,2021-12-18 00:00:00,idle_protocol
Ethereum,1639785600,SUSD,145554.03189,2021-12-18 00:00:00,idle_protocol
Ethereum,1639785600,TUSD,4302.61084,2021-12-18 00:00:00,idle_protocol
Ethereum,1639785600,USDC,30076717.64529,2021-12-18 00:00:00,idle_protocol
Ethereum,1639785600,USDT,29202005.14762,2021-12-18 00:00:00,idle_protocol
Ethereum,1639785600,WBTC,3.86317,2021-12-18 00:00:00,idle_protocol
Ethereum,1639785600,WETH,956.56999,2021-12-18 00:00:00,idle_protocol
Ethereum,1639872000,DAI,23577579.8941,2021-12-19 00:00:00,idle_protocol
Ethereum,1639872000,FEI,4069722.30504,2021-12-19 00:00:00,idle_protocol
Ethereum,1639872000,RAI,3826604.9912,2021-12-19 00:00:00,idle_protocol
Ethereum,1639872000,SUSD,144888.64284,2021-12-19 00:00:00,idle_protocol
Ethereum,1639872000,TUSD,4302.82396,2021-12-19 00:00:00,idle_protocol
Ethereum,1639872000,USDC,30059086.19785,2021-12-19 00:00:00,idle_protocol
Ethereum,1639872000,USDT,29211021.63326,2021-12-19 00:00:00,idle_protocol
Ethereum,1639872000,WBTC,3.86318,2021-12-19 00:00:00,idle_protocol
Ethereum,1639872000,WETH,956.57018,2021-12-19 00:00:00,idle_protocol
Ethereum,1639958400,DAI,23583809.80901,2021-12-20 00:00:00,idle_protocol
Ethereum,1639958400,FEI,4070148.50081,2021-12-20 00:00:00,idle_protocol
Ethereum,1639958400,RAI,4295692.33346,2021-12-20 00:00:00,idle_protocol
Ethereum,1639958400,SUSD,144897.45792,2021-12-20 00:00:00,idle_protocol
Ethereum,1639958400,TUSD,4303.05562,2021-12-20 00:00:00,idle_protocol
Ethereum,1639958400,USDC,30066984.23286,2021-12-20 00:00:00,idle_protocol
Ethereum,1639958400,USDT,29213097.2788,2021-12-20 00:00:00,idle_protocol
Ethereum,1639958400,WBTC,2.16249,2021-12-20 00:00:00,idle_protocol
Ethereum,1639958400,WETH,956.52042,2021-12-20 00:00:00,idle_protocol
Ethereum,1640044800,DAI,23435537.84558,2021-12-21 00:00:00,idle_protocol
Ethereum,1640044800,FEI,4129415.22218,2021-12-21 00:00:00,idle_protocol
Ethereum,1640044800,RAI,4172828.9232,2021-12-21 00:00:00,idle_protocol
Ethereum,1640044800,SUSD,144904.42028,2021-12-21 00:00:00,idle_protocol
Ethereum,1640044800,TUSD,4303.27798,2021-12-21 00:00:00,idle_protocol
Ethereum,1640044800,USDC,29952301.08854,2021-12-21 00:00:00,idle_protocol
Ethereum,1640044800,USDT,28910766.46686,2021-12-21 00:00:00,idle_protocol
Ethereum,1640044800,WBTC,2.16249,2021-12-21 00:00:00,idle_protocol
Ethereum,1640044800,WETH,956.44236,2021-12-21 00:00:00,idle_protocol
Ethereum,1640131200,DAI,23146526.40548,2021-12-22 00:00:00,idle_protocol
Ethereum,1640131200,FEI,4129839.79462,2021-12-22 00:00:00,idle_protocol
Ethereum,1640131200,RAI,4172942.24122,2021-12-22 00:00:00,idle_protocol
Ethereum,1640131200,SUSD,144910.6832,2021-12-22 00:00:00,idle_protocol
Ethereum,1640131200,TUSD,4303.50071,2021-12-22 00:00:00,idle_protocol
Ethereum,1640131200,USDC,29950377.82202,2021-12-22 00:00:00,idle_protocol
Ethereum,1640131200,USDT,28912767.11975,2021-12-22 00:00:00,idle_protocol
Ethereum,1640131200,WBTC,2.16249,2021-12-22 00:00:00,idle_protocol
Ethereum,1640131200,WETH,956.44255,2021-12-22 00:00:00,idle_protocol
Ethereum,1640217600,DAI,23148463.09916,2021-12-23 00:00:00,idle_protocol
Ethereum,1640217600,FEI,4130547.70426,2021-12-23 00:00:00,idle_protocol
Ethereum,1640217600,RAI,4270353.27918,2021-12-23 00:00:00,idle_protocol
Ethereum,1640217600,SUSD,144916.64611,2021-12-23 00:00:00,idle_protocol
Ethereum,1640217600,TUSD,4303.72336,2021-12-23 00:00:00,idle_protocol
Ethereum,1640217600,USDC,29952664.69363,2021-12-23 00:00:00,idle_protocol
Ethereum,1640217600,USDT,28976373.79853,2021-12-23 00:00:00,idle_protocol
Ethereum,1640217600,WBTC,2.16249,2021-12-23 00:00:00,idle_protocol
Ethereum,1640217600,WETH,956.44274,2021-12-23 00:00:00,idle_protocol
Ethereum,1640304000,DAI,22853418.73601,2021-12-24 00:00:00,idle_protocol
Ethereum,1640304000,FEI,4132355.09998,2021-12-24 00:00:00,idle_protocol
Ethereum,1640304000,RAI,4120109.17774,2021-12-24 00:00:00,idle_protocol
Ethereum,1640304000,SUSD,144921.31804,2021-12-24 00:00:00,idle_protocol
Ethereum,1640304000,TUSD,4303.9462,2021-12-24 00:00:00,idle_protocol
Ethereum,1640304000,USDC,29662341.18319,2021-12-24 00:00:00,idle_protocol
Ethereum,1640304000,USDT,28934895.51105,2021-12-24 00:00:00,idle_protocol
Ethereum,1640304000,WBTC,2.16249,2021-12-24 00:00:00,idle_protocol
Ethereum,1640304000,WETH,956.44291,2021-12-24 00:00:00,idle_protocol
Ethereum,1640390400,DAI,22490237.5493,2021-12-25 00:00:00,idle_protocol
Ethereum,1640390400,FEI,4244064.7809,2021-12-25 00:00:00,idle_protocol
Ethereum,1640390400,RAI,3981923.65518,2021-12-25 00:00:00,idle_protocol
Ethereum,1640390400,SUSD,144924.2703,2021-12-25 00:00:00,idle_protocol
Ethereum,1640390400,TUSD,4304.1689,2021-12-25 00:00:00,idle_protocol
Ethereum,1640390400,USDC,29161295.22605,2021-12-25 00:00:00,idle_protocol
Ethereum,1640390400,USDT,28862450.23389,2021-12-25 00:00:00,idle_protocol
Ethereum,1640390400,WBTC,2.16249,2021-12-25 00:00:00,idle_protocol
Ethereum,1640390400,WETH,956.44319,2021-12-25 00:00:00,idle_protocol
Ethereum,1640476800,DAI,22499233.68484,2021-12-26 00:00:00,idle_protocol
Ethereum,1640476800,FEI,4244348.21014,2021-12-26 00:00:00,idle_protocol
Ethereum,1640476800,RAI,3982028.53558,2021-12-26 00:00:00,idle_protocol
Ethereum,1640476800,SUSD,144927.04518,2021-12-26 00:00:00,idle_protocol
Ethereum,1640476800,TUSD,4304.36401,2021-12-26 00:00:00,idle_protocol
Ethereum,1640476800,USDC,29133710.31001,2021-12-26 00:00:00,idle_protocol
Ethereum,1640476800,USDT,28570549.69119,2021-12-26 00:00:00,idle_protocol
Ethereum,1640476800,WBTC,2.16249,2021-12-26 00:00:00,idle_protocol
Ethereum,1640476800,WETH,956.44335,2021-12-26 00:00:00,idle_protocol
Ethereum,1640563200,DAI,21681531.30356,2021-12-27 00:00:00,idle_protocol
Ethereum,1640563200,FEI,4072992.31267,2021-12-27 00:00:00,idle_protocol
Ethereum,1640563200,RAI,3981871.85273,2021-12-27 00:00:00,idle_protocol
Ethereum,1640563200,SUSD,144930.34752,2021-12-27 00:00:00,idle_protocol
Ethereum,1640563200,TUSD,4304.56011,2021-12-27 00:00:00,idle_protocol
Ethereum,1640563200,USDC,29048600.42444,2021-12-27 00:00:00,idle_protocol
Ethereum,1640563200,USDT,28322320.40638,2021-12-27 00:00:00,idle_protocol
Ethereum,1640563200,WBTC,2.16249,2021-12-27 00:00:00,idle_protocol
Ethereum,1640563200,WETH,956.13115,2021-12-27 00:00:00,idle_protocol
Ethereum,1640649600,DAI,21667584.76611,2021-12-28 00:00:00,idle_protocol
Ethereum,1640649600,FEI,4073228.29567,2021-12-28 00:00:00,idle_protocol
Ethereum,1640649600,RAI,3981976.65061,2021-12-28 00:00:00,idle_protocol
Ethereum,1640649600,SUSD,144933.44725,2021-12-28 00:00:00,idle_protocol
Ethereum,1640649600,TUSD,4304.73361,2021-12-28 00:00:00,idle_protocol
Ethereum,1640649600,USDC,29043861.77702,2021-12-28 00:00:00,idle_protocol
Ethereum,1640649600,USDT,28323967.19968,2021-12-28 00:00:00,idle_protocol
Ethereum,1640649600,WBTC,2.16249,2021-12-28 00:00:00,idle_protocol
Ethereum,1640649600,WETH,956.13134,2021-12-28 00:00:00,idle_protocol
Ethereum,1640736000,DAI,21669394.46384,2021-12-29 00:00:00,idle_protocol
Ethereum,1640736000,FEI,4083146.57774,2021-12-29 00:00:00,idle_protocol
Ethereum,1640736000,RAI,3982095.09251,2021-12-29 00:00:00,idle_protocol
Ethereum,1640736000,SUSD,144936.63022,2021-12-29 00:00:00,idle_protocol
Ethereum,1640736000,TUSD,4304.91506,2021-12-29 00:00:00,idle_protocol
Ethereum,1640736000,USDC,29046294.63759,2021-12-29 00:00:00,idle_protocol
Ethereum,1640736000,USDT,28318406.34578,2021-12-29 00:00:00,idle_protocol
Ethereum,1640736000,WBTC,2.16249,2021-12-29 00:00:00,idle_protocol
Ethereum,1640736000,WETH,950.62693,2021-12-29 00:00:00,idle_protocol
Ethereum,1640822400,DAI,21678231.35913,2021-12-30 00:00:00,idle_protocol
Ethereum,1640822400,FEI,4083358.14159,2021-12-30 00:00:00,idle_protocol
Ethereum,1640822400,RAI,3947915.5391,2021-12-30 00:00:00,idle_protocol
Ethereum,1640822400,SUSD,144940.27741,2021-12-30 00:00:00,idle_protocol
Ethereum,1640822400,TUSD,4305.10822,2021-12-30 00:00:00,idle_protocol
Ethereum,1640822400,USDC,29048754.53299,2021-12-30 00:00:00,idle_protocol
Ethereum,1640822400,USDT,28630416.07459,2021-12-30 00:00:00,idle_protocol
Ethereum,1640822400,WBTC,2.16249,2021-12-30 00:00:00,idle_protocol
Ethereum,1640822400,WETH,950.62723,2021-12-30 00:00:00,idle_protocol
Ethereum,1640908800,DAI,21489762.97997,2021-12-31 00:00:00,idle_protocol
Ethereum,1640908800,FEI,4083765.87071,2021-12-31 00:00:00,idle_protocol
Ethereum,1640908800,RAI,3948035.4571,2021-12-31 00:00:00,idle_protocol
Ethereum,1640908800,SUSD,144944.63828,2021-12-31 00:00:00,idle_protocol
Ethereum,1640908800,TUSD,4305.32358,2021-12-31 00:00:00,idle_protocol
Ethereum,1640908800,USDC,29051133.32993,2021-12-31 00:00:00,idle_protocol
Ethereum,1640908800,USDT,28629751.27246,2021-12-31 00:00:00,idle_protocol
Ethereum,1640908800,WBTC,2.16249,2021-12-31 00:00:00,idle_protocol
Ethereum,1640908800,WETH,950.62752,2021-12-31 00:00:00,idle_protocol
Ethereum,1640995200,DAI,21495928.79349,2022-01-01 00:00:00,idle_protocol
Ethereum,1640995200,FEI,4084134.28443,2022-01-01 00:00:00,idle_protocol
Ethereum,1640995200,RAI,3868130.47324,2022-01-01 00:00:00,idle_protocol
Ethereum,1640995200,SUSD,144949.48263,2022-01-01 00:00:00,idle_protocol
Ethereum,1640995200,TUSD,4305.53976,2022-01-01 00:00:00,idle_protocol
