,Project Name,Grants Season or Mission,Status,Initial delivery date,OP Delivered,OP Total Amount,Intent,Link,Other metadata,html,oso_slug
270,deBridge,Grants Season 4,Sent,2023-09-23 00:00:00,100000.0,100000.0,,https://app.charmverse.io/op-grants/proposals?id=43a2729f-877f-4fed-a392-36b5bd30233c,"{""Incentive Program Launched?"": ""Growth (Unlocked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/proposals?id=43a2729f-877f-4fed-a392-36b5bd30233c"", ""L2 Address"": ""0xbd4C65cd759D79074D5E87022Fb369b4DAC6b485""}",charmverse-proposal-43a2729f-877f-4fed-a392-36b5bd30233c.html,debridge-finance
271,Layerswap: Onboarding to Optimism from everywhere,Grants Season 4,Sent,2023-08-23 00:00:00,58000.0,145000.0,,https://app.charmverse.io/op-grants/proposals?id=82cbcf7d-397c-472a-b576-f09089311919,"{""Incentive Program Launched?"": ""Growth (Unlocked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/proposals?id=82cbcf7d-397c-472a-b576-f09089311919"", ""L2 Address"": ""0xB9228e60fb71aB886950eCbc196d0dEc58ff8e11""}",charmverse-proposal-82cbcf7d-397c-472a-b576-f09089311919.html,layerswap
278,OP Podcast NFTs,Grants Season 4,Sent,2023-08-23 00:00:00,500.0,500.0,,https://app.charmverse.io/op-grants/proposals?id=94da44b5-73c0-4835-badc-b7cf3451f3fe,"{""Incentive Program Launched?"": ""Growth (Unlocked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/proposals?id=94da44b5-73c0-4835-badc-b7cf3451f3fe"", ""L2 Address"": ""ethdaily.eth""}",charmverse-proposal-94da44b5-73c0-4835-badc-b7cf3451f3fe.html,unknown
279,Velodrome Finance,Grants Season 4,Sent,2023-08-23 00:00:00,150000.0,150000.0,,https://app.charmverse.io/op-grants/proposals?id=41a63476-0515-4b94-b1fc-c57b3145fcd3,"{""Incentive Program Launched?"": ""Growth (Unlocked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/proposals?id=41a63476-0515-4b94-b1fc-c57b3145fcd3"", ""L2 Address"": ""0xb074ec6c37659525eef2fb44478077901f878012""}",charmverse-proposal-41a63476-0515-4b94-b1fc-c57b3145fcd3.html,velodrome
280,Metronome - Growth Experiments Grant,Grants Season 4,Sent,2023-09-23 00:00:00,149000.0,149000.0,,https://app.charmverse.io/op-grants/proposals?id=0a036d87-7394-4279-8fc1-8815f966861a,"{""Incentive Program Launched?"": ""Growth (Unlocked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/proposals?id=0a036d87-7394-4279-8fc1-8815f966861a"", ""L2 Address"": ""0xE01Df4ac1E1e57266900E62C37F12C986495A618""}",charmverse-proposal-0a036d87-7394-4279-8fc1-8815f966861a.html,metronome-autonomoussoftware
287,Pendle,Grants Season 4,Team non responsive,,,112000.0,,https://app.charmverse.io/op-grants/proposals?id=9ea8a89a-9892-47fb-85a6-19344ff9fd6a,"{""Incentive Program Launched?"": ""Growth (Unlocked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/proposals?id=9ea8a89a-9892-47fb-85a6-19344ff9fd6a"", ""L2 Address"": ""0xa06C863fcf17cA6f24AA81aeA75E23953193fF6A""}",charmverse-proposal-9ea8a89a-9892-47fb-85a6-19344ff9fd6a.html,pendle-finance
292,Tide protocol Growth Campaigns,Grants Season 4,Sent,2023-08-23 00:00:00,16000.0,40000.0,,https://app.charmverse.io/op-grants/proposals?id=d438c900-8247-45aa-9193-f398c22cf1fb,"{""Incentive Program Launched?"": ""Growth (Unlocked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/proposals?id=d438c900-8247-45aa-9193-f398c22cf1fb"", ""L2 Address"": ""0xf40CBa950163941BEf7733F5958a00E5458325fb""}",charmverse-proposal-d438c900-8247-45aa-9193-f398c22cf1fb.html,tide-protocol-fiveelementslabs
293,OmniBTC,Grants Season 4,Sent,2023-08-23 00:00:00,90000.0,90000.0,,https://app.charmverse.io/op-grants/proposals?id=0914d238-81b8-42c1-9cbb-41cfe4b795b7,"{""Incentive Program Launched?"": ""Growth (Unlocked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/proposals?id=0914d238-81b8-42c1-9cbb-41cfe4b795b7"", ""L2 Address"": ""0xC8a3ae7aC306Df0Ba9F0fC90406367AC6C31765b""}",charmverse-proposal-0914d238-81b8-42c1-9cbb-41cfe4b795b7.html,omniswap-omnibtc
298,Aura Finance,Grants Season 4,Sent,2023-08-23 00:00:00,150000.0,150000.0,,https://app.charmverse.io/op-grants/proposals?id=0d288198-b4f6-4b1d-844e-01779ccc5d2f,"{""Incentive Program Launched?"": ""Growth (Unlocked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/proposals?id=0d288198-b4f6-4b1d-844e-01779ccc5d2f"", ""L2 Address"": ""0x57ACb721FcF3d900B480A90A55191CF8F37ad478""}",charmverse-proposal-0d288198-b4f6-4b1d-844e-01779ccc5d2f.html,aura
307,RFG-1: WakeUp Labs,Grants Season 4,Sent,2023-08-23 00:00:00,30000.0,30000.0,,https://app.charmverse.io/op-grants/proposals?id=c43e489d-4c60-4e40-b9b2-e69f1a962e24,"{""Incentive Program Launched?"": ""RFG 1 (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/proposals?id=c43e489d-4c60-4e40-b9b2-e69f1a962e24"", ""L2 Address"": ""0xab4f5A7fcd1Bb66C8c5f01bB77F6142759f46107""}",charmverse-proposal-c43e489d-4c60-4e40-b9b2-e69f1a962e24.html,wakeuplabs
317,Culture Blocks,Grants Season 4,Sent,2023-08-23 00:00:00,4000.0,4000.0,,https://app.charmverse.io/op-grants/page-15839212306939565,"{""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-15839212306939565"", ""L2 Address"": ""0xabeEb05bA4764F45e5c0e8Acb02059d7164aD35d""}",charmverse-proposal-page-15839212306939565.html,culture-blocks
319,DappyKit - SDK for social apps,Grants Season 4,Sent,2023-08-23 00:00:00,50000.0,50000.0,,https://app.charmverse.io/op-grants/page-3087363271203305,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-3087363271203305"", ""L2 Address"": ""0x65671615f3B0b0a08FCbea7248c5f886f10003C9""}",charmverse-proposal-page-3087363271203305.html,dappykit
320,DeCommas,Grants Season 4,Sent,2023-10-23 00:00:00,40000.0,40000.0,,https://app.charmverse.io/op-grants/page-41264905632741833,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-41264905632741833"", ""L2 Address"": ""0xa1ED69e92025B65100779A4774410409049a1d6e""}",charmverse-proposal-page-41264905632741833.html,decommas
322,EUROe – A MiCA-compliant euro stablecoin,Grants Season 4,Sent,2023-10-23 00:00:00,44500.0,44500.0,,https://app.charmverse.io/op-grants/page-6388174495761412,"{""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-6388174495761412"", ""L2 Address"": ""0xF15722C5f90A8e104b284098254b3949d212672c""}",charmverse-proposal-page-6388174495761412.html,membranefi
324,http://gashawk.io/,Grants Season 4,Sent,2023-08-23 00:00:00,40000.0,40000.0,,https://app.charmverse.io/op-grants/page-39236545934980094,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-39236545934980094"", ""L2 Address"": ""0x44F00C29a0b8514D017ac20fBDb0AA5078b860cE""}",charmverse-proposal-page-39236545934980094.html,unknown
325,Grindery Delight,Grants Season 4,Clawed Back ,2023-10-23 00:00:00,10000.0,10000.0,,https://app.charmverse.io/op-grants/page-564118893844912,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-564118893844912"", ""L2 Address"": ""0xF7Dda96007Bcf22C6e42e90C8d94737172Fb754f""}",charmverse-proposal-page-564118893844912.html,grindery-io
326,"growthepie OP Stack Metrics, Blockspace & Developer’s Resources",Grants Season 4,Sent,2023-11-23 00:00:00,35000.0,35000.0,,https://app.charmverse.io/op-grants/page-39058541725517215,"{""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-39058541725517215"", ""L2 Address"": ""0x700E73d289DE10b6143465E02E6931E6e6a0CA15""}",charmverse-proposal-page-39058541725517215.html,growthepie
327,Hamster,Grants Season 4,Clawed Back ,2023-12-23 00:00:00,40000.0,40000.0,,https://app.charmverse.io/op-grants/page-6041417980868986,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-6041417980868986"", ""L2 Address"": ""0x402118B500e37E9a948195fd55822fC393CB215F""}",charmverse-proposal-page-6041417980868986.html,hamster-shared
332,"Integrating Optimism in SafeSwap, atomic swap bridge for native tokens",Grants Season 4,Sent,2023-09-23 00:00:00,20000.0,20000.0,,https://app.charmverse.io/op-grants/page-16476408930919728,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-16476408930919728"", ""L2 Address"": ""0xF5B286151558ffEdaE80CcE3a98246EedA34FA08""}",charmverse-proposal-page-16476408930919728.html,safehaven-io
334,Launchcaster OP Ecosystem Explorer,Grants Season 4,Clawed Back ,2024-01-24 00:00:00,25000.0,25000.0,,https://app.charmverse.io/op-grants/page-048525168377153705,"{""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-048525168377153705"", ""L2 Address"": ""0xD0DA14f46595850627bcDB19060bdFb0F4Cc5E8f""}",charmverse-proposal-page-048525168377153705.html,unknown
335,Liquid Resilience,Grants Season 4,Clawed Back ,,,20000.0,,https://app.charmverse.io/op-grants/page-32348106058763193,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-32348106058763193"", ""L2 Address"": ""0x0FF67acA2B2fD18C7caa5fC0B0a6d2e057898afD""}",charmverse-proposal-page-32348106058763193.html,liquid-resilience-digoppgroup
336,Locksmith Wallet & Smart Contracts,Grants Season 4,Sent,2023-11-23 00:00:00,50000.0,50000.0,,https://app.charmverse.io/op-grants/page-8035332025592417,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-8035332025592417"", ""L2 Address"": ""0xb66f8eb1682589F9dFa3cFC3da9FAECEfCd7E525""}",charmverse-proposal-page-8035332025592417.html,locksmithwallet
340,NFTScan (Cycle14),Grants Season 4,Sent,,35000.0,35000.0,,https://app.charmverse.io/op-grants/proposals?id=bcaedc5b-fbc5-46af-a9e4-d292bbf1cde2,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/proposals?id=bcaedc5b-fbc5-46af-a9e4-d292bbf1cde2"", ""L2 Address"": ""0x0003603F7a929c304be73661C254312647a5E4BA""}",charmverse-proposal-bcaedc5b-fbc5-46af-a9e4-d292bbf1cde2.html,nftscan-official
342,Meta Game: Onboard & prepare builders that will help to create new socioeconomic systems. ,Grants Season 4,Sent,,,38800.0,,https://app.charmverse.io/op-grants/page-27013511701775395,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-27013511701775395"", ""L2 Address"": ""0xdf43d4C93c600EA8dd7ba469E5A05AB57E9867c9""}",charmverse-proposal-page-27013511701775395.html,metagame-metafam
343,OnlyDust,Grants Season 4,Sent,2023-09-23 00:00:00,50000.0,50000.0,,https://app.charmverse.io/op-grants/page-6225720466674716,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-6225720466674716"", ""L2 Address"": ""0x51f190B6A9CC76BF76BC56C730149604731D4d29""}",charmverse-proposal-page-6225720466674716.html,onlydustxyz
347,Optimism Solidity Survivor Bootcamp,Grants Season 4,Sent,2023-08-23 00:00:00,32123.0,32123.0,,https://app.charmverse.io/op-grants/page-6305100104213606,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-6305100104213606"", ""L2 Address"": ""0x0E73F03b5B553CD295842Cb5f9A04768B6225aAc""}",charmverse-proposal-page-6305100104213606.html,0xbcamp
350,Solid Grinder : smart contract CLI to do gas optimization on Optimism,Grants Season 4,Sent,2023-09-23 00:00:00,25000.0,25000.0,,https://app.charmverse.io/op-grants/page-14817603934853052,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-14817603934853052"", ""L2 Address"": ""0x7AAF799516404A8d69Ef3F0b55746D15613ae04e""}",charmverse-proposal-page-14817603934853052.html,solid-grinder-ratimon
352,Upnode Deploy Revised,Grants Season 4,Sent,2023-09-23 00:00:00,30000.0,30000.0,,https://app.charmverse.io/op-grants/page-5705679072018564,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-5705679072018564"", ""L2 Address"": ""0xc26E6125B3ec9255fF2b576258742d448e941635""}",charmverse-proposal-page-5705679072018564.html,upnodedev
359,Clearpool ,Grants Season 4,Sent,2024-01-24 00:00:00,150000.0,150000.0,,https://app.charmverse.io/op-grants/page-07234089012500222,"{""Incentive Program Launched?"": ""Growth (Unlocked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-07234089012500222"", ""L2 Address"": ""0x70ad50958312814e7370A52BDa2b5DA797ab64Bc""}",charmverse-proposal-page-07234089012500222.html,clearpool-finance
360,Clique -- Accelerating the Growth for OP AttestationStation,Grants Season 4,Sent,2023-08-23 00:00:00,100000.0,100000.0,,https://app.charmverse.io/op-grants/page-04871591080646143,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Growth (Unlocked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-04871591080646143"", ""L2 Address"": ""0xC17A59dC5Fc0Df4853Ee71e6Dd7640e5E4954F0F""}",charmverse-proposal-page-04871591080646143.html,cliqueofficial
367,Idle x Optimism,Grants Season 4,Sent,2024-01-24 00:00:00,150000.0,150000.0,,https://app.charmverse.io/op-grants/page-5487372006410718,"{""Incentive Program Launched?"": ""Growth (Unlocked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-5487372006410718"", ""L2 Address"": ""0xFDbB4d606C199F091143BD604C85c191a526fbd0""}",charmverse-proposal-page-5487372006410718.html,idle-finance
370,Invest in Music Growth Experiment,Grants Season 4,Sent,2023-11-23 00:00:00,5000.0,5000.0,,https://app.charmverse.io/op-grants/page-6889866496736461,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Growth (Unlocked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-6889866496736461"", ""L2 Address"": ""0x193a6a37F99D18b0F262985DBfC5E22e43cc36Be""}",charmverse-proposal-page-6889866496736461.html,unknown
372,Let's Get HAI: a multi-collateral fork of RAI ,Grants Season 4,Sent,,100000.0,100000.0,,https://app.charmverse.io/op-grants/page-5989100035328812,"{""Incentive Program Launched?"": ""Growth (Unlocked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-5989100035328812"", ""L2 Address"": ""0x7Cb4a147A54e1406AEA3C8BE623A26bdd554322B""}",charmverse-proposal-page-5989100035328812.html,hai-on-op
373,Liquity Protocol,Grants Season 4,Sent,2023-10-23 00:00:00,150000.0,150000.0,,https://app.charmverse.io/op-grants/page-4220122436183489,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Growth (Unlocked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-4220122436183489"", ""L2 Address"": ""0x2f593f151aF4bb9A71bcA6cAce1d3c56C2844117""}",charmverse-proposal-page-4220122436183489.html,liquity
375,MUTUAL Research Library ,Grants Season 4,Sent,2023-09-23 00:00:00,35000.0,35000.0,,https://app.charmverse.io/op-grants/page-41316858303722204,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Growth (Unlocked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-41316858303722204"", ""L2 Address"": ""0xEfFE6b3DBA2E39aA1085f88a93AB8563Ba45bAa6""}",charmverse-proposal-page-41316858303722204.html,mutualsupply
377,"Octav, the On-Chain Portfolio Tracker",Grants Season 4,Sent,2023-09-23 00:00:00,45000.0,45000.0,,https://app.charmverse.io/op-grants/page-9085631343096263,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Growth (Unlocked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-9085631343096263"", ""L2 Address"": ""0xA5d26Ce9eC851B6Ec473fac0630D5A087221Cd34""}",charmverse-proposal-page-9085631343096263.html,unknown
388,Qubit Wallet - Cycle 14,Grants Season 4,Team non responsive,,,50000.0,,https://app.charmverse.io/op-grants/page-11674564580610602,"{""Incentive Program Launched?"": ""Growth (Unlocked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-11674564580610602"", ""L2 Address"": ""0xD91dEf14811407aa73C47d8683755526df07C44F""}",charmverse-proposal-page-11674564580610602.html,unknown
405,Wombat Exchange,Grants Season 4,Sent,2023-10-23 00:00:00,150000.0,150000.0,,https://app.charmverse.io/op-grants/page-836663139821324,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Growth (Unlocked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-836663139821324"", ""L2 Address"": ""0x9A104004ef083b0980F19Aa5D0Cfaaf2b5FFe388""}",charmverse-proposal-page-836663139821324.html,wombat-exchange
407,AnyTx Explorer for Optimism,Grants Season 4,Sent to locked Multisig,2023-12-23 00:00:00,25000.0,25000.0,,https://app.charmverse.io/op-grants/page-037501910272004224,"{""Incentive Program Launched?"": ""RFG 1 (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-037501910272004224""}",charmverse-proposal-page-037501910272004224.html,unknown
410,OKcontract ABI2UI,Grants Season 4,Sent,2023-12-23 00:00:00,90000.0,90000.0,,https://app.charmverse.io/op-grants/page-2222165204079123,"{""Incentive Program Launched?"": ""RFG 2 (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-2222165204079123""}",charmverse-proposal-page-2222165204079123.html,unknown
414,Africa Founder Residency,Grants Season 4,Sent,2023-10-23 00:00:00,30000.0,30000.0,,https://app.charmverse.io/op-grants/page-5705466835310178,"{""Cycle #"": ""Cycle 15"", ""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-5705466835310178"", ""L2 Address"": ""0x4a8aB737cdB7DC3c56Dd59266591B9D2EB1e55aB""}",charmverse-proposal-page-5705466835310178.html,unknown
418,Autonomous World Ecosystem - AW House (Cycle 15),Grants Season 4,Sent,2023-12-23 00:00:00,35000.0,35000.0,,https://app.charmverse.io/op-grants/page-7215315141818317,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-7215315141818317"", ""L2 Address"": ""0x1626Cc835842C480c1689A0A69AA419B9F761a4e""}",charmverse-proposal-page-7215315141818317.html,unknown
422,Breadcrumbs.app,Grants Season 4,Sent,2023-10-23 00:00:00,35000.0,35000.0,,https://app.charmverse.io/op-grants/page-9658342917491014,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-9658342917491014"", ""L2 Address"": ""0x7B8c3d5B19c9A9f7D611244d0C2C86f6921FcE3e""}",charmverse-proposal-page-9658342917491014.html,unknown
437,Harberger Tax implementation & EIP Draft,Grants Season 4,Sent,2023-10-23 00:00:00,19500.0,19500.0,,https://app.charmverse.io/op-grants/page-4531848727548431,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-4531848727548431"", ""L2 Address"": ""0x9783fc02e07c04e691412f3f125c0fb0ffdf0f64""}",charmverse-proposal-page-4531848727548431.html,unknown
438,Hedgehog Protocol,Grants Season 4,Sent to locked Multisig,,,25000.0,,https://app.charmverse.io/op-grants/page-781875301575714,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-781875301575714"", ""L2 Address"": ""0xAd7954fa5f0Fc6ddC0B2Db6A5efD410b4F5cbeB1""}",charmverse-proposal-page-781875301575714.html,unknown
440,Infinity Wallet - Builder Cycle 15,Grants Season 4,Sent,2023-10-23 00:00:00,30000.0,30000.0,,https://app.charmverse.io/op-grants/page-11908812258760593,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-11908812258760593"", ""L2 Address"": ""0x15D645E363c6A2c83Bb3c55325C1Ca9E6936492E""}",charmverse-proposal-page-11908812258760593.html,infinitywallet
441,Inheriti® Data Backup and Digital Inheritance Solution,Grants Season 4,Sent,2023-10-23 00:00:00,28000.0,28000.0,,https://app.charmverse.io/op-grants/page-958486149785867,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-958486149785867"", ""L2 Address"": ""0xF5B286151558ffEdaE80CcE3a98246EedA34FA08""}",charmverse-proposal-page-958486149785867.html,safehaven-io
446,MultiBaas blockchain middleware,Grants Season 4,Sent,2023-10-23 00:00:00,33000.0,33000.0,,https://app.charmverse.io/op-grants/page-7416874939270843,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-7416874939270843"", ""L2 Address"": ""0x707f310DD0325f48Fe06e1D44Cb5fdb522EDf723""}",charmverse-proposal-page-7416874939270843.html,curvegrid-multibaas
448,Ocean Protocol for AI on Optimism,Grants Season 4,Sent,,,38000.0,,https://app.charmverse.io/op-grants/page-7976798372220861,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-7976798372220861"", ""L2 Address"": ""0x275aB2f4e5DD3CB7AA8Ec4f16a79F4023cc5f7Ef""}",charmverse-proposal-page-7976798372220861.html,oceanprotocol
450,Onboarding Brazilian Developers,Grants Season 4,Sent,2023-11-23 00:00:00,39200.0,39200.0,,https://app.charmverse.io/op-grants/page-007115651760448705,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-007115651760448705"", ""L2 Address"": ""0x7950aeE3952D6c6297Bf349E0d2731a745AaBB32""}",charmverse-proposal-page-007115651760448705.html,unknown
457,Reputation & Roles,Grants Season 4,Sent,2024-06-24 00:00:00,30000.0,30000.0,,https://app.charmverse.io/op-grants/page-23303127376120303,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-23303127376120303"", ""L2 Address"": ""0x407Cf0e5Dd3C2c4bCE5a32B92109c2c6f7f1ce23""}",charmverse-proposal-page-23303127376120303.html,atxdao
458,Scalind - OP Chains constructor,Grants Season 4,Sent,2023-10-23 00:00:00,35000.0,35000.0,,https://app.charmverse.io/op-grants/page-5043319536236994,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-5043319536236994"", ""L2 Address"": ""0x3eb6Bf5B7AC2B683c787f7aac59683A8d05d885d""}",charmverse-proposal-page-5043319536236994.html,scalind
459,Soldeer,Grants Season 4,Sent,2023-12-23 00:00:00,30000.0,30000.0,,https://app.charmverse.io/op-grants/page-6940426090315701,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-6940426090315701"", ""L2 Address"": ""0xc8E2806A97413b5496A1ba6050b517CC98D0EfCA""}",charmverse-proposal-page-6940426090315701.html,soldeer-mario-eth
461,Station Labs | A new meta for activating and engaging smart accounts ,Grants Season 4,Sent,,,30000.0,,https://app.charmverse.io/op-grants/page-8575536123758014,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-8575536123758014"", ""L2 Address"": ""0xbaa8bF587EEb3Cf12F8D80EbB49F929C7D62115e""}",charmverse-proposal-page-8575536123758014.html,unknown
463,Superchain Resolver: Manage ENS Records on OP Chains (storage proofs),Grants Season 4,Sent,2023-12-23 00:00:00,34000.0,34000.0,,https://app.charmverse.io/op-grants/page-2502347076963445,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-2502347076963445"", ""L2 Address"": ""0x1D7b8D3c6c896d7eB4f9118Ea377C359073d4083""}",charmverse-proposal-page-2502347076963445.html,optinames-optimismresolver
467,viaPrize,Grants Season 4,Sent,,,25000.0,,https://app.charmverse.io/op-grants/page-7482769025043443,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Builders (Locked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-7482769025043443"", ""L2 Address"": ""0x850a146D7478dAAa98Fc26Fd85e6A24e50846A9d""}",charmverse-proposal-page-7482769025043443.html,viaprize
471,Beefy - Universal Zap,Grants Season 4,Sent,2023-10-23 00:00:00,210000.0,210000.0,,https://app.charmverse.io/op-grants/page-11504029675210492,"{""Status.1"": ""---"", ""Milestones"": ""---"", ""Incentive Program Launched?"": ""Growth (Unlocked)"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/page-11504029675210492"", ""L2 Address"": ""0x4ABa01FB8E1f6BFE80c56Deb367f19F35Df0f4aE""}",charmverse-proposal-page-11504029675210492.html,beefy-finance
